Orthogroup	c_variabilis_genome_proteins	c_sorokiniana_genome_proteins
OG0000241	XP_005850977.1, XP_005846767.1	PRW56027.1, PRW56028.1
OG0000242	XP_005847498.1, XP_005847499.1, XP_005850613.1	PRW56275.1, PRW33206.1
OG0000243	XP_005851807.1	PRW60348.1
OG0000244	XP_005849474.1	PRW58882.1
OG0000244	XP_005852216.1	PRW60751.1
OG0000245	XP_005852044.1	PRW60822.1
OG0000246	XP_005851700.1, XP_005851699.1	PRW60812.1
OG0000248	XP_005851508.1	PRW58416.1
OG0000249	XP_005851057.1	PRW45509.1
OG0000249	XP_005849227.1	PRW33780.1
OG0000250	XP_005849076.1, XP_005849078.1	PRW33897.1, PRW33896.1
OG0000251	XP_005849049.1, XP_005849253.1	PRW33864.1
OG0000252	XP_005851721.1, XP_005843597.1, XP_005851722.1	PRW20671.1
OG0000253	XP_005852248.1	PRW60746.1
OG0000254	XP_005851829.1	PRW60345.1
OG0000254	XP_005843995.1	PRW32994.1
OG0000255	XP_005852195.1	PRW60553.1, PRW60552.1, PRW60551.1
OG0000255	XP_005852190.1	PRW05778.1
OG0000256	XP_005848869.1, XP_005848532.1, XP_005846708.1, XP_005849886.1	PRW44952.1
OG0000257	XP_005849290.1, XP_005849291.1, XP_005849289.1, XP_005849288.1, XP_005849292.1	PRW58669.1
OG0000258	XP_005849447.1	PRW57231.1
OG0000258	XP_005844462.1	PRW33056.1
OG0000259	XP_005851072.1	PRW58240.1, PRW58239.1
OG0000259	XP_005851370.1	PRW58183.1
OG0000260	XP_005851396.1	PRW58184.1, PRW58107.1
OG0000261	XP_005851231.1, XP_005851227.1	PRW58356.1
OG0000263	XP_005847949.1, XP_005848875.1, XP_005847948.1, XP_005846788.1, XP_005850829.1	PRW56331.1
OG0000264	XP_005846309.1	PRW60062.1
OG0000264	XP_005842599.1	PRW59548.1
OG0000265	XP_005846215.1	PRW59908.1
OG0000266	XP_005843321.1, XP_005842980.1, XP_005842979.1, XP_005849525.1	PRW32866.1, PRW32867.1
OG0000267	XP_005847826.1	PRW34010.1, PRW45349.1
OG0000268	XP_005849324.1	PRW57674.1
OG0000268	XP_005845266.1	PRW59875.1
OG0000269	XP_005845114.1	PRW32538.1
OG0000269	XP_005848767.1	PRW60768.1, PRW60767.1, PRW51131.1
OG0000270	XP_005843320.1, XP_005843241.1, XP_005843319.1	PRW32937.1, PRW32935.1, PRW32936.1
OG0000271	XP_005844729.1	PRW21130.1
OG0000271	XP_005847947.1, XP_005850718.1	PRW56012.1
OG0000272	XP_005847104.1	PRW56922.1
OG0000272	XP_005847105.1	PRW57240.1
OG0000273	XP_005844365.1	PRW18346.1
OG0000274	XP_005847619.1	PRW57821.1
OG0000274	XP_005847618.1	PRW57749.1
OG0000275	XP_005843145.1	PRW61348.1, PRW61350.1, PRW61349.1
OG0000276	XP_005850681.1, XP_005850682.1, XP_005844048.1, XP_005844049.1, XP_005844617.1, XP_005851980.1	PRW33233.1
OG0000277	XP_005848747.1	PRW60653.1
OG0000277	XP_005845950.1, XP_005843125.1, XP_005843642.1, XP_005843708.1, XP_005843135.1	PRW60540.1, PRW39186.1
OG0000277	XP_005848989.1	PRW33583.1
OG0000278	XP_005844332.1	PRW61347.1, PRW45158.1
OG0000279	XP_005844316.1, XP_005844454.1	PRW61457.1
OG0000279	XP_005850983.1	PRW56277.1
OG0000280	XP_005849339.1, XP_005849338.1	PRW57824.1
OG0000281	XP_005848134.1, XP_005850160.1, XP_005850159.1	PRW59940.1
OG0000284	XP_005846790.1	PRW45748.1
OG0000284	XP_005846789.1	PRW45747.1, PRW45749.1
OG0000285	XP_005851774.1	PRW61045.1
OG0000286	XP_005845165.1, XP_005845807.1	PRW45673.1
OG0000287	XP_005843861.1	PRW20683.1
OG0000288	XP_005843796.1	PRW58841.1
OG0000288	XP_005844481.1	PRW20596.1
OG0000290	XP_005844542.1	PRW20479.1
OG0000290	XP_005844538.1	PRW20513.1, PRW20512.1
OG0000291	XP_005847131.1	PRW57010.1
OG0000292	XP_005846213.1	PRW39337.1
OG0000292	XP_005843263.1	PRW33093.1
OG0000293	XP_005843301.1	PRW33326.1
OG0000295	XP_005851446.1	PRW58532.1
OG0000296	XP_005844976.1	PRW33190.1
OG0000296	XP_005844978.1	PRW33197.1
OG0000297	XP_005846561.1	PRW32504.1
OG0000297	XP_005846562.1	PRW32508.1, PRW32505.1
OG0000298	XP_005845313.1	PRW33260.1
OG0000299	XP_005843767.1	PRW58854.1
OG0000299	XP_005845791.1	PRW56455.1
OG0000300	XP_005850246.1	PRW56722.1
OG0000300	XP_005848171.1	PRW20934.1
OG0000301	XP_005849629.1	PRW58788.1, PRW58789.1, PRW58790.1
OG0000302	XP_005849694.1	PRW58966.1
OG0000303	XP_005842938.1	PRW21082.1
OG0000304	XP_005844273.1	PRW61536.1
OG0000304	XP_005845339.1	PRW61227.1
OG0000305	XP_005846476.1	PRW60160.1
OG0000305	XP_005849546.1	PRW59319.1
OG0000306	XP_005848772.1	PRW50818.1, PRW50817.1, PRW51142.1
OG0000307	XP_005848765.1	PRW50971.1
OG0000307	XP_005848884.1	PRW50828.1
OG0000308	XP_005848755.1	PRW51144.1
OG0000309	XP_005848748.1	PRW51002.1
OG0000311	XP_005850883.1	PRW56116.1, PRW56117.1
OG0000312	XP_005850693.1	PRW55919.1
OG0000312	XP_005848865.1	PRW50804.1
OG0000313	XP_005850942.1	PRW60134.1
OG0000313	XP_005852102.1	PRW60727.1
OG0000314	XP_005850783.1, XP_005852272.1, XP_005846190.1, XP_005844726.1, XP_005852177.1	PRW59039.1
OG0000315	XP_005850943.1	PRW56181.1
OG0000315	XP_005850939.1	PRW55990.1
OG0000316	XP_005847937.1	PRW57105.1, PRW57106.1
OG0000317	XP_005848101.1, XP_005848102.1	PRW57468.1
OG0000318	XP_005848169.1	PRW20777.1
OG0000318	XP_005847928.1	PRW57316.1, PRW60442.1
OG0000319	XP_005848125.1	PRW20779.1
OG0000320	XP_005850218.1	PRW05856.1
OG0000320	XP_005850945.1	PRW56192.1
OG0000321	XP_005844383.1	PRW56539.1, PRW56540.1, PRW56538.1, PRW56541.1
OG0000323	XP_005846334.1	PRW59811.1, PRW58131.1, PRW21005.1
OG0000324	XP_005846033.1	PRW39192.1
OG0000324	XP_005846032.1	PRW39193.1
OG0000325	XP_005845984.1	PRW39370.1
OG0000325	XP_005845985.1	PRW39371.1
OG0000326	XP_005844455.1	PRW61019.1
OG0000326	XP_005842621.1	PRW61146.1
OG0000327	XP_005848662.1	PRW50778.1
OG0000327	XP_005845177.1	PRW45641.1
OG0000328	XP_005848336.1, XP_005842589.1, XP_005845064.1, XP_005843193.1	PRW44983.1
OG0000329	XP_005846000.1	PRW39197.1
OG0000330	XP_005851551.1	PRW58291.1
OG0000331	XP_005844084.1	PRW33001.1
OG0000331	XP_005845113.1	PRW45431.1
OG0000332	XP_005850181.1, XP_005850183.1, XP_005843273.1, XP_005850180.1	PRW56793.1, PRW56794.1
OG0000333	XP_005851275.1, XP_005850929.1	PRW56271.1
OG0000334	XP_005850925.1	PRW60117.1, PRW60118.1
OG0000334	XP_005849256.1, XP_005847950.1	PRW34064.1
OG0000334	XP_005849685.1	PRW58847.1
OG0000335	XP_005851027.1	PRW56133.1
OG0000336	XP_005850740.1	PRW56213.1
OG0000336	XP_005850739.1	PRW55912.1, PRW55913.1
OG0000337	XP_005850100.1	PRW56645.1, PRW56555.1
OG0000338	XP_005848335.1	PRW44850.1
OG0000338	XP_005851767.1	PRW60661.1
OG0000339	XP_005851977.1	PRW60559.1, PRW60560.1
OG0000339	XP_005852109.1	PRW60196.1
OG0000340	XP_005851745.1	PRW60861.1
OG0000340	XP_005847707.1	PRW60384.1
OG0000341	XP_005844291.1	PRW61059.1, PRW61060.1
OG0000342	XP_005848212.1	PRW61257.1
OG0000342	XP_005848567.1	PRW45096.1
OG0000343	XP_005847626.1	PRW45620.1, PRW45329.1, PRW58816.1, PRW05753.1, PRW39338.1
OG0000344	XP_005848608.1, XP_005848836.1	PRW57755.1, PRW57877.1
OG0000345	XP_005843889.1	PRW20624.1
OG0000347	XP_005844889.1	PRW39307.1
OG0000347	XP_005850889.1	PRW58060.1
OG0000348	XP_005850174.1	PRW56818.1, PRW05915.1
OG0000349	XP_005848546.1, XP_005848354.1	PRW44946.1, PRW44862.1
OG0000350	XP_005849967.1, XP_005849708.1	PRW58766.1, PRW58765.1, PRW58764.1
OG0000351	XP_005847052.1	PRW57027.1
OG0000351	XP_005842631.1, XP_005846875.1	PRW57019.1
OG0000352	XP_005847516.1	PRW44246.1
OG0000352	XP_005842651.1, XP_005847515.1	PRW44391.1
OG0000353	XP_005847451.1	PRW44524.1
OG0000354	XP_005847454.1, XP_005847455.1	PRW44255.1, PRW44253.1, PRW44254.1
OG0000355	XP_005848633.1	PRW44370.1, PRW44371.1
OG0000355	XP_005847352.1	PRW32970.1
OG0000356	XP_005847309.1, XP_005847308.1	PRW44495.1, PRW44494.1
OG0000357	XP_005843049.1	PRW32650.1
OG0000357	XP_005842662.1	PRW32651.1
OG0000358	XP_005851450.1	PRW58534.1
OG0000358	XP_005851449.1	PRW58103.1
OG0000359	XP_005849862.1, XP_005852048.1, XP_005849595.1	PRW50749.1
OG0000360	XP_005851632.1	PRW58215.1
OG0000360	XP_005851633.1	PRW58514.1, PRW58680.1
OG0000361	XP_005844270.1	PRW61344.1, PRW60996.1, PRW20553.1
OG0000362	XP_005851307.1	PRW58593.1, PRW58594.1
OG0000362	XP_005849857.1	PRW58792.1, PRW58793.1
OG0000364	XP_005851293.1, XP_005851292.1	PRW58399.1, PRW58400.1
OG0000365	XP_005844169.1	PRW60981.1
OG0000365	XP_005844168.1	PRW61427.1, PRW61501.1
OG0000366	XP_005850298.1	PRW56405.1
OG0000366	XP_005850299.1	PRW56824.1
OG0000367	XP_005845503.1	PRW60017.1
OG0000367	XP_005845501.1	PRW59990.1
OG0000368	XP_005843979.1, XP_005845494.1, XP_005846720.1, XP_005845496.1	PRW60064.1
OG0000369	XP_005849673.1	PRW60040.1
OG0000369	XP_005845434.1	PRW60042.1, PRW60041.1
OG0000370	XP_005845617.1	PRW59702.1
OG0000371	XP_005851395.1	PRW59537.1, PRW59535.1, PRW59534.1, PRW59536.1
OG0000372	XP_005843506.1, XP_005850569.1	PRW61212.1, PRW61213.1
OG0000373	XP_005844402.1	PRW61387.1
OG0000373	XP_005846914.1	PRW57345.1
OG0000374	XP_005851009.1, XP_005846003.1, XP_005846004.1, XP_005846005.1, XP_005846001.1	PRW44324.1
OG0000375	XP_005845650.1, XP_005845651.1	PRW61170.1
OG0000376	XP_005844713.1	PRW20996.1
OG0000377	XP_005844482.1	PRW20499.1
OG0000378	XP_005848651.1, XP_005848279.1	PRW45014.1, PRW45013.1
OG0000379	XP_005845723.1	PRW33678.1
OG0000379	XP_005845829.1	PRW33533.1
OG0000380	XP_005844248.1	PRW34073.1
OG0000380	XP_005849236.1	PRW20325.1
OG0000381	XP_005843150.1	PRW60910.1
OG0000381	XP_005843151.1	PRW61428.1
OG0000382	XP_005843704.1	PRW61413.1
OG0000382	XP_005843711.1	PRW20374.1, PRW20375.1
OG0000383	XP_005843665.1, XP_005847334.1, XP_005844642.1	PRW20345.1, PRW20344.1
OG0000384	XP_005843759.1	PRW59417.1
OG0000384	XP_005843809.1	PRW20802.1
OG0000386	XP_005850622.1	PRW33270.1, PRW58954.1
OG0000386	XP_005845534.1	PRW56781.1
OG0000387	XP_005842905.1, XP_005842906.1, XP_005843288.1	PRW33189.1, PRW58075.1, PRW57737.1
OG0000387	XP_005848754.1	PRW59361.1
OG0000388	XP_005846196.1	PRW39223.1
OG0000388	XP_005846197.1	PRW39243.1
OG0000389	XP_005847724.1	PRW57778.1
OG0000389	XP_005848996.1	PRW39380.1
OG0000391	XP_005848892.1, XP_005850235.1	PRW58895.1, PRW58891.1, PRW60218.1, PRW60217.1, PRW50768.1
OG0000392	XP_005849643.1	PRW61496.1, PRW57828.1
OG0000393	XP_005843476.1, XP_005843477.1	PRW58995.1
OG0000393	XP_005842851.1	PRW61405.1
OG0000394	XP_005843001.1	PRW59448.1, PRW59994.1
OG0000395	XP_005851712.1	PRW60376.1, PRW60481.1, PRW60220.1, PRW60581.1, PRW60733.1, PRW60650.1
OG0000398	XP_005845676.1	PRW45690.1
OG0000399	XP_005847248.1	PRW21049.1, PRW44484.1
OG0000400	XP_005846670.1, XP_005850427.1	PRW45730.1
OG0000401	XP_005848937.1	PRW50823.1
OG0000402	XP_005844261.1, XP_005844258.1	PRW61360.1
OG0000403	XP_005844090.1	PRW32959.1
OG0000404	XP_005848114.1	PRW20791.1
OG0000405	XP_005843580.1, XP_005843579.1	PRW61508.1
OG0000406	XP_005844035.1	PRW61342.1
OG0000406	XP_005850580.1	PRW60441.1
OG0000406	XP_005844754.1	PRW21136.1
OG0000407	XP_005842691.1, XP_005844119.1	PRW20246.1
OG0000408	XP_005849067.1	PRW34024.1
OG0000409	XP_005844575.1	PRW20594.1
OG0000409	XP_005844573.1	PRW20491.1
OG0000410	XP_005842865.1, XP_005846879.1	PRW57371.1
OG0000411	XP_005844534.1, XP_005844634.1	PRW20452.1
OG0000413	XP_005849125.1, XP_005844936.1	PRW33099.1
OG0000414	XP_005844838.1	PRW33204.1
OG0000414	XP_005844839.1	PRW58296.1, PRW45445.1
OG0000415	XP_005844992.1, XP_005844993.1	PRW33324.1
OG0000416	XP_005843203.1	PRW34019.1
OG0000416	XP_005849776.1	PRW59269.1
OG0000417	XP_005844855.1, XP_005844851.1	PRW33252.1
OG0000419	XP_005844965.1	PRW33151.1
OG0000420	XP_005846801.1	PRW50974.1, PRW32617.1, PRW57588.1, PRW45587.1
OG0000421	XP_005843771.1	PRW59349.1
OG0000421	XP_005850074.1	PRW58648.1
OG0000422	XP_005847925.1	PRW57398.1
OG0000423	XP_005843820.1	PRW59047.1
OG0000424	XP_005851923.1, XP_005852247.1	PRW60779.1
OG0000425	XP_005849062.1, XP_005849634.1, XP_005849633.1	PRW58884.1
OG0000426	XP_005849896.1, XP_005849895.1	PRW58990.1
OG0000427	XP_005849678.1	PRW58982.1
OG0000427	XP_005852185.1	PRW61337.1
OG0000428	XP_005849589.1	PRW59315.1
OG0000428	XP_005849588.1	PRW58946.1
OG0000429	XP_005846894.1	PRW57459.1, PRW57362.1
OG0000430	XP_005849580.1	PRW58992.1
OG0000430	XP_005849581.1	PRW58964.1
OG0000431	XP_005849618.1	PRW59351.1, PRW59352.1
OG0000432	XP_005849917.1, XP_005849916.1, YP_009094927.1	PRW58729.1
OG0000433	XP_005847011.1	PRW57239.1
OG0000433	XP_005848029.1	PRW57014.1
OG0000435	XP_005848776.1	PRW51078.1
OG0000436	XP_005843510.1	PRW51114.1, PRW50854.1, PRW50855.1, PRW57783.1
OG0000437	XP_005848729.1	PRW50948.1
OG0000438	XP_005848741.1	PRW50769.1
OG0000438	XP_005848948.1	PRW50775.1, PRW50774.1
OG0000439	XP_005848673.1	PRW51001.1, PRW51071.1
OG0000440	XP_005847846.1	PRW33981.1, PRW33980.1
OG0000441	XP_005845235.1, XP_005845117.1	PRW45589.1
OG0000442	XP_005848652.1	PRW51108.1
OG0000442	XP_005848852.1	PRW50794.1
OG0000443	XP_005843752.1	PRW59356.1
OG0000443	XP_005850081.1	PRW59355.1
OG0000444	XP_005848221.1	PRW61596.1
OG0000444	XP_005843632.1	PRW61135.1
OG0000445	XP_005848812.1, XP_005848813.1	PRW50896.1
OG0000446	XP_005847320.1	PRW44411.1
OG0000447	XP_005847667.1, XP_005847668.1	PRW33950.1
OG0000448	XP_005845028.1, XP_005845135.1	PRW45481.1, PRW45480.1
OG0000449	XP_005850810.1	PRW18290.1
OG0000449	XP_005850811.1	PRW18309.1
OG0000450	XP_005850498.1	PRW18396.1
OG0000450	XP_005849808.1	PRW58976.1
OG0000451	XP_005850799.1	PRW18353.1
OG0000451	XP_005850800.1	PRW18339.1
OG0000452	XP_005844998.1	PRW39283.1
OG0000453	XP_005842774.1, XP_005843523.1, XP_005842773.1	PRW61500.1
OG0000454	XP_005843560.1	PRW61613.1
OG0000455	XP_005845510.1	PRW50945.1
OG0000455	XP_005843949.1	PRW20612.1
OG0000456	XP_005851543.1	PRW58543.1
OG0000456	XP_005847497.1	PRW58655.1
OG0000457	XP_005847965.1	PRW20797.1
OG0000457	XP_005848126.1	PRW20846.1
OG0000458	XP_005847009.1, XP_005847010.1	PRW56952.1, PRW56953.1
OG0000459	XP_005850366.1, XP_005850122.1	PRW56632.1
OG0000461	XP_005849350.1	PRW57844.1
OG0000461	XP_005849351.1	PRW61124.1
OG0000462	XP_005845134.1	PRW45720.1
OG0000463	XP_005846691.1	PRW45450.1, PRW45425.1, PRW45622.1
OG0000465	XP_005850399.1, XP_005850398.1	PRW56610.1
OG0000466	XP_005851853.1	PRW57965.1, PRW60222.1
OG0000467	XP_005846173.1, XP_005846174.1	PRW39147.1
OG0000468	XP_005845988.1, XP_005845987.1	PRW39289.1, PRW39290.1
OG0000469	XP_005843724.1, XP_005843179.1	PRW05928.1
OG0000470	XP_005844941.1, XP_005849258.1, XP_005852279.1	PRW60862.1, PRW61223.1
OG0000471	XP_005851716.1	PRW60850.1
OG0000471	XP_005845171.1	PRW45619.1
OG0000472	XP_005852212.1, XP_005843566.1	PRW61160.1, PRW61159.1
OG0000473	XP_005844311.1, XP_005848213.1, XP_005848211.1	PRW45136.1
OG0000474	XP_005850691.1	PRW55952.1
OG0000475	XP_005848150.1	PRW20839.1
OG0000475	XP_005849699.1	PRW59075.1
OG0000476	XP_005844736.1, XP_005849294.1	PRW33815.1, PRW33816.1
OG0000477	XP_005849601.1, XP_005849863.1	PRW58869.1
OG0000477	XP_005849603.1	PRW61353.1
OG0000478	XP_005850898.1	PRW56343.1
OG0000478	XP_005846298.1	PRW59910.1
OG0000479	XP_005845759.1	PRW33643.1
OG0000479	XP_005845758.1	PRW33658.1, PRW33659.1
OG0000480	XP_005850212.1, XP_005849503.1	PRW05851.1
OG0000481	XP_005847544.1, XP_005847712.1, XP_005845903.1	PRW33732.1
OG0000482	XP_005842792.1, XP_005845884.1, XP_005845883.1	PRW33603.1, PRW33602.1
OG0000483	XP_005851999.1	PRW60462.1
OG0000483	XP_005848720.1	PRW50936.1
OG0000484	XP_005851752.1, XP_005847398.1	PRW44400.1, PRW44401.1
OG0000485	XP_005844160.1	PRW45033.1
OG0000485	XP_005842833.1	PRW59698.1
OG0000486	XP_005851994.1	PRW60792.1
OG0000486	XP_005851715.1	PRW60785.1
OG0000487	XP_005850345.1	PRW56495.1
OG0000488	XP_005851730.1	PRW60249.1
OG0000489	XP_005851905.1, XP_005851904.1	PRW60470.1
OG0000490	XP_005852072.1	PRW60501.1
OG0000490	XP_005851974.1	PRW50871.1
OG0000491	XP_005843658.1, XP_005846009.1	PRW20354.1
OG0000492	XP_005849239.1	PRW33924.1, PRW33923.1
OG0000493	XP_005849144.1, XP_005849347.1, XP_005849348.1, XP_005849143.1	PRW57952.1
OG0000494	XP_005849128.1	PRW57672.1
OG0000494	XP_005852063.1	PRW60323.1
OG0000495	XP_005847893.1	PRW58054.1, PRW56986.1
OG0000496	XP_005842606.1	PRW45661.1, PRW45660.1
OG0000496	XP_005842608.1	PRW45599.1
OG0000497	XP_005849159.1	PRW57801.1
OG0000497	XP_005849158.1	PRW57905.1
OG0000498	XP_005849045.1	PRW33869.1, PRW45713.1
OG0000499	XP_005845170.1	PRW45370.1
OG0000500	XP_005847845.1	PRW33868.1
OG0000500	XP_005843852.1	PRW20706.1
OG0000501	XP_005852256.1	PRW60366.1
OG0000502	XP_005851837.1	PRW60497.1
OG0000503	XP_005851813.1	PRW60456.1
OG0000503	XP_005852148.1	PRW60313.1
OG0000504	XP_005850343.1	PRW56772.1
OG0000505	XP_005848224.1	PRW58099.1
OG0000505	XP_005848222.1	PRW44896.1
OG0000506	XP_005848438.1	PRW45064.1
OG0000506	XP_005848242.1	PRW45097.1
OG0000507	XP_005850941.1	PRW55962.1
OG0000507	XP_005844893.1	PRW39302.1
OG0000508	XP_005848420.1, XP_005848419.1	PRW45104.1
OG0000509	XP_005849408.1	PRW20589.1
OG0000509	XP_005848447.1	PRW60457.1
OG0000511	XP_005849745.1	PRW57490.1, PRW58892.1
OG0000512	XP_005849458.1, XP_005849459.1	PRW59290.1
OG0000513	XP_005849799.1	PRW59060.1
OG0000514	XP_005849771.1	PRW59059.1
OG0000514	XP_005849770.1	PRW58893.1
OG0000515	XP_005847337.1	PRW44623.1, PRW44622.1
OG0000516	XP_005847519.1	PRW44449.1
OG0000516	XP_005849319.1	PRW57633.1
OG0000517	XP_005843582.1	PRW61299.1, PRW61298.1
OG0000518	XP_005844901.1	PRW20550.1
OG0000518	XP_005843836.1	PRW59073.1
OG0000519	XP_005843920.1	PRW57605.1
OG0000519	XP_005843919.1	PRW57872.1
OG0000520	XP_005844896.1	PRW39135.1
OG0000521	XP_005851398.1	PRW58473.1
OG0000522	XP_005851414.1	PRW58282.1
OG0000522	XP_005851110.1	PRW58711.1
OG0000523	XP_005851411.1	PRW58664.1, PRW58663.1
OG0000524	XP_005851102.1, XP_005851101.1	PRW58697.1
OG0000525	XP_005848823.1	PRW60884.1, PRW60883.1
OG0000526	XP_005851496.1	PRW58640.1
OG0000527	XP_005851523.1	PRW58557.1
OG0000527	XP_005851524.1	PRW58561.1
OG0000528	XP_005851614.1	PRW58410.1, PRW58120.1
OG0000529	XP_005846756.1	PRW32685.1
OG0000529	XP_005846757.1	PRW32671.1
OG0000530	XP_005851276.1, XP_005851278.1	PRW58289.1
OG0000531	XP_005851572.1, XP_005851570.1, XP_005851569.1, XP_005851571.1	PRW58149.1
OG0000532	XP_005849952.1, XP_005849701.1	PRW58786.1, PRW58787.1, PRW58809.1
OG0000533	XP_005851608.1	PRW58624.1
OG0000533	XP_005851607.1	PRW58666.1
OG0000534	XP_005847081.1	PRW57462.1
OG0000534	XP_005847080.1	PRW57177.1
OG0000536	XP_005847788.1, XP_005847787.1	PRW58031.1, PRW58030.1
OG0000537	XP_005843492.1	PRW61418.1
OG0000537	XP_005846657.1	PRW45465.1
OG0000538	XP_005846806.1	PRW45592.1
OG0000539	XP_005846808.1	PRW45510.1
OG0000540	XP_005843652.1	PRW20335.1
OG0000541	XP_005850341.1	PRW56820.1
OG0000542	XP_005850256.1, XP_005850008.1	PRW56646.1, PRW56647.1
OG0000543	XP_005846526.1	PRW58620.1
OG0000543	XP_005846527.1	PRW59614.1
OG0000544	XP_005846370.1	PRW59553.1
OG0000544	XP_005846369.1	PRW60009.1
OG0000547	XP_005846324.1	PRW59700.1
OG0000548	XP_005846321.1, XP_005844650.1	PRW33002.1
OG0000549	XP_005846285.1	PRW59592.1
OG0000550	XP_005848045.1	PRW59954.1, PRW60123.1, PRW59829.1, PRW59739.1
OG0000551	XP_005842546.1, XP_005845334.1	PRW59792.1
OG0000552	XP_005851542.1	PRW59781.1
OG0000552	XP_005845397.1	PRW59687.1
OG0000553	XP_005845253.1, XP_005845252.1	PRW60097.1, PRW60098.1
OG0000554	XP_005842839.1	PRW61587.1, PRW61588.1
OG0000555	XP_005844304.1	PRW61410.1
OG0000556	XP_005842876.1, XP_005848833.1	PRW50797.1
OG0000558	XP_005843392.1	PRW32984.1
OG0000559	XP_005844132.1, XP_005844133.1	PRW20297.1, PRW20296.1
OG0000560	XP_005844129.1, XP_005844055.1	PRW20232.1
OG0000561	XP_005846804.1	PRW57293.1, PRW60911.1, PRW45635.1, PRW45610.1, PRW45611.1
OG0000562	XP_005849359.1	PRW60931.1
OG0000563	XP_005844164.1, XP_005844165.1	PRW33984.1
OG0000564	XP_005849754.1	PRW58753.1
OG0000565	XP_005847173.1	PRW57439.1
OG0000565	XP_005847172.1	PRW57285.1
OG0000566	XP_005852136.1	PRW61232.1
OG0000567	XP_005848059.1	PRW57517.1
OG0000568	XP_005847990.1	PRW20811.1, PRW20813.1, PRW20812.1
OG0000569	XP_005848145.1, XP_005848146.1	PRW20788.1
OG0000570	XP_005847586.1	PRW57785.1
OG0000570	XP_005847756.1	PRW57784.1
OG0000571	XP_005847677.1, XP_005847676.1	PRW34003.1, PRW34004.1
OG0000572	XP_005847847.1, XP_005847849.1	PRW34000.1
OG0000573	XP_005843113.1, XP_005843108.1	PRW61174.1, PRW61175.1
OG0000574	XP_005843680.1	PRW20431.1
OG0000575	XP_005843741.1	PRW20358.1
OG0000575	XP_005843742.1	PRW20357.1
OG0000576	XP_005843310.1	PRW33286.1, PRW20258.1, PRW20301.1
OG0000577	XP_005850270.1	PRW56843.1, PRW56690.1, PRW56713.1, PRW44275.1, PRW57803.1, PRW32914.1
OG0000578	XP_005849435.1	PRW33278.1
OG0000578	XP_005851013.1	PRW56307.1
OG0000579	XP_005849971.1, XP_005849417.1	PRW39271.1, PRW39125.1, PRW39084.1
OG0000580	XP_005843246.1	PRW39394.1
OG0000580	XP_005846335.1	PRW55914.1, PRW55915.1
OG0000581	XP_005848484.1	PRW45220.1
OG0000582	XP_005851219.1, XP_005851220.1	PRW58483.1, PRW56406.1
OG0000582	XP_005851221.1	PRW58312.1
OG0000583	XP_005849981.1, XP_005847543.1, XP_005850238.1, XP_005842557.1	PRW57607.1
OG0000584	XP_005844346.1	PRW57966.1, PRW58044.1
OG0000585	XP_005849824.1, XP_005851916.1	PRW58910.1
OG0000592	XP_005843347.1	PRW32934.1
OG0000593	XP_005848580.1, XP_005846630.1	PRW45537.1
OG0000594	XP_005851158.1, XP_005845921.1	PRW33588.1
OG0000595	XP_005845754.1, XP_005845863.1	PRW33538.1
OG0000596	XP_005851161.1	PRW58167.1
OG0000597	XP_005844567.1	PRW32955.1, PRW32956.1, PRW33009.1, PRW32957.1
OG0000598	XP_005844467.1	PRW33035.1
OG0000599	XP_005844112.1	PRW20221.1, PRW20300.1
OG0000600	XP_005844031.1	PRW20211.1
OG0000601	XP_005844126.1	PRW20229.1
OG0000601	XP_005844127.1	PRW20228.1
OG0000602	XP_005844523.1	PRW20538.1
OG0000603	XP_005843287.1	PRW61386.1
OG0000603	XP_005851889.1	PRW60834.1
OG0000604	XP_005848032.1	PRW57269.1
OG0000604	XP_005848033.1	PRW57232.1
OG0000605	XP_005842688.1	PRW33297.1
OG0000606	XP_005852276.1, XP_005852204.1	PRW60436.1, PRW60437.1
OG0000607	XP_005844983.1	PRW33201.1
OG0000607	XP_005845616.1	PRW60148.1
OG0000608	XP_005848187.1	PRW20885.1
OG0000609	XP_005843587.1	PRW61285.1
OG0000610	XP_005844974.1	PRW33255.1
OG0000610	XP_005844970.1	PRW33247.1
OG0000611	XP_005846654.1	PRW58716.1, PRW45574.1, PRW56871.1, PRW56870.1, PRW56542.1, PRW33507.1
OG0000612	XP_005843757.1	PRW59078.1, PRW59077.1
OG0000613	XP_005843778.1	PRW59033.1
OG0000613	XP_005843779.1	PRW59206.1
OG0000614	XP_005843822.1, XP_005843823.1	PRW59272.1
OG0000615	XP_005849646.1	PRW58960.1
OG0000616	XP_005849930.1	PRW59436.1
OG0000616	XP_005849929.1	PRW59312.1
OG0000617	XP_005849933.1, XP_005849935.1	PRW58975.1
OG0000618	XP_005844958.1	PRW33196.1
OG0000619	XP_005849827.1	PRW59341.1, PRW59342.1
OG0000621	XP_005849860.1	PRW58981.1, PRW58979.1, PRW58980.1
OG0000622	XP_005849879.1	PRW59180.1, PRW59213.1
OG0000623	XP_005847873.1	PRW59121.1
OG0000624	XP_005843847.1	PRW57819.1
