Orthogroup	c_variabilis_genome_proteins	m_conductrix_genome_proteins
OG0000246	XP_005851700.1, XP_005851699.1	PSC67091.1, PSC67041.1, PSC68685.1, PSC67149.1, PSC67045.1
OG0000247	XP_005851099.1	PSC75696.1, PSC70602.1, PSC67009.1, PSC67079.1, PSC67105.1, PSC69718.1, PSC67025.1
OG0000249	XP_005851057.1	PSC67108.1
OG0000249	XP_005849227.1	PSC67431.1
OG0000250	XP_005849076.1, XP_005849078.1	PSC76246.1
OG0000251	XP_005849049.1, XP_005849253.1	PSC76883.1, PSC76882.1, PSC76884.1
OG0000252	XP_005851721.1, XP_005843597.1, XP_005851722.1, XP_005843468.1	PSC67937.1, PSC67939.1, PSC67938.1
OG0000253	XP_005852248.1	PSC74123.1
OG0000254	XP_005851829.1	PSC67553.1
OG0000254	XP_005843995.1	PSC71338.1
OG0000255	XP_005852195.1	PSC67566.1
OG0000255	XP_005852190.1	PSC67564.1
OG0000256	XP_005848869.1, XP_005848532.1, XP_005846708.1, XP_005849886.1	PSC70948.1
OG0000257	XP_005849290.1, XP_005849291.1, XP_005849289.1, XP_005849288.1, XP_005849292.1	PSC74779.1
OG0000258	XP_005849447.1	PSC73719.1
OG0000258	XP_005844462.1	PSC73097.1
OG0000259	XP_005851072.1	PSC68585.1
OG0000260	XP_005851396.1	PSC67103.1, PSC67075.1, PSC67080.1, PSC69734.1
OG0000261	XP_005851231.1	PSC68291.1
OG0000261	XP_005851227.1	PSC68257.1
OG0000263	XP_005847949.1, XP_005848875.1, XP_005847948.1, XP_005846788.1, XP_005850829.1	PSC68998.1, PSC69065.1
OG0000264	XP_005846309.1	PSC68335.1
OG0000264	XP_005842599.1	PSC68342.1, PSC68343.1
OG0000265	XP_005845352.1	PSC76482.1, PSC72775.1, PSC72806.1, PSC74858.1
OG0000266	XP_005843321.1, XP_005842980.1, XP_005842979.1, XP_005849525.1	PSC76181.1
OG0000267	XP_005847826.1	PSC70290.1
OG0000268	XP_005849324.1	PSC73194.1
OG0000268	XP_005845266.1	PSC76511.1
OG0000269	XP_005845114.1	PSC69730.1
OG0000269	XP_005848767.1	PSC75563.1
OG0000270	XP_005843320.1, XP_005843241.1, XP_005843319.1	PSC76597.1, PSC76596.1, PSC76598.1
OG0000271	XP_005844729.1	PSC71694.1
OG0000271	XP_005847947.1, XP_005850718.1	PSC72678.1
OG0000272	XP_005847104.1	PSC72330.1
OG0000272	XP_005847105.1	PSC72150.1, PSC72142.1
OG0000273	XP_005844365.1	PSC71382.1
OG0000273	XP_005844366.1, XP_005844364.1, XP_005850111.1	PSC74740.1
OG0000274	XP_005847619.1	PSC74405.1
OG0000274	XP_005847618.1	PSC74406.1, PSC74404.1
OG0000275	XP_005843145.1	PSC74706.1
OG0000276	XP_005850681.1, XP_005850682.1, XP_005844048.1, XP_005844049.1, XP_005844617.1, XP_005851980.1	PSC75341.1, PSC76902.1
OG0000278	XP_005844332.1	PSC67516.1
OG0000279	XP_005844316.1, XP_005844454.1	PSC73449.1
OG0000280	XP_005849339.1, XP_005849338.1	PSC70036.1, PSC70035.1, PSC70030.1, PSC70079.1, PSC70017.1, PSC70016.1, PSC73160.1
OG0000281	XP_005848134.1	PSC70849.1
OG0000281	XP_005850160.1, XP_005850159.1	PSC75466.1, PSC71964.1, PSC70518.1, PSC70519.1
OG0000284	XP_005846790.1	PSC72581.1
OG0000284	XP_005846789.1	PSC72366.1
OG0000285	XP_005848091.1	PSC71324.1
OG0000285	XP_005851774.1	PSC73164.1, PSC68687.1, PSC68688.1
OG0000286	XP_005845165.1, XP_005845807.1	PSC68221.1, PSC68222.1
OG0000287	XP_005843861.1	PSC74438.1
OG0000288	XP_005843796.1	PSC75610.1
OG0000288	XP_005844481.1	PSC69086.1
OG0000290	XP_005844542.1, XP_005844538.1	PSC70293.1
OG0000291	XP_005847131.1, XP_005848481.1	PSC70323.1, PSC70325.1, PSC70324.1
OG0000292	XP_005846213.1	PSC67652.1
OG0000292	XP_005843263.1	PSC69213.1
OG0000293	XP_005845840.1	PSC67312.1
OG0000293	XP_005843301.1	PSC69236.1
OG0000296	XP_005844976.1, XP_005844978.1	PSC71392.1, PSC71393.1
OG0000297	XP_005846561.1	PSC76288.1
OG0000297	XP_005846562.1	PSC76812.1
OG0000298	XP_005845313.1	PSC67437.1
OG0000298	XP_005847672.1	PSC70239.1
OG0000298	XP_005847671.1	PSC70364.1, PSC70365.1
OG0000299	XP_005843767.1	PSC73423.1, PSC73422.1
OG0000299	XP_005845791.1	PSC69826.1
OG0000300	XP_005850246.1	PSC72439.1
OG0000301	XP_005849629.1	PSC76893.1, PSC76894.1, PSC76895.1
OG0000302	XP_005849694.1	PSC73677.1
OG0000303	XP_005842938.1	PSC71707.1
OG0000303	XP_005847945.1	PSC69488.1
OG0000304	XP_005844273.1	PSC73388.1
OG0000304	XP_005845339.1	PSC73389.1
OG0000305	XP_005846476.1	PSC68356.1
OG0000305	XP_005849546.1	PSC75295.1
OG0000306	XP_005848772.1	PSC75919.1, PSC75490.1
OG0000307	XP_005848765.1	PSC75266.1
OG0000307	XP_005848884.1	PSC75632.1
OG0000308	XP_005848755.1	PSC75972.1, PSC75973.1
OG0000309	XP_005848748.1	PSC75355.1, PSC75461.1
OG0000311	XP_005850883.1	PSC71632.1
OG0000311	XP_005850879.1	PSC71617.1
OG0000312	XP_005850693.1	PSC72928.1, PSC72929.1
OG0000312	XP_005848865.1	PSC75715.1
OG0000313	XP_005850942.1	PSC70142.1
OG0000313	XP_005852102.1	PSC74925.1
OG0000314	XP_005850783.1, XP_005852272.1, XP_005846190.1, XP_005844726.1, XP_005852177.1	PSC72829.1
OG0000315	XP_005850943.1	PSC71445.1
OG0000315	XP_005850939.1	PSC72666.1, PSC72665.1
OG0000316	XP_005848082.1	PSC69471.1, PSC69470.1
OG0000317	XP_005848101.1	PSC69534.1
OG0000317	XP_005848102.1	PSC69485.1, PSC69502.1
OG0000318	XP_005848169.1	PSC74983.1
OG0000318	XP_005847928.1	PSC69520.1
OG0000319	XP_005851917.1	PSC67739.1
OG0000319	XP_005848125.1	PSC75002.1, PSC69535.1
OG0000320	XP_005850218.1	PSC75885.1, PSC75884.1
OG0000320	XP_005850945.1	PSC71514.1
OG0000321	XP_005844383.1	PSC72357.1
OG0000323	XP_005846334.1	PSC69651.1
OG0000324	XP_005846033.1	PSC71953.1
OG0000324	XP_005846031.1, XP_005846032.1	PSC72018.1
OG0000325	XP_005845984.1	PSC71866.1
OG0000325	XP_005845985.1	PSC71963.1
OG0000326	XP_005844455.1	PSC73274.1
OG0000326	XP_005842621.1	PSC73324.1
OG0000327	XP_005848662.1	PSC75772.1
OG0000327	XP_005845177.1	PSC73572.1
OG0000328	XP_005848336.1, XP_005842589.1, XP_005845064.1, XP_005843193.1	PSC70424.1
OG0000329	XP_005846000.1	PSC72035.1
OG0000330	XP_005851551.1	PSC73862.1
OG0000331	XP_005844084.1	PSC71363.1
OG0000331	XP_005845113.1	PSC68612.1
OG0000332	XP_005850181.1	PSC69755.1
OG0000332	XP_005850183.1, XP_005843273.1, XP_005850180.1	PSC69744.1
OG0000333	XP_005851275.1	PSC71588.1
OG0000333	XP_005850929.1	PSC71589.1
OG0000334	XP_005850925.1, XP_005849256.1, XP_005847950.1, XP_005849685.1	PSC72215.1
OG0000335	XP_005850742.1	PSC68991.1
OG0000336	XP_005850739.1	PSC69073.1
OG0000337	XP_005850100.1	PSC70543.1
OG0000338	XP_005848335.1	PSC70356.1
OG0000338	XP_005851767.1	PSC75221.1
OG0000339	XP_005851977.1	PSC67336.1
OG0000339	XP_005852109.1	PSC74854.1
OG0000340	XP_005851745.1	PSC75185.1, PSC75184.1
OG0000341	XP_005844292.1	PSC74081.1
OG0000341	XP_005844291.1	PSC73424.1
OG0000342	XP_005848212.1	PSC69660.1
OG0000342	XP_005848567.1	PSC70864.1
OG0000343	XP_005847626.1	PSC72467.1, PSC67917.1
OG0000344	XP_005848608.1, XP_005848836.1	PSC67773.1
OG0000345	XP_005843889.1	PSC74747.1
OG0000347	XP_005844889.1	PSC67582.1
OG0000347	XP_005850889.1	PSC74036.1
OG0000348	XP_005846647.1	PSC68042.1
OG0000348	XP_005850174.1	PSC71857.1, PSC68474.1
OG0000349	XP_005848546.1, XP_005848354.1	PSC67783.1, PSC67798.1
OG0000350	XP_005849967.1	PSC68010.1
OG0000351	XP_005847052.1, XP_005842631.1, XP_005846875.1	PSC72323.1
OG0000352	XP_005842651.1, XP_005847515.1	PSC69910.1, PSC69911.1
OG0000353	XP_005847451.1	PSC69844.1
OG0000354	XP_005847454.1, XP_005847455.1	PSC69867.1
OG0000355	XP_005848633.1	PSC75395.1
OG0000356	XP_005847309.1, XP_005847308.1	PSC70828.1, PSC70827.1
OG0000357	XP_005842662.1	PSC76669.1
OG0000358	XP_005851450.1	PSC68860.1
OG0000358	XP_005851449.1	PSC68841.1
OG0000359	XP_005849862.1, XP_005852048.1, XP_005849595.1	PSC76428.1, PSC76426.1, PSC76427.1
OG0000360	XP_005851632.1	PSC76811.1
OG0000360	XP_005851633.1	PSC76899.1
OG0000361	XP_005844270.1	PSC70631.1, PSC67763.1, PSC68344.1, PSC73538.1
OG0000362	XP_005851307.1	PSC76461.1
OG0000362	XP_005849857.1	PSC75818.1
OG0000363	XP_005851239.1	PSC68166.1, PSC74746.1, PSC68281.1, PSC73654.1
OG0000364	XP_005851293.1, XP_005851292.1	PSC76539.1
OG0000365	XP_005844169.1, XP_005844168.1	PSC73521.1
OG0000366	XP_005850298.1	PSC72349.1
OG0000366	XP_005850299.1	PSC72364.1
OG0000367	XP_005845503.1	PSC71147.1
OG0000367	XP_005845501.1	PSC71043.1, PSC71042.1
OG0000368	XP_005846720.1	PSC75843.1
OG0000369	XP_005849673.1	PSC76372.1
OG0000369	XP_005845434.1	PSC76783.1
OG0000370	XP_005850263.1	PSC69509.1
OG0000371	XP_005851395.1	PSC69626.1
OG0000372	XP_005843506.1	PSC74502.1
OG0000372	XP_005850569.1	PSC74066.1
OG0000373	XP_005844402.1	PSC73384.1
OG0000373	XP_005846914.1	PSC72295.1
OG0000375	XP_005845650.1	PSC74203.1
OG0000375	XP_005845651.1	PSC74122.1
OG0000376	XP_005844713.1	PSC71737.1
OG0000377	XP_005842697.1	PSC69114.1
OG0000378	XP_005848651.1	PSC70393.1, PSC70392.1
OG0000379	XP_005845829.1	PSC74938.1, PSC74937.1, PSC74936.1
OG0000380	XP_005844248.1	PSC67729.1
OG0000380	XP_005849236.1	PSC76815.1, PSC76814.1
OG0000381	XP_005843150.1	PSC74760.1
OG0000381	XP_005843151.1	PSC74793.1
OG0000382	XP_005843704.1	PSC74396.1
OG0000382	XP_005843711.1	PSC74526.1
OG0000383	XP_005843665.1	PSC74611.1
OG0000383	XP_005847334.1, XP_005844642.1	PSC74354.1
OG0000384	XP_005843759.1	PSC68539.1
OG0000386	XP_005850622.1, XP_005845534.1	PSC71820.1
OG0000387	XP_005842905.1, XP_005842906.1, XP_005843288.1	PSC68751.1
OG0000388	XP_005846196.1	PSC67048.1, PSC67862.1, PSC67178.1, PSC67666.1
OG0000389	XP_005848996.1	PSC72769.1, PSC73692.1
OG0000391	XP_005848892.1, XP_005850235.1	PSC67911.1, PSC73277.1
OG0000392	XP_005843520.1	PSC73231.1
OG0000393	XP_005843476.1, XP_005843477.1	PSC67933.1
OG0000393	XP_005842851.1	PSC74484.1
OG0000394	XP_005843001.1	PSC67399.1
OG0000395	XP_005851712.1	PSC68473.1, PSC68458.1
OG0000398	XP_005846627.1	PSC69425.1
OG0000398	XP_005845676.1	PSC74176.1, PSC74175.1
OG0000399	XP_005847248.1	PSC75909.1
OG0000399	XP_005850064.1	PSC72470.1
OG0000400	XP_005846670.1	PSC68985.1
OG0000400	XP_005850427.1	PSC73574.1, PSC73573.1
OG0000401	XP_005848937.1	PSC75811.1
OG0000401	XP_005848936.1	PSC75566.1
OG0000402	XP_005844261.1, XP_005844258.1	PSC73310.1, PSC73309.1
OG0000403	XP_005851246.1	PSC72385.1, PSC69724.1
OG0000403	XP_005844090.1	PSC75047.1, PSC75048.1
OG0000405	XP_005843580.1	PSC74017.1
OG0000405	XP_005843579.1	PSC74274.1
OG0000406	XP_005850580.1	PSC76067.1
OG0000407	XP_005842691.1	PSC71343.1
OG0000407	XP_005844119.1	PSC71379.1
OG0000408	XP_005849067.1	PSC76012.1, PSC76011.1
OG0000409	XP_005844575.1, XP_005844573.1	PSC69130.1, PSC69131.1
OG0000410	XP_005846879.1	PSC72907.1, PSC72074.1
OG0000411	XP_005844534.1	PSC70224.1
OG0000411	XP_005844634.1	PSC70166.1
OG0000412	XP_005843616.1, XP_005844005.1	PSC70075.1, PSC73239.1, PSC73304.1, PSC73294.1
OG0000413	XP_005844937.1	PSC69243.1
OG0000413	XP_005849125.1, XP_005844936.1	PSC69245.1, PSC71333.1
OG0000414	XP_005844838.1, XP_005844839.1	PSC69187.1
OG0000415	XP_005844992.1, XP_005844993.1	PSC67604.1, PSC67603.1
OG0000416	XP_005843203.1	PSC67153.1
OG0000416	XP_005849776.1	PSC73612.1
OG0000417	XP_005844855.1	PSC68791.1, PSC68780.1, PSC68790.1
OG0000419	XP_005844966.1	PSC68746.1
OG0000419	XP_005844965.1	PSC68745.1
OG0000421	XP_005843771.1	PSC73576.1
OG0000421	XP_005850074.1	PSC69152.1
OG0000422	XP_005847925.1	PSC69544.1, PSC69547.1, PSC69546.1, PSC69545.1
OG0000423	XP_005843820.1	PSC73316.1
OG0000425	XP_005849062.1, XP_005849634.1, XP_005849633.1	PSC76903.1
OG0000426	XP_005849896.1, XP_005849895.1	PSC76453.1
OG0000427	XP_005849678.1	PSC75429.1
OG0000427	XP_005852185.1	PSC73474.1
OG0000428	XP_005849589.1	PSC75508.1
OG0000428	XP_005849588.1	PSC75968.1
OG0000429	XP_005846894.1	PSC72245.1
OG0000430	XP_005849580.1, XP_005849581.1	PSC75747.1
OG0000431	XP_005849618.1	PSC76087.1, PSC76088.1
OG0000432	XP_005849917.1, XP_005849916.1, YP_009094927.1	PSC76075.1
OG0000433	XP_005847011.1	PSC70801.1
OG0000435	XP_005848776.1	PSC75737.1
OG0000436	XP_005843510.1	PSC75426.1, PSC70996.1
OG0000437	XP_005844154.1	PSC70192.1
OG0000437	XP_005848729.1	PSC75939.1
OG0000438	XP_005848741.1	PSC75539.1
OG0000439	XP_005848673.1	PSC75598.1, PSC75801.1
OG0000441	XP_005845235.1, XP_005845117.1	PSC74254.1, PSC68591.1
OG0000442	XP_005848652.1, XP_005848852.1	PSC75760.1
OG0000443	XP_005843752.1	PSC75805.1
OG0000444	XP_005848221.1	PSC74180.1
OG0000444	XP_005843632.1	PSC74179.1
OG0000445	XP_005848812.1, XP_005848813.1	PSC67124.1, PSC73865.1, PSC67126.1
OG0000446	XP_005847320.1	PSC69927.1
OG0000446	XP_005847145.1	PSC72337.1, PSC75541.1
OG0000447	XP_005847667.1, XP_005847668.1	PSC70269.1
OG0000448	XP_005845028.1, XP_005845135.1	PSC68238.1
OG0000449	XP_005850810.1, XP_005850811.1	PSC72835.1
OG0000450	XP_005850498.1	PSC72705.1
OG0000450	XP_005849808.1	PSC76518.1
OG0000451	XP_005850799.1, XP_005850800.1	PSC72926.1
OG0000452	XP_005844998.1	PSC67198.1, PSC67590.1, PSC67200.1, PSC73121.1, PSC73187.1
OG0000453	XP_005842774.1, XP_005843523.1, XP_005842773.1	PSC73956.1
OG0000454	XP_005843560.1	PSC67012.1, PSC67267.1, PSC67090.1, PSC70534.1, PSC67086.1
OG0000455	XP_005843949.1	PSC74553.1
OG0000456	XP_005851543.1, XP_005847497.1	PSC73939.1
OG0000457	XP_005847965.1, XP_005848126.1	PSC69451.1
OG0000458	XP_005847009.1, XP_005847010.1	PSC71057.1
OG0000459	XP_005850366.1	PSC72690.1
OG0000459	XP_005850122.1	PSC72868.1
OG0000460	XP_005851720.1	PSC68320.1
OG0000461	XP_005849351.1	PSC73013.1
OG0000462	XP_005845134.1	PSC67097.1
OG0000463	XP_005846691.1	PSC68971.1
OG0000465	XP_005850399.1, XP_005850398.1	PSC71643.1
OG0000467	XP_005846173.1	PSC71865.1
OG0000467	XP_005846174.1	PSC77053.1
OG0000468	XP_005845988.1, XP_005845987.1	PSC72003.1
OG0000469	XP_005843724.1, XP_005843179.1	PSC67789.1, PSC67764.1
OG0000470	XP_005844941.1, XP_005849258.1, XP_005852279.1	PSC68503.1, PSC67195.1, PSC67192.1
OG0000471	XP_005851716.1	PSC68153.1
OG0000471	XP_005845171.1	PSC73839.1
OG0000472	XP_005852212.1, XP_005843566.1	PSC70532.1, PSC70533.1
OG0000473	XP_005844311.1, XP_005848213.1, XP_005848211.1	PSC67538.1
OG0000474	XP_005847119.1	PSC72100.1
OG0000475	XP_005849699.1	PSC73693.1
OG0000476	XP_005844736.1	PSC77005.1
OG0000477	XP_005849603.1	PSC73468.1
OG0000478	XP_005850898.1	PSC71556.1
OG0000478	XP_005846298.1	PSC68373.1
OG0000479	XP_005845759.1	PSC67393.1
OG0000480	XP_005850212.1, XP_005849503.1	PSC75848.1, PSC75501.1
OG0000481	XP_005845903.1	PSC70020.1
OG0000482	XP_005842792.1, XP_005845884.1, XP_005845883.1	PSC74963.1
OG0000483	XP_005851999.1	PSC70712.1
OG0000483	XP_005848720.1	PSC70183.1
OG0000484	XP_005851752.1, XP_005847398.1	PSC75300.1
OG0000485	XP_005844160.1	PSC67733.1, PSC67732.1
OG0000485	XP_005842833.1	PSC71083.1
OG0000486	XP_005851994.1	PSC75044.1
OG0000486	XP_005851715.1	PSC68152.1
OG0000487	XP_005850345.1	PSC72729.1
OG0000488	XP_005847785.1	PSC68764.1
OG0000488	XP_005851730.1	PSC74849.1, PSC74848.1
OG0000489	XP_005851905.1	PSC74075.1
OG0000489	XP_005851904.1	PSC74230.1
OG0000490	XP_005852072.1	PSC74906.1
OG0000490	XP_005851974.1	PSC69218.1
OG0000491	XP_005843658.1, XP_005846009.1	PSC74567.1, PSC74568.1, PSC74566.1
OG0000492	XP_005849239.1	PSC76352.1, PSC76353.1, PSC67425.1, PSC67426.1
OG0000493	XP_005849144.1, XP_005849347.1, XP_005849348.1, XP_005849143.1	PSC73135.1
OG0000494	XP_005849128.1	PSC73082.1
OG0000494	XP_005852063.1	PSC68169.1
OG0000495	XP_005847893.1	PSC73053.1, PSC73766.1
OG0000496	XP_005842606.1, XP_005842608.1	PSC73894.1
OG0000497	XP_005849159.1	PSC72989.1
OG0000497	XP_005849158.1	PSC73014.1
OG0000498	XP_005849045.1	PSC76333.1
OG0000498	XP_005849047.1	PSC76175.1
OG0000499	XP_005845170.1	PSC68789.1
OG0000500	XP_005847845.1	PSC70144.1
OG0000500	XP_005843852.1	PSC68795.1
OG0000501	XP_005852256.1	PSC68496.1, PSC68497.1
OG0000502	XP_005851837.1	PSC67065.1, PSC67093.1, PSC67117.1, PSC69319.1, PSC67060.1
OG0000503	XP_005852148.1	PSC74907.1
OG0000504	XP_005850343.1	PSC70613.1
OG0000505	XP_005848224.1	PSC76125.1
OG0000505	XP_005848222.1	PSC73376.1
OG0000506	XP_005848438.1, XP_005848242.1	PSC67406.1
OG0000507	XP_005850941.1	PSC71597.1
OG0000507	XP_005844893.1	PSC75319.1
OG0000508	XP_005848420.1	PSC73232.1
OG0000508	XP_005848419.1	PSC73373.1
OG0000509	XP_005849408.1	PSC74874.1
OG0000509	XP_005848447.1	PSC74285.1
OG0000511	XP_005849745.1	PSC69463.1, PSC69461.1, PSC69464.1, PSC77030.1
OG0000512	XP_005849458.1	PSC76032.1
OG0000512	XP_005849459.1	PSC76532.1
OG0000513	XP_005849799.1	PSC77066.1, PSC76889.1
OG0000514	XP_005849771.1	PSC73830.1
OG0000515	XP_005847337.1	PSC69958.1, PSC69960.1, PSC69959.1
OG0000516	XP_005847519.1	PSC69919.1
OG0000516	XP_005849319.1	PSC69817.1
OG0000517	XP_005843582.1	PSC74328.1
OG0000518	XP_005843836.1	PSC75565.1, PSC75325.1, PSC75682.1
OG0000519	XP_005843920.1, XP_005843919.1	PSC67716.1
OG0000520	XP_005844896.1	PSC75620.1, PSC67199.1, PSC67197.1, PSC67585.1, PSC67584.1
OG0000521	XP_005851398.1	PSC75613.1
OG0000522	XP_005851414.1	PSC75317.1
OG0000522	XP_005851110.1	PSC76002.1
OG0000523	XP_005851411.1, XP_005850813.1	PSC67243.1, PSC67074.1
OG0000524	XP_005851102.1, XP_005851101.1	PSC75702.1, PSC75703.1
OG0000525	XP_005848823.1	PSC70517.1, PSC70516.1
OG0000526	XP_005851496.1, XP_005851210.1	PSC75067.1
OG0000527	XP_005851523.1, XP_005851524.1	PSC68279.1
OG0000528	XP_005851613.1	PSC76531.1
OG0000528	XP_005851614.1	PSC76252.1
OG0000529	XP_005846756.1, XP_005846757.1	PSC68701.1, PSC68702.1
OG0000530	XP_005851276.1	PSC73575.1
OG0000530	XP_005851278.1	PSC73867.1, PSC73868.1
OG0000531	XP_005851572.1, XP_005851570.1, XP_005851569.1, XP_005851571.1	PSC73908.1
OG0000532	XP_005849952.1, XP_005849701.1	PSC76682.1, PSC69706.1, PSC76957.1
OG0000533	XP_005851608.1	PSC76833.1
OG0000533	XP_005851607.1	PSC76681.1
OG0000534	XP_005847081.1, XP_005847080.1	PSC72078.1
OG0000535	XP_005846061.1, XP_005846062.1, XP_005844697.1, XP_005846642.1	PSC72433.1, PSC72402.1
OG0000536	XP_005847788.1, XP_005847787.1	PSC74762.1
OG0000537	XP_005843492.1	PSC70580.1
OG0000537	XP_005846657.1	PSC73924.1
OG0000538	XP_005846806.1	PSC73644.1
OG0000539	XP_005846808.1	PSC73737.1
OG0000539	XP_005847457.1	PSC73628.1
OG0000540	XP_005843652.1	PSC74802.1, PSC77036.1
OG0000541	XP_005850341.1, XP_005850340.1	PSC71256.1, PSC71257.1
OG0000542	XP_005850256.1	PSC72473.1
OG0000543	XP_005846527.1	PSC69702.1
OG0000544	XP_005846370.1	PSC69628.1
OG0000544	XP_005846369.1	PSC69615.1
OG0000545	XP_005846326.1	PSC68315.1
OG0000546	XP_005846323.1	PSC68364.1
OG0000547	XP_005846324.1	PSC70377.1, PSC70378.1, PSC68349.1
OG0000548	XP_005846321.1	PSC68379.1, PSC68381.1, PSC68380.1
OG0000549	XP_005846459.1	PSC71285.1
OG0000549	XP_005846285.1	PSC71413.1
OG0000550	XP_005848045.1	PSC71724.1
OG0000551	XP_005842546.1, XP_005845334.1	PSC70605.1
OG0000551	XP_005846482.1	PSC76130.1
OG0000552	XP_005845397.1	PSC73123.1
OG0000553	XP_005845253.1, XP_005845252.1	PSC73021.1
OG0000554	XP_005842839.1	PSC74485.1
OG0000555	XP_005844304.1	PSC67298.1, PSC67007.1, PSC67119.1, PSC67051.1
OG0000556	XP_005842876.1, XP_005848833.1	PSC75326.1
OG0000557	XP_005844432.1, XP_005842726.1, XP_005844340.1, XP_005844339.1, XP_005844338.1	PSC70619.1
OG0000558	XP_005843392.1	PSC76530.1
OG0000558	XP_005843334.1	PSC73041.1
OG0000559	XP_005844132.1, XP_005844133.1	PSC70691.1
OG0000560	XP_005844129.1, XP_005844055.1	PSC70824.1, PSC70825.1
OG0000561	XP_005846804.1	PSC73816.1
OG0000562	XP_005849359.1	PSC74273.1
OG0000563	XP_005844164.1	PSC67724.1
OG0000563	XP_005844165.1	PSC67726.1
OG0000564	XP_005849754.1	PSC70126.1, PSC67155.1, PSC72020.1
OG0000565	XP_005847173.1, XP_005847172.1	PSC71036.1
OG0000566	XP_005849816.1	PSC76253.1
OG0000566	XP_005852136.1	PSC74838.1
OG0000567	XP_005848060.1	PSC70728.1
OG0000567	XP_005848059.1	PSC70787.1
OG0000568	XP_005847990.1	PSC67813.1, PSC67814.1, PSC67815.1
OG0000569	XP_005848145.1	PSC75097.1, PSC75098.1
OG0000569	XP_005848146.1	PSC75069.1
OG0000570	XP_005847586.1	PSC74518.1
OG0000570	XP_005847756.1	PSC74457.1
OG0000571	XP_005847677.1, XP_005847676.1	PSC70159.1
OG0000572	XP_005847847.1	PSC70141.1
OG0000572	XP_005847849.1	PSC70191.1
OG0000573	XP_005843113.1	PSC74695.1
OG0000573	XP_005843108.1	PSC74517.1
OG0000574	XP_005843680.1, XP_005843679.1	PSC74614.1, PSC74612.1, PSC74613.1
OG0000575	XP_005843742.1	PSC74447.1
OG0000576	XP_005843310.1	PSC68652.1, PSC68640.1
OG0000577	XP_005850270.1	PSC72583.1
OG0000578	XP_005849435.1	PSC69068.1
OG0000578	XP_005851013.1	PSC69069.1
OG0000579	XP_005846495.1	PSC68382.1
OG0000579	XP_005849971.1, XP_005849417.1	PSC71139.1
OG0000580	XP_005843246.1	PSC67923.1
OG0000581	XP_005850090.1, XP_005845391.1	PSC70353.1
OG0000581	XP_005848484.1	PSC70352.1, PSC70354.1
OG0000582	XP_005851219.1, XP_005851220.1, XP_005851221.1	PSC74857.1
OG0000583	XP_005849981.1	PSC67746.1
OG0000583	XP_005847543.1, XP_005850238.1, XP_005842557.1	PSC72455.1
OG0000584	XP_005850112.1	PSC72728.1
OG0000584	XP_005844346.1	PSC70648.1
OG0000585	XP_005849824.1, XP_005851916.1	PSC71913.1, PSC67839.1, PSC67865.1
OG0000592	XP_005843347.1	PSC72999.1, PSC73001.1, PSC73000.1, PSC73002.1
OG0000593	XP_005848580.1	PSC69398.1
OG0000593	XP_005846630.1	PSC69309.1, PSC69308.1
OG0000594	XP_005851158.1, XP_005845921.1	PSC70064.1
OG0000595	XP_005845754.1	PSC67313.1
OG0000596	XP_005851161.1, XP_005848278.1	PSC71326.1
OG0000597	XP_005844567.1	PSC69116.1
OG0000598	XP_005844467.1, XP_005844468.1	PSC69136.1
OG0000599	XP_005844112.1	PSC68301.1
OG0000600	XP_005844030.1	PSC71334.1
OG0000600	XP_005844031.1	PSC71249.1
OG0000601	XP_005844127.1	PSC71226.1
OG0000602	XP_005844523.1	PSC67169.1, PSC68087.1, PSC68086.1, PSC68088.1
OG0000604	XP_005848033.1	PSC70749.1
OG0000605	XP_005842688.1	PSC69278.1, PSC69235.1
OG0000606	XP_005852276.1, XP_005852204.1	PSC75080.1
OG0000607	XP_005845616.1	PSC73849.1
OG0000608	XP_005848187.1, XP_005848186.1	PSC76020.1
OG0000609	XP_005843587.1	PSC74144.1
OG0000610	XP_005844970.1	PSC68665.1
OG0000612	XP_005843757.1	PSC72425.1
OG0000613	XP_005843779.1	PSC67927.1
OG0000614	XP_005843822.1, XP_005843823.1	PSC73454.1
OG0000615	XP_005843012.1	PSC72089.1
OG0000615	XP_005849646.1	PSC76270.1
OG0000616	XP_005849930.1, XP_005849929.1	PSC75776.1
OG0000617	XP_005849933.1	PSC75796.1
OG0000617	XP_005849935.1	PSC75361.1
OG0000618	XP_005844958.1	PSC73792.1
OG0000619	XP_005849827.1	PSC67858.1
OG0000620	XP_005849491.1	PSC71910.1
OG0000621	XP_005849860.1	PSC75233.1, PSC75232.1
OG0000622	XP_005849879.1	PSC76430.1
OG0000623	XP_005847873.1	PSC70783.1
OG0000624	XP_005843847.1	PSC67692.1
OG0000626	XP_005848979.1	PSC75802.1
OG0000626	XP_005846622.1	PSC69435.1
OG0000627	XP_005849009.1, XP_005849010.1	PSC69732.1, PSC69731.1
OG0000628	XP_005846752.1, XP_005846751.1	PSC68697.1
OG0000629	XP_005848926.1	PSC77049.1
OG0000630	XP_005842551.1, XP_005848684.1	PSC75595.1
OG0000631	XP_005848390.1	PSC67518.1, PSC67519.1
