Orthogroup	oneline_c_sorokiniana_genome_proteins	oneline_c_variabilis_genome_proteins
OG0000250	PRW20671.1	XP_005851721.1, XP_005843468.1, XP_005843597.1, XP_005851722.1
OG0000251	PRW60746.1	XP_005852248.1
OG0000252	PRW32994.1	XP_005843995.1
OG0000252	PRW60345.1	XP_005851829.1
OG0000253	PRW05778.1	XP_005852190.1
OG0000253	PRW60553.1, PRW60552.1, PRW60551.1	XP_005852195.1
OG0000254	PRW44952.1	XP_005848532.1, XP_005846708.1, XP_005848869.1, XP_005849886.1
OG0000255	PRW58669.1	XP_005849291.1, XP_005849290.1, XP_005849289.1, XP_005849292.1, XP_005849288.1
OG0000256	PRW57231.1	XP_005849447.1
OG0000256	PRW33056.1	XP_005844462.1
OG0000257	PRW58240.1, PRW58239.1	XP_005851072.1
OG0000257	PRW58183.1	XP_005851370.1
OG0000258	PRW58184.1, PRW58107.1	XP_005851396.1
OG0000259	PRW58356.1	XP_005851231.1, XP_005851227.1
OG0000261	PRW56331.1	XP_005848875.1, XP_005850829.1, XP_005846788.1, XP_005847948.1, XP_005847949.1
OG0000262	PRW60062.1	XP_005846309.1
OG0000262	PRW59548.1	XP_005846296.1, XP_005842599.1
OG0000263	PRW59908.1	XP_005846215.1
OG0000264	PRW32866.1, PRW32867.1	XP_005842980.1, XP_005842979.1, XP_005849525.1, XP_005843321.1
OG0000265	PRW34010.1, PRW45349.1	XP_005847826.1
OG0000266	PRW57674.1	XP_005849324.1
OG0000266	PRW59875.1	XP_005849325.1, XP_005845266.1
OG0000267	PRW32538.1	XP_005845114.1
OG0000267	PRW51131.1	XP_005848767.1
OG0000268	PRW32937.1, PRW32935.1, PRW32936.1	XP_005843320.1, XP_005843241.1, XP_005843319.1
OG0000269	PRW21130.1	XP_005844729.1
OG0000269	PRW56012.1	XP_005847947.1, XP_005850718.1
OG0000270	PRW56922.1	XP_005847104.1
OG0000270	PRW57240.1	XP_005847105.1
OG0000271	PRW18346.1	XP_005844365.1
OG0000272	PRW57821.1	XP_005847619.1
OG0000272	PRW57749.1	XP_005847618.1
OG0000273	PRW61349.1, PRW61348.1, PRW61350.1	XP_005843145.1
OG0000275	PRW56784.1, PRW56448.1, PRW56672.1, PRW58996.1, PRW32595.1, PRW34082.1, PRW60451.1, PRW51076.1, PRW58314.1	XP_005843064.1
OG0000276	PRW33233.1	XP_005844617.1, XP_005851980.1, XP_005850682.1, XP_005850681.1, XP_005844049.1, XP_005844048.1
OG0000277	PRW60653.1	XP_005848747.1
OG0000277	PRW60540.1, PRW39186.1	XP_005845950.1, XP_005843125.1, XP_005843642.1, XP_005843708.1, XP_005843135.1
OG0000277	PRW33583.1	XP_005848989.1
OG0000278	PRW61347.1, PRW45158.1	XP_005844332.1
OG0000279	PRW61457.1	XP_005844316.1, XP_005844454.1
OG0000279	PRW56277.1	XP_005850983.1
OG0000280	PRW57824.1	XP_005849339.1, XP_005849338.1
OG0000281	PRW59940.1	XP_005850160.1, XP_005850159.1, XP_005848134.1
OG0000282	PRW60393.1, PRW60571.1, PRW60718.1	XP_005845593.1
OG0000285	PRW45748.1	XP_005846790.1
OG0000285	PRW45747.1, PRW45749.1	XP_005846789.1
OG0000286	PRW61045.1	XP_005851774.1
OG0000287	PRW45673.1	XP_005845165.1, XP_005845807.1
OG0000288	PRW20683.1	XP_005843861.1
OG0000290	PRW20479.1	XP_005844542.1
OG0000290	PRW20513.1, PRW20512.1	XP_005844538.1
OG0000291	PRW57010.1	XP_005847131.1, XP_005848481.1
OG0000292	PRW33093.1	XP_005843263.1
OG0000292	PRW39337.1	XP_005846213.1
OG0000293	PRW33326.1	XP_005843301.1, XP_005846341.1, XP_005845840.1
OG0000295	PRW58532.1	XP_005851446.1
OG0000296	PRW33190.1	XP_005844976.1
OG0000296	PRW33197.1	XP_005844978.1
OG0000297	PRW32504.1	XP_005846561.1
OG0000297	PRW32505.1, PRW32508.1	XP_005846562.1
OG0000298	PRW33260.1	XP_005845313.1
OG0000299	PRW58854.1	XP_005843767.1
OG0000299	PRW56455.1	XP_005845791.1
OG0000300	PRW20934.1	XP_005848171.1
OG0000300	PRW56722.1	XP_005850246.1
OG0000301	PRW58788.1, PRW58790.1, PRW58789.1	XP_005849629.1
OG0000302	PRW58966.1	XP_005849694.1
OG0000303	PRW21082.1	XP_005842938.1
OG0000304	PRW61536.1	XP_005844273.1
OG0000304	PRW61227.1	XP_005845339.1
OG0000305	PRW60160.1	XP_005846476.1
OG0000305	PRW59319.1	XP_005849546.1
OG0000306	PRW50817.1, PRW50818.1, PRW51142.1	XP_005848772.1
OG0000307	PRW50971.1	XP_005848765.1
OG0000307	PRW50828.1	XP_005848884.1
OG0000308	PRW51144.1	XP_005848755.1
OG0000309	PRW51165.1	XP_005848748.1
OG0000311	PRW56116.1, PRW56117.1	XP_005850883.1
OG0000312	PRW50804.1	XP_005848865.1
OG0000312	PRW55919.1	XP_005850693.1
OG0000313	PRW60727.1	XP_005852102.1
OG0000313	PRW60134.1	XP_005850942.1
OG0000314	PRW59039.1	XP_005850783.1, XP_005852272.1, XP_005846190.1, XP_005844726.1, XP_005852177.1
OG0000315	PRW55990.1	XP_005850939.1
OG0000315	PRW56181.1	XP_005850943.1
OG0000316	PRW57468.1	XP_005848101.1, XP_005848102.1
OG0000317	PRW60442.1	XP_005847928.1
OG0000317	PRW57316.1, PRW20777.1	XP_005848169.1
OG0000318	PRW20779.1	XP_005848125.1
OG0000319	PRW56192.1	XP_005850945.1
OG0000319	PRW05856.1	XP_005850218.1
OG0000320	PRW56541.1, PRW56538.1, PRW56540.1, PRW56539.1	XP_005844383.1
OG0000322	PRW59811.1, PRW21005.1, PRW58131.1	XP_005846334.1
OG0000323	PRW39192.1	XP_005846033.1
OG0000323	PRW39193.1	XP_005846032.1
OG0000324	PRW39370.1	XP_005845984.1
OG0000324	PRW39371.1	XP_005845985.1
OG0000325	PRW61019.1	XP_005844455.1
OG0000325	PRW61146.1	XP_005842621.1
OG0000326	PRW45641.1	XP_005845177.1
OG0000326	PRW50778.1	XP_005848662.1
OG0000327	PRW44983.1	XP_005842589.1, XP_005843193.1, XP_005845064.1, XP_005848336.1
OG0000328	PRW39197.1	XP_005846000.1
OG0000329	PRW58291.1	XP_005851551.1
OG0000330	PRW45431.1	XP_005845113.1
OG0000330	PRW33001.1	XP_005844084.1
OG0000331	PRW56793.1, PRW56794.1	XP_005850183.1, XP_005843273.1, XP_005850180.1, XP_005850181.1
OG0000332	PRW56271.1	XP_005851275.1, XP_005850929.1
OG0000333	PRW60118.1, PRW60117.1	XP_005850925.1
OG0000333	PRW34064.1	XP_005849256.1, XP_005847950.1
OG0000333	PRW58847.1	XP_005849685.1
OG0000334	PRW56133.1	XP_005851027.1
OG0000335	PRW56213.1	XP_005850739.1, XP_005850740.1
OG0000336	PRW56645.1, PRW56555.1	XP_005850100.1
OG0000337	PRW60661.1	XP_005851767.1
OG0000337	PRW44850.1	XP_005848335.1
OG0000338	PRW60196.1	XP_005852109.1
OG0000338	PRW60560.1, PRW60559.1	XP_005851977.1
OG0000339	PRW60861.1	XP_005851745.1
OG0000339	PRW60384.1	XP_005847707.1
OG0000340	PRW61059.1, PRW61060.1	XP_005844291.1
OG0000341	PRW45096.1	XP_005848567.1
OG0000341	PRW61257.1	XP_005848212.1
OG0000342	PRW45329.1, PRW45620.1, PRW58816.1, PRW05753.1, PRW39338.1	XP_005847626.1
OG0000343	PRW57877.1, PRW57755.1	XP_005848608.1, XP_005848836.1
OG0000344	PRW20624.1	XP_005843889.1
OG0000346	PRW58060.1	XP_005850889.1
OG0000346	PRW39307.1	XP_005844889.1
OG0000347	PRW05915.1, PRW56818.1	XP_005850174.1
OG0000348	PRW44862.1, PRW44946.1	XP_005848546.1, XP_005848354.1
OG0000349	PRW58766.1, PRW58765.1, PRW58764.1	XP_005849967.1, XP_005849708.1
OG0000350	PRW57019.1	XP_005842631.1, XP_005846875.1
OG0000350	PRW57027.1	XP_005847052.1
OG0000351	PRW44391.1	XP_005847515.1, XP_005842651.1
OG0000351	PRW44246.1	XP_005847516.1
OG0000352	PRW44524.1	XP_005847451.1
OG0000353	PRW44253.1, PRW44255.1, PRW44254.1	XP_005847454.1, XP_005847455.1
OG0000354	PRW32970.1	XP_005847352.1
OG0000354	PRW44371.1, PRW44370.1	XP_005848633.1
OG0000355	PRW44494.1, PRW44495.1	XP_005847308.1, XP_005847309.1
OG0000356	PRW58103.1	XP_005851449.1
OG0000356	PRW58534.1	XP_005851450.1
OG0000357	PRW50749.1	XP_005849862.1, XP_005852048.1, XP_005849595.1
OG0000358	PRW58215.1	XP_005851632.1
OG0000358	PRW58514.1, PRW58680.1	XP_005851633.1
OG0000359	PRW61344.1, PRW60996.1, PRW20553.1	XP_005844270.1
OG0000360	PRW58594.1, PRW58593.1	XP_005851307.1
OG0000360	PRW58792.1, PRW58793.1	XP_005849857.1
OG0000362	PRW58400.1, PRW58399.1	XP_005851293.1, XP_005851292.1
OG0000363	PRW60981.1	XP_005844169.1
OG0000364	PRW56405.1	XP_005850298.1
OG0000364	PRW56824.1	XP_005850299.1
OG0000365	PRW60017.1	XP_005845503.1
OG0000365	PRW59990.1	XP_005845501.1
OG0000366	PRW60064.1	XP_005843979.1, XP_005845494.1, XP_005846720.1, XP_005845496.1
OG0000367	PRW60041.1	XP_005845434.1
OG0000367	PRW60042.1, PRW60040.1	XP_005849673.1
OG0000368	PRW59702.1	XP_005845617.1
OG0000369	PRW59535.1, PRW59536.1, PRW59534.1, PRW59537.1	XP_005851395.1
OG0000370	PRW61213.1, PRW61212.1	XP_005843506.1, XP_005850569.1
OG0000371	PRW61387.1	XP_005844402.1
OG0000371	PRW57345.1	XP_005846914.1
OG0000372	PRW44324.1	XP_005851009.1, XP_005846004.1, XP_005846003.1, XP_005846005.1, XP_005846001.1
OG0000373	PRW61170.1	XP_005845651.1, XP_005845650.1
OG0000374	PRW20996.1	XP_005844713.1
OG0000375	PRW20499.1	XP_005844482.1
OG0000376	PRW45013.1, PRW45014.1	XP_005848651.1, XP_005848279.1
OG0000377	PRW33678.1	XP_005845723.1
OG0000377	PRW33533.1	XP_005845829.1
OG0000378	PRW34073.1	XP_005844248.1
OG0000378	PRW20325.1	XP_005849236.1
OG0000379	PRW61428.1	XP_005843151.1
OG0000379	PRW60910.1	XP_005843150.1
OG0000380	PRW20374.1, PRW20375.1	XP_005843711.1
OG0000380	PRW61413.1	XP_005843704.1
OG0000381	PRW20344.1, PRW20345.1	XP_005847334.1, XP_005844642.1, XP_005843665.1
OG0000382	PRW20802.1	XP_005843809.1
OG0000382	PRW59417.1	XP_005843759.1
OG0000384	PRW39117.1, PRW56781.1	XP_005845534.1
OG0000384	PRW33270.1, PRW58954.1, PRW32676.1	XP_005850622.1
OG0000385	PRW33189.1, PRW57737.1, PRW58075.1	XP_005843288.1, XP_005842906.1, XP_005842905.1
OG0000385	PRW59361.1	XP_005848754.1
OG0000386	PRW39243.1	XP_005846197.1
OG0000386	PRW39223.1	XP_005846196.1
OG0000387	PRW57778.1	XP_005847724.1
OG0000387	PRW39380.1	XP_005848996.1
OG0000389	PRW50768.1, PRW60218.1, PRW60217.1, PRW58895.1, PRW58891.1	XP_005850235.1, XP_005848892.1
OG0000390	PRW61496.1, PRW57828.1	XP_005849643.1
OG0000391	PRW58995.1	XP_005843477.1, XP_005843476.1
OG0000391	PRW61405.1	XP_005842851.1
OG0000392	PRW59448.1, PRW59994.1	XP_005843001.1
OG0000393	PRW60733.1, PRW60581.1, PRW60481.1, PRW60376.1, PRW60220.1, PRW60650.1	XP_005851712.1
OG0000396	PRW45690.1	XP_005845676.1
OG0000397	PRW44484.1, PRW21049.1	XP_005847248.1
OG0000398	PRW45730.1	XP_005850427.1, XP_005846670.1
OG0000399	PRW50823.1	XP_005848937.1
OG0000400	PRW61360.1	XP_005844258.1, XP_005844261.1
OG0000401	PRW32959.1	XP_005844090.1
OG0000402	PRW20791.1	XP_005848114.1
OG0000403	PRW61508.1	XP_005843580.1, XP_005843579.1
OG0000404	PRW60441.1	XP_005850580.1
OG0000404	PRW61342.1	XP_005844035.1
OG0000404	PRW21136.1	XP_005844754.1
OG0000405	PRW20246.1	XP_005842691.1, XP_005844119.1
OG0000406	PRW34024.1	XP_005849067.1
OG0000407	PRW20596.1	XP_005844481.1
OG0000407	PRW58841.1	XP_005843796.1
OG0000408	PRW20491.1	XP_005844573.1
OG0000408	PRW20594.1	XP_005844575.1
OG0000409	PRW57371.1	XP_005846879.1, XP_005842865.1
OG0000410	PRW20452.1	XP_005844634.1, XP_005844534.1
OG0000412	PRW33099.1	XP_005844936.1, XP_005849125.1
OG0000413	PRW33324.1	XP_005844993.1, XP_005844992.1
OG0000414	PRW34019.1	XP_005843203.1
OG0000414	PRW59269.1	XP_005849776.1
OG0000415	PRW33252.1	XP_005844855.1, XP_005844851.1
OG0000417	PRW33151.1	XP_005844965.1
OG0000418	PRW45587.1, PRW57588.1, PRW32617.1, PRW50974.1	XP_005846801.1
OG0000419	PRW58648.1	XP_005850074.1
OG0000419	PRW59349.1	XP_005843771.1
OG0000420	PRW57398.1	XP_005847925.1
OG0000421	PRW59047.1	XP_005843820.1
OG0000422	PRW60779.1	XP_005852247.1, XP_005851923.1
OG0000423	PRW58884.1	XP_005849633.1, XP_005849062.1, XP_005849634.1
OG0000424	PRW58990.1	XP_005849895.1, XP_005849896.1
OG0000425	PRW58982.1	XP_005849678.1
OG0000425	PRW61337.1	XP_005852185.1
OG0000426	PRW59315.1	XP_005849589.1
OG0000426	PRW58946.1	XP_005849588.1
OG0000427	PRW57362.1, PRW57459.1	XP_005846894.1
OG0000428	PRW58992.1	XP_005849580.1
OG0000428	PRW58964.1	XP_005849581.1
OG0000429	PRW59352.1, PRW59351.1	XP_005849618.1
OG0000430	PRW57239.1	XP_005847011.1
OG0000430	PRW57014.1	XP_005848029.1
OG0000432	PRW50753.1	XP_005848986.1
OG0000432	PRW50859.1	XP_005848780.1
OG0000433	PRW51078.1	XP_005848776.1
OG0000434	PRW51114.1, PRW50854.1, PRW50855.1, PRW57783.1	XP_005843510.1
OG0000435	PRW50948.1	XP_005848729.1
OG0000436	PRW50769.1	XP_005848741.1
OG0000436	PRW50774.1, PRW50775.1	XP_005848948.1
OG0000437	PRW51001.1, PRW51071.1	XP_005848673.1
OG0000438	PRW33980.1, PRW33981.1	XP_005847846.1
OG0000439	PRW45589.1	XP_005845235.1, XP_005845117.1
OG0000440	PRW50794.1	XP_005848852.1
OG0000440	PRW51108.1	XP_005848652.1
OG0000441	PRW59355.1	XP_005850081.1
OG0000441	PRW59356.1	XP_005843752.1
OG0000442	PRW61135.1	XP_005843632.1
OG0000442	PRW61596.1	XP_005848221.1
OG0000443	PRW50896.1	XP_005848812.1, XP_005848813.1
OG0000444	PRW44411.1	XP_005847320.1
OG0000445	PRW33950.1	XP_005847667.1, XP_005847668.1
OG0000446	PRW45480.1, PRW45481.1	XP_005845135.1, XP_005845028.1
OG0000447	PRW18290.1	XP_005850810.1
OG0000447	PRW18309.1	XP_005850811.1
OG0000448	PRW58976.1	XP_005849808.1
OG0000448	PRW18396.1	XP_005850498.1
OG0000449	PRW18353.1	XP_005850799.1
OG0000449	PRW18339.1	XP_005850800.1
OG0000450	PRW39283.1	XP_005844998.1
OG0000451	PRW61500.1	XP_005842774.1, XP_005842773.1, XP_005843523.1
OG0000452	PRW61613.1	XP_005843560.1
OG0000453	PRW50945.1	XP_005845510.1
OG0000453	PRW20612.1	XP_005843949.1
OG0000454	PRW58543.1	XP_005851543.1
OG0000454	PRW58655.1	XP_005847497.1
OG0000455	PRW20797.1	XP_005847965.1
OG0000455	PRW20846.1	XP_005848126.1
OG0000456	PRW56952.1, PRW56953.1	XP_005847010.1, XP_005847009.1
OG0000457	PRW56632.1	XP_005850366.1, XP_005850122.1
OG0000459	PRW61124.1	XP_005849351.1
OG0000459	PRW57844.1	XP_005849350.1
OG0000460	PRW45720.1	XP_005845134.1
OG0000461	PRW45450.1, PRW45425.1, PRW45622.1	XP_005846691.1
OG0000463	PRW56610.1	XP_005850399.1, XP_005850398.1
OG0000464	PRW57965.1, PRW60222.1	XP_005851853.1
OG0000465	PRW39147.1	XP_005846173.1, XP_005846174.1
OG0000466	PRW39289.1, PRW39290.1	XP_005845988.1, XP_005845987.1
OG0000467	PRW05928.1	XP_005843724.1, XP_005843179.1
OG0000468	PRW61223.1, PRW60862.1	XP_005844941.1, XP_005849258.1, XP_005852279.1
OG0000469	PRW45619.1	XP_005845171.1
OG0000469	PRW60850.1	XP_005851716.1
OG0000470	PRW61160.1, PRW61159.1	XP_005852212.1, XP_005843566.1
OG0000471	PRW45136.1	XP_005848213.1, XP_005844311.1, XP_005848211.1
OG0000472	PRW55952.1	XP_005850691.1
OG0000473	PRW59075.1	XP_005849699.1
OG0000473	PRW20839.1	XP_005848150.1
OG0000474	PRW33816.1, PRW33815.1	XP_005849294.1
OG0000475	PRW61353.1	XP_005849603.1
OG0000475	PRW58869.1	XP_005849601.1, XP_005849863.1
OG0000476	PRW59910.1	XP_005846298.1
OG0000476	PRW56343.1	XP_005850898.1
OG0000477	PRW33643.1	XP_005845759.1
OG0000477	PRW33659.1, PRW33658.1	XP_005845758.1
OG0000478	PRW05851.1	XP_005850212.1, XP_005849503.1
OG0000479	PRW33732.1	XP_005847544.1, XP_005847712.1, XP_005845903.1
OG0000480	PRW33602.1, PRW33603.1	XP_005842792.1, XP_005845884.1, XP_005845883.1
OG0000481	PRW50936.1	XP_005848720.1
OG0000481	PRW60462.1	XP_005851999.1
OG0000482	PRW44401.1, PRW44400.1	XP_005851752.1, XP_005847398.1
OG0000483	PRW45033.1	XP_005844160.1
OG0000483	PRW59698.1	XP_005842833.1
OG0000484	PRW60792.1	XP_005851994.1
OG0000484	PRW60785.1	XP_005851715.1
OG0000485	PRW56495.1	XP_005850345.1
OG0000486	PRW60249.1	XP_005851730.1
OG0000487	PRW60470.1	XP_005851905.1, XP_005851904.1
OG0000488	PRW50871.1	XP_005851974.1
OG0000488	PRW60501.1	XP_005852072.1
OG0000489	PRW20354.1	XP_005843658.1, XP_005846009.1
OG0000490	PRW33923.1, PRW33924.1	XP_005849239.1
OG0000491	PRW57952.1	XP_005849144.1, XP_005849347.1, XP_005849348.1, XP_005849143.1
OG0000492	PRW60323.1	XP_005852063.1
OG0000492	PRW57672.1	XP_005849128.1
OG0000493	PRW58054.1, PRW56986.1	XP_005847893.1
OG0000494	PRW45661.1, PRW45660.1	XP_005842606.1
OG0000494	PRW45599.1	XP_005842608.1
OG0000495	PRW57801.1	XP_005849159.1
OG0000495	PRW57905.1	XP_005849158.1
OG0000496	PRW33869.1, PRW45713.1	XP_005849045.1
OG0000497	PRW45370.1	XP_005845170.1
OG0000498	PRW20706.1	XP_005843852.1
OG0000498	PRW33868.1	XP_005847845.1
OG0000499	PRW60366.1	XP_005852256.1
OG0000500	PRW60497.1	XP_005851837.1
OG0000501	PRW60456.1	XP_005851813.1
OG0000501	PRW60313.1	XP_005852148.1
OG0000502	PRW56772.1	XP_005850343.1
OG0000503	PRW44896.1	XP_005848222.1
OG0000503	PRW58099.1	XP_005848224.1
OG0000504	PRW45097.1	XP_005848242.1
OG0000504	PRW45064.1	XP_005848438.1
OG0000505	PRW55962.1	XP_005850941.1
OG0000505	PRW39302.1	XP_005844893.1
OG0000506	PRW45104.1	XP_005848420.1, XP_005848419.1
OG0000507	PRW60457.1	XP_005848447.1
OG0000507	PRW20589.1	XP_005849408.1
OG0000509	PRW57490.1, PRW58892.1	XP_005849745.1
OG0000510	PRW59290.1	XP_005849459.1, XP_005849458.1
OG0000511	PRW59060.1	XP_005849800.1, XP_005849799.1
OG0000512	PRW58893.1	XP_005849770.1
OG0000512	PRW59059.1	XP_005849771.1
OG0000513	PRW44622.1, PRW44623.1	XP_005847337.1
OG0000514	PRW57633.1	XP_005849319.1
OG0000514	PRW44449.1	XP_005847519.1
OG0000515	PRW61299.1, PRW61298.1	XP_005843582.1
OG0000516	PRW20550.1	XP_005844901.1
OG0000516	PRW59073.1	XP_005843836.1
OG0000517	PRW57605.1	XP_005843920.1
OG0000517	PRW57872.1	XP_005843919.1
OG0000518	PRW39135.1	XP_005844896.1
OG0000519	PRW58473.1	XP_005851398.1
OG0000520	PRW58711.1	XP_005851110.1
OG0000520	PRW58282.1	XP_005851414.1
OG0000521	PRW58663.1, PRW58664.1	XP_005851411.1
OG0000522	PRW58697.1	XP_005851102.1, XP_005851101.1
OG0000523	PRW60883.1, PRW60884.1	XP_005848823.1
OG0000524	PRW58640.1	XP_005851210.1, XP_005851496.1
OG0000525	PRW58557.1	XP_005851523.1
OG0000525	PRW58561.1	XP_005851524.1
OG0000526	PRW58410.1, PRW58120.1	XP_005851614.1
OG0000527	PRW32685.1	XP_005846756.1
OG0000527	PRW32671.1	XP_005846757.1
OG0000528	PRW58289.1	XP_005851278.1, XP_005851276.1
OG0000529	PRW58149.1	XP_005851569.1, XP_005851570.1, XP_005851572.1, XP_005851571.1
OG0000530	PRW58809.1, PRW58786.1, PRW58787.1	XP_005849701.1, XP_005849952.1
OG0000531	PRW58624.1	XP_005851608.1
OG0000531	PRW58666.1	XP_005851607.1
OG0000532	PRW57462.1	XP_005847081.1
OG0000532	PRW57177.1	XP_005847080.1
OG0000534	PRW58030.1, PRW58031.1	XP_005847787.1, XP_005847788.1
OG0000535	PRW61418.1	XP_005843492.1
OG0000535	PRW45465.1	XP_005846657.1
OG0000536	PRW45592.1	XP_005846806.1
OG0000537	PRW45510.1	XP_005846808.1
OG0000538	PRW20335.1	XP_005843652.1
OG0000539	PRW56820.1	XP_005850341.1
OG0000540	PRW56646.1, PRW56647.1	XP_005850256.1, XP_005850008.1
OG0000541	PRW59614.1	XP_005846527.1
OG0000541	PRW58620.1	XP_005846526.1
OG0000542	PRW59553.1	XP_005846370.1
OG0000542	PRW60009.1	XP_005846369.1
OG0000544	PRW59464.1	XP_005846323.1
OG0000545	PRW59700.1	XP_005846324.1
OG0000546	PRW33002.1	XP_005846321.1, XP_005844650.1
OG0000547	PRW59592.1	XP_005846285.1
OG0000548	PRW60123.1, PRW59954.1, PRW59739.1, PRW59829.1	XP_005848045.1
OG0000549	PRW59792.1	XP_005845334.1, XP_005842546.1
OG0000550	PRW59781.1	XP_005851542.1
OG0000550	PRW59687.1	XP_005845397.1
OG0000551	PRW60097.1, PRW60098.1	XP_005845253.1, XP_005845252.1
OG0000552	PRW61587.1, PRW61588.1	XP_005842839.1
OG0000553	PRW61410.1	XP_005844304.1
OG0000554	PRW50797.1	XP_005848833.1, XP_005842876.1
OG0000556	PRW32984.1	XP_005843392.1
OG0000557	PRW20297.1, PRW20296.1	XP_005844133.1, XP_005844132.1
OG0000558	PRW20232.1	XP_005844129.1, XP_005844055.1
OG0000559	PRW45635.1, PRW60911.1, PRW57293.1, PRW45611.1, PRW45610.1	XP_005846804.1
OG0000561	PRW33984.1	XP_005844164.1, XP_005844165.1
OG0000562	PRW58753.1	XP_005849754.1
OG0000563	PRW57285.1	XP_005847172.1
OG0000563	PRW57439.1	XP_005847173.1
OG0000564	PRW61232.1	XP_005852136.1
OG0000565	PRW57517.1	XP_005848059.1
OG0000566	PRW20811.1, PRW20813.1, PRW20812.1	XP_005847990.1
OG0000567	PRW20788.1	XP_005848146.1, XP_005848145.1
OG0000568	PRW56317.1	XP_005850564.1
OG0000569	PRW57785.1	XP_005847586.1
OG0000569	PRW57784.1	XP_005847756.1
OG0000570	PRW34004.1, PRW34003.1	XP_005847676.1, XP_005847677.1
OG0000571	PRW34000.1	XP_005847847.1, XP_005847849.1
OG0000572	PRW61174.1, PRW61175.1	XP_005843108.1, XP_005843113.1
OG0000573	PRW20431.1	XP_005843680.1
OG0000574	PRW20358.1	XP_005843741.1
OG0000574	PRW20357.1	XP_005843742.1
OG0000575	PRW33286.1, PRW20301.1, PRW20258.1	XP_005843310.1
OG0000576	PRW32914.1, PRW57803.1, PRW44275.1, PRW56713.1, PRW56690.1, PRW56843.1	XP_005850270.1
OG0000577	PRW33278.1	XP_005849435.1
OG0000577	PRW56307.1	XP_005851013.1
OG0000578	PRW39084.1, PRW39125.1, PRW39271.1	XP_005849971.1, XP_005849417.1
OG0000579	PRW39394.1	XP_005843246.1
OG0000579	PRW55914.1, PRW55915.1	XP_005846335.1
OG0000580	PRW45220.1	XP_005848484.1
OG0000581	PRW56406.1, PRW58483.1	XP_005851219.1, XP_005851220.1
OG0000581	PRW58312.1	XP_005851221.1
OG0000582	PRW57607.1	XP_005849981.1, XP_005847543.1, XP_005850238.1, XP_005842557.1
OG0000583	PRW57966.1, PRW58044.1	XP_005850112.1, XP_005844346.1
OG0000584	PRW58910.1	XP_005849824.1, XP_005851916.1
OG0000591	PRW32934.1	XP_005843347.1
OG0000592	PRW45537.1	XP_005848580.1, XP_005846630.1
OG0000593	PRW33588.1	XP_005851158.1, XP_005845921.1
OG0000594	PRW33538.1	XP_005845754.1, XP_005845863.1
OG0000595	PRW58167.1	XP_005851161.1
OG0000596	PRW32955.1, PRW32956.1, PRW32957.1, PRW33009.1	XP_005844567.1
OG0000597	PRW33035.1	XP_005844467.1
OG0000598	PRW20221.1, PRW20300.1	XP_005844112.1
OG0000599	PRW20211.1	XP_005844031.1, XP_005844030.1
OG0000600	PRW20229.1	XP_005844127.1
OG0000600	PRW20228.1	XP_005844126.1
OG0000601	PRW20538.1	XP_005844523.1
OG0000602	PRW61386.1	XP_005843287.1
OG0000602	PRW60834.1	XP_005851889.1
OG0000603	PRW57269.1	XP_005848032.1
OG0000603	PRW57232.1	XP_005848033.1
OG0000604	PRW33297.1	XP_005842688.1
OG0000605	PRW33204.1	XP_005844838.1
OG0000605	PRW45445.1	XP_005844839.1
OG0000606	PRW60437.1, PRW60436.1	XP_005852276.1, XP_005852204.1
OG0000607	PRW33201.1	XP_005844983.1
OG0000607	PRW60148.1	XP_005845616.1
OG0000608	PRW20885.1	XP_005848187.1
OG0000609	PRW61285.1	XP_005843587.1
OG0000610	PRW33255.1, PRW33247.1	XP_005844974.1
OG0000611	PRW58716.1, PRW45574.1, PRW56542.1, PRW56870.1, PRW56871.1, PRW33507.1	XP_005846654.1
OG0000612	PRW59078.1, PRW59077.1	XP_005843757.1
OG0000613	PRW59033.1	XP_005843778.1
OG0000613	PRW59206.1	XP_005843779.1
OG0000614	PRW59272.1	XP_005843822.1, XP_005843823.1
OG0000615	PRW58960.1	XP_005849646.1
OG0000616	PRW59312.1	XP_005849929.1
OG0000616	PRW59436.1	XP_005849930.1
OG0000617	PRW58975.1	XP_005849933.1, XP_005849935.1
OG0000618	PRW58729.1	XP_005849916.1, XP_005849917.1
OG0000619	PRW33196.1	XP_005844958.1
OG0000620	PRW59341.1, PRW59342.1	XP_005849827.1
OG0000622	PRW58979.1, PRW58981.1, PRW58980.1	XP_005849860.1
OG0000623	PRW59213.1, PRW59180.1	XP_005849879.1
OG0000625	PRW57819.1	XP_005843847.1
OG0000627	PRW45455.1	XP_005846622.1, XP_005848979.1
OG0000628	PRW50879.1, PRW50878.1	XP_005849010.1, XP_005849009.1
OG0000629	PRW32601.1	XP_005846751.1
OG0000629	PRW32629.1	XP_005846752.1
OG0000630	PRW51093.1	XP_005848926.1
OG0000631	PRW50844.1, PRW50843.1	XP_005842551.1, XP_005848684.1
OG0000632	PRW44890.1	XP_005848390.1
OG0000633	PRW61421.1	XP_005848799.1, XP_005845636.1
OG0000635	PRW56605.1	XP_005844320.1, XP_005850157.1
