Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_c_variabilis_genome_proteins
OG0000193	KAI3430704.1	XP_005842745.1, XP_005844227.1, XP_005844062.1
OG0000194	KAI3433611.1	XP_005851204.1
OG0000194	KAI3433618.1	XP_005851495.1
OG0000195	KAI3424719.1	XP_005845035.1
OG0000195	KAI3424720.1	XP_005842658.1
OG0000196	KAI3431342.1	XP_005846113.1
OG0000196	KAI3430975.1	XP_005842965.1
OG0000197	KAI3435989.1, KAI3435990.1	XP_005849969.1
OG0000198	KAI3430894.1	XP_005844737.1
OG0000199	KAI3430819.1	XP_005844702.1
OG0000200	KAI3425732.1	XP_005847716.1
OG0000202	KAI3432264.1, KAI3428137.1, KAI3428135.1	XP_005843776.1, XP_005843777.1, XP_005844326.1, XP_005850082.1
OG0000203	KAI3432330.1, KAI3432296.1, KAI3429872.1	XP_005851973.1
OG0000205	KAI3425056.1	XP_005846779.1
OG0000205	KAI3425057.1	XP_005846742.1
OG0000206	KAI3426017.1	XP_005847861.1
OG0000206	KAI3426010.1	XP_005847855.1
OG0000207	KAI3429840.1	XP_005845567.1, XP_005851952.1
OG0000208	KAI3434957.1	XP_005849054.1, XP_005849257.1
OG0000208	KAI3430444.1	XP_005843413.1
OG0000209	KAI3432815.1	XP_005844319.1
OG0000210	KAI3436487.1	XP_005851015.1
OG0000210	KAI3436488.1	XP_005851014.1
OG0000211	KAI3430458.1	XP_005843408.1
OG0000211	KAI3430244.1	XP_005844537.1
OG0000212	KAI3429773.1	XP_005847041.1
OG0000213	KAI3431735.1	XP_005849867.1, XP_005844945.1
OG0000213	KAI3429491.1	XP_005852111.1
OG0000214	KAI3431690.1	XP_005844854.1
OG0000214	KAI3431689.1	XP_005844964.1
OG0000215	KAI3437750.1	XP_005848115.1
OG0000215	KAI3426058.1	XP_005844230.1
OG0000215	KAI3429461.1	XP_005852096.1
OG0000216	KAI3438909.1	XP_005849697.1
OG0000216	KAI3438099.1	XP_005847698.1, XP_005847123.1
OG0000218	KAI3438633.1	XP_005842750.1
OG0000218	KAI3438612.1, KAI3438611.1	XP_005849555.1
OG0000220	KAI3426926.1	XP_005848959.1
OG0000220	KAI3426915.1	XP_005848972.1
OG0000221	KAI3427047.1	XP_005848702.1
OG0000221	KAI3437563.1	XP_005848701.1
OG0000221	KAI3427040.1	XP_005848706.1
OG0000222	KAI3430625.1	XP_005844110.1
OG0000222	KAI3430290.1	XP_005844612.1
OG0000223	KAI3429352.1	XP_005852045.1
OG0000224	KAI3436447.1	XP_005850748.1
OG0000224	KAI3436449.1, KAI3436450.1	XP_005850746.1
OG0000225	KAI3427242.1, KAI3427243.1	XP_005848606.1, XP_005848607.1, XP_005848605.1
OG0000226	KAI3436138.1	XP_005845327.1
OG0000226	KAI3432639.1	XP_005843605.1
OG0000226	KAI3432638.1	XP_005843606.1
OG0000227	KAI3428353.1	XP_005847693.1, XP_005850437.1
OG0000228	KAI3428332.1	XP_005850172.1
OG0000228	KAI3427233.1	XP_005848616.1
OG0000229	KAI3428790.1	XP_005847507.1
OG0000230	KAI3426056.1	XP_005844145.1, XP_005842743.1, XP_005844146.1, XP_005844147.1
OG0000230	KAI3426055.1	XP_005844144.1
OG0000231	KAI3432754.1	XP_005843519.1
OG0000232	KAI3438106.1	XP_005852187.1
OG0000232	KAI3438104.1, KAI3438105.1	XP_005846931.1
OG0000233	KAI3424986.1	XP_005846668.1
OG0000233	KAI3436602.1	XP_005850680.1
OG0000234	KAI3431537.1	XP_005846210.1
OG0000235	KAI3428279.1	XP_005850401.1
OG0000236	KAI3436451.1	XP_005851028.1
OG0000236	KAI3436463.1	XP_005851024.1
OG0000237	KAI3433358.1	XP_005851612.1
OG0000237	KAI3436646.1	XP_005850660.1
OG0000238	KAI3436610.1	XP_005850676.1
OG0000238	KAI3436609.1	XP_005850677.1
OG0000239	KAI3425089.1	XP_005846767.1
OG0000239	KAI3436580.1	XP_005850977.1
OG0000240	KAI3428472.1	XP_005847499.1
OG0000240	KAI3428473.1	XP_005847498.1
OG0000240	KAI3436740.1	XP_005850613.1
OG0000241	KAI3430566.1	XP_005844076.1, XP_005842741.1
OG0000241	KAI3438532.1	XP_005849516.1
OG0000241	KAI3429548.1	XP_005851807.1
OG0000242	KAI3438442.1	XP_005849474.1
OG0000242	KAI3429690.1	XP_005852216.1
OG0000243	KAI3429350.1	XP_005852044.1
OG0000243	KAI3429349.1	XP_005852043.1
OG0000244	KAI3429327.1	XP_005851699.1
OG0000245	KAI3433822.1, KAI3433849.1	XP_005851099.1
OG0000246	KAI3433585.1	XP_005851508.1
OG0000247	KAI3424686.1	XP_005851057.1
OG0000247	KAI3435031.1	XP_005849227.1
OG0000248	KAI3434894.1	XP_005849076.1, XP_005849078.1
OG0000249	KAI3434963.1, KAI3434965.1, KAI3434964.1, KAI3434962.1	XP_005849049.1, XP_005849253.1
OG0000250	KAI3439123.1	XP_005843468.1
OG0000250	KAI3424823.1	XP_005843597.1, XP_005851722.1
OG0000251	KAI3429792.1	XP_005852248.1
OG0000252	KAI3430582.1	XP_005843995.1
OG0000252	KAI3429628.1	XP_005851829.1
OG0000253	KAI3429645.1	XP_005852195.1
OG0000254	KAI3426405.1	XP_005848532.1
OG0000254	KAI3423897.1	XP_005846708.1
OG0000254	KAI3426404.1, KAI3432795.1	XP_005849886.1
OG0000256	KAI3438393.1	XP_005849447.1
OG0000256	KAI3430418.1	XP_005844462.1
OG0000257	KAI3433926.1	XP_005851072.1
OG0000257	KAI3433927.1	XP_005851370.1
OG0000258	KAI3433843.1	XP_005851396.1
OG0000259	KAI3433559.1	XP_005851231.1
OG0000259	KAI3433565.1, KAI3433564.1	XP_005851227.1
OG0000260	KAI3435017.1	XP_005849024.1, XP_005849027.1, XP_005849026.1
OG0000260	KAI3424762.1, KAI3424761.1, KAI3424760.1	XP_005849025.1
OG0000261	KAI3436460.1, KAI3436332.1	XP_005848875.1, XP_005850829.1, XP_005846788.1, XP_005847948.1, XP_005847949.1
OG0000262	KAI3435807.1	XP_005846309.1
OG0000262	KAI3435832.1	XP_005846296.1, XP_005842599.1
OG0000263	KAI3436092.1	XP_005845352.1
OG0000263	KAI3435995.1	XP_005846215.1
OG0000264	KAI3436365.1	XP_005842980.1, XP_005842979.1
OG0000264	KAI3430502.1	XP_005843321.1
OG0000265	KAI3425960.1	XP_005847826.1
OG0000266	KAI3434822.1, KAI3434821.1	XP_005849324.1
OG0000266	KAI3436255.1	XP_005849325.1, XP_005845266.1
OG0000267	KAI3424913.1	XP_005845114.1
OG0000267	KAI3426903.1	XP_005848767.1
OG0000268	KAI3430504.1	XP_005843320.1, XP_005843241.1, XP_005843319.1
OG0000269	KAI3430873.1	XP_005844729.1
OG0000269	KAI3437760.1	XP_005847947.1
OG0000269	KAI3436527.1	XP_005850718.1
OG0000270	KAI3438133.1	XP_005847104.1
OG0000270	KAI3438132.1	XP_005847105.1
OG0000271	KAI3431845.1	XP_005844365.1
OG0000271	KAI3428185.1	XP_005844366.1, XP_005844364.1, XP_005850111.1
OG0000272	KAI3425868.1	XP_005847619.1
OG0000272	KAI3425867.1	XP_005847618.1
OG0000273	KAI3424452.1	XP_005843145.1
OG0000276	KAI3429235.1	XP_005844617.1, XP_005851980.1
OG0000276	KAI3430688.1	XP_005850682.1, XP_005850681.1, XP_005844049.1, XP_005844048.1
OG0000278	KAI3426147.1, KAI3426146.1	XP_005844332.1
OG0000279	KAI3432403.1, KAI3432407.1	XP_005844316.1, XP_005844454.1
OG0000279	KAI3436567.1	XP_005850983.1
OG0000280	KAI3434791.1	XP_005849339.1, XP_005849338.1
OG0000281	KAI3428299.1	XP_005850160.1, XP_005850159.1
OG0000281	KAI3437702.1	XP_005848134.1
OG0000282	KAI3424051.1, KAI3424052.1, KAI3424047.1, KAI3423197.1, KAI3424049.1	XP_005845593.1
OG0000285	KAI3425032.1	XP_005846790.1
OG0000285	KAI3425033.1	XP_005846789.1
OG0000286	KAI3437791.1	XP_005848091.1
OG0000287	KAI3424766.1, KAI3424772.1	XP_005845165.1
OG0000288	KAI3434564.1, KAI3434565.1	XP_005843861.1
OG0000290	KAI3430229.1	XP_005844542.1
OG0000290	KAI3430233.1, KAI3430232.1	XP_005844538.1
OG0000291	KAI3426286.1	XP_005848481.1
OG0000292	KAI3431771.1	XP_005843263.1
OG0000292	KAI3431546.1	XP_005846213.1
OG0000293	KAI3435732.1	XP_005846341.1
OG0000293	KAI3425334.1	XP_005845840.1
OG0000295	KAI3433701.1	XP_005851446.1
OG0000296	KAI3431663.1	XP_005844976.1
OG0000296	KAI3431661.1	XP_005844978.1
OG0000297	KAI3423909.1	XP_005846561.1, XP_005846562.1
OG0000298	KAI3425970.1	XP_005847671.1
OG0000299	KAI3438986.1	XP_005843767.1
OG0000299	KAI3425186.1	XP_005845791.1
OG0000300	KAI3431724.1	XP_005848171.1
OG0000300	KAI3427962.1	XP_005850246.1
OG0000301	KAI3438756.1, KAI3438757.1	XP_005849629.1
OG0000302	KAI3438903.1	XP_005849694.1
OG0000303	KAI3430979.1	XP_005842938.1
OG0000303	KAI3437765.1	XP_005847945.1
OG0000304	KAI3432304.1	XP_005844273.1
OG0000304	KAI3432305.1	XP_005845339.1
OG0000305	KAI3435824.1	XP_005846476.1
OG0000305	KAI3438591.1	XP_005849546.1
OG0000306	KAI3426892.1	XP_005848772.1
OG0000307	KAI3426904.1	XP_005848765.1
OG0000307	KAI3427105.1	XP_005848884.1
OG0000308	KAI3426930.1	XP_005848755.1
OG0000309	KAI3426950.1	XP_005848748.1
OG0000311	KAI3436785.1	XP_005850879.1
OG0000311	KAI3436774.1	XP_005850883.1
OG0000312	KAI3427133.1	XP_005848865.1
OG0000312	KAI3436581.1	XP_005850693.1
OG0000313	KAI3429472.1	XP_005852102.1
OG0000314	KAI3435574.1	XP_005850783.1, XP_005852272.1, XP_005846190.1, XP_005844726.1, XP_005852177.1
OG0000316	KAI3437773.1	XP_005848101.1
OG0000316	KAI3437772.1, KAI3437771.1	XP_005848102.1
OG0000317	KAI3437801.1	XP_005847928.1
OG0000317	KAI3437624.1	XP_005848169.1
OG0000318	KAI3437723.1	XP_005848125.1
OG0000318	KAI3426500.1	XP_005851917.1
OG0000319	KAI3428793.1	XP_005850218.1
OG0000320	KAI3428100.1	XP_005844383.1
OG0000322	KAI3435744.1, KAI3435743.1	XP_005846334.1
OG0000323	KAI3431445.1	XP_005846033.1
OG0000323	KAI3431442.1	XP_005846032.1
OG0000324	KAI3431328.1	XP_005845984.1
OG0000324	KAI3431329.1	XP_005845985.1
OG0000325	KAI3432399.1	XP_005844455.1
OG0000325	KAI3432448.1	XP_005842621.1
OG0000326	KAI3424798.1	XP_005845177.1
OG0000326	KAI3427143.1	XP_005848662.1
OG0000327	KAI3426380.1	XP_005842589.1, XP_005843193.1, XP_005845064.1, XP_005848336.1
OG0000328	KAI3431366.1	XP_005846000.1
OG0000329	KAI3433494.1	XP_005851551.1
OG0000330	KAI3424908.1	XP_005845113.1
OG0000330	KAI3430583.1	XP_005844084.1
OG0000331	KAI3428351.1	XP_005850181.1
OG0000332	KAI3436689.1	XP_005851275.1
OG0000332	KAI3436669.1	XP_005850929.1
OG0000334	KAI3436454.1, KAI3436457.1, KAI3436452.1	XP_005851027.1
OG0000334	KAI3436466.1	XP_005850742.1
OG0000335	KAI3436467.1	XP_005850739.1, XP_005850740.1
OG0000336	KAI3428162.1	XP_005850100.1
OG0000337	KAI3429474.1, KAI3429475.1	XP_005851767.1
OG0000338	KAI3429486.1	XP_005852109.1
OG0000338	KAI3429229.1	XP_005851977.1
OG0000339	KAI3429433.1	XP_005851745.1
OG0000339	KAI3429432.1	XP_005847707.1
OG0000340	KAI3432381.1, KAI3432380.1	XP_005844292.1
OG0000341	KAI3426472.1	XP_005848567.1
OG0000341	KAI3431859.1, KAI3431860.1	XP_005848212.1
OG0000342	KAI3425042.1	XP_005847626.1
OG0000343	KAI3427205.1	XP_005848608.1, XP_005848836.1
OG0000344	KAI3434550.1	XP_005843889.1
OG0000346	KAI3436759.1	XP_005850889.1
OG0000346	KAI3431619.1	XP_005844889.1
OG0000347	KAI3425019.1	XP_005846647.1
OG0000347	KAI3428336.1	XP_005850174.1
OG0000348	KAI3426427.1, KAI3426430.1	XP_005848546.1, XP_005848354.1
OG0000349	KAI3438939.1	XP_005849967.1
OG0000349	KAI3438936.1	XP_005849708.1
OG0000350	KAI3438245.1	XP_005842631.1, XP_005846875.1
OG0000350	KAI3438248.1	XP_005847052.1
OG0000351	KAI3428447.1	XP_005847515.1, XP_005842651.1
OG0000351	KAI3428446.1	XP_005847516.1
OG0000352	KAI3428570.1	XP_005847452.1
OG0000353	KAI3428563.1	XP_005847454.1, XP_005847455.1
OG0000354	KAI3428421.1	XP_005847352.1
OG0000354	KAI3427203.1	XP_005848633.1
OG0000355	KAI3428527.1	XP_005847308.1
OG0000355	KAI3428526.1	XP_005847309.1
OG0000356	KAI3433695.1	XP_005851449.1
OG0000356	KAI3433694.1	XP_005851450.1
OG0000357	KAI3424890.1	XP_005849862.1, XP_005852048.1
OG0000357	KAI3438694.1	XP_005849595.1
OG0000358	KAI3433318.1	XP_005851632.1
OG0000358	KAI3433319.1	XP_005851633.1
OG0000359	KAI3432290.1	XP_005844270.1
OG0000360	KAI3433374.1	XP_005851307.1
OG0000361	KAI3432240.1, KAI3432229.1, KAI3432231.1, KAI3432235.1	XP_005851239.1
OG0000362	KAI3433412.1	XP_005851293.1
OG0000362	KAI3433413.1, KAI3433414.1	XP_005851292.1
OG0000363	KAI3432219.1	XP_005844169.1
OG0000363	KAI3432218.1	XP_005844168.1
OG0000364	KAI3430982.1	XP_005850298.1
OG0000364	KAI3428075.1	XP_005850299.1
OG0000365	KAI3436055.1	XP_005845501.1
OG0000366	KAI3436067.1	XP_005846720.1
OG0000366	KAI3436068.1	XP_005845496.1
OG0000367	KAI3436183.1	XP_005845434.1
OG0000367	KAI3438843.1	XP_005849673.1
OG0000369	KAI3433846.1	XP_005851395.1
OG0000370	KAI3432768.1	XP_005843506.1
OG0000370	KAI3426277.1, KAI3436834.1	XP_005850569.1
OG0000371	KAI3432837.1	XP_005844402.1
OG0000371	KAI3438148.1	XP_005846914.1
OG0000372	KAI3429698.1	XP_005851009.1
OG0000372	KAI3431371.1	XP_005846004.1, XP_005846003.1, XP_005846005.1
OG0000373	KAI3424149.1	XP_005845651.1
OG0000373	KAI3424151.1	XP_005845650.1
OG0000374	KAI3430839.1	XP_005844713.1
OG0000375	KAI3430387.1	XP_005844482.1
OG0000375	KAI3430395.1	XP_005842697.1
OG0000376	KAI3426279.1, KAI3426278.1, KAI3426280.1	XP_005848651.1, XP_005848279.1
OG0000377	KAI3425355.1, KAI3425363.1	XP_005845829.1
OG0000378	KAI3426100.1	XP_005844248.1
OG0000378	KAI3434999.1	XP_005849236.1
OG0000379	KAI3424457.1, KAI3424458.1	XP_005843151.1
OG0000380	KAI3424371.1	XP_005843711.1
OG0000380	KAI3424378.1	XP_005843704.1
OG0000381	KAI3430230.1	XP_005847334.1, XP_005844642.1
OG0000381	KAI3424329.1	XP_005843665.1
OG0000382	KAI3423024.1	XP_005843809.1
OG0000382	KAI3438961.1, KAI3438962.1, KAI3423023.1, KAI3423025.1	XP_005843759.1
OG0000384	KAI3429785.1	XP_005845534.1
OG0000384	KAI3431446.1	XP_005850622.1
OG0000385	KAI3434863.1	XP_005843288.1, XP_005842906.1, XP_005842905.1
OG0000386	KAI3431500.1	XP_005846197.1
OG0000386	KAI3431499.1	XP_005846196.1
OG0000387	KAI3435892.1, KAI3425748.1, KAI3425747.1, KAI3425749.1	XP_005847724.1, XP_005848996.1
OG0000389	KAI3439007.1	XP_005850235.1, XP_005848892.1
OG0000390	KAI3438793.1	XP_005849643.1
OG0000390	KAI3432271.1	XP_005843520.1
OG0000391	KAI3439133.1	XP_005843477.1
OG0000391	KAI3439131.1	XP_005843476.1
OG0000391	KAI3424272.1	XP_005842851.1
OG0000392	KAI3436317.1, KAI3436316.1, KAI3432664.1, KAI3436323.1, KAI3432665.1, KAI3436322.1	XP_005843001.1
OG0000393	KAI3429360.1	XP_005851712.1
OG0000396	KAI3425080.1	XP_005846627.1
OG0000397	KAI3428103.1	XP_005850064.1
OG0000397	KAI3428695.1	XP_005847248.1
OG0000398	KAI3428335.1	XP_005850427.1
OG0000398	KAI3424978.1	XP_005846670.1
OG0000399	KAI3426998.1	XP_005848936.1
OG0000400	KAI3432255.1	XP_005844258.1
OG0000400	KAI3432257.1	XP_005844261.1
OG0000401	KAI3430590.1	XP_005844090.1
OG0000402	KAI3437751.1	XP_005848114.1
OG0000403	KAI3432573.1	XP_005843580.1
OG0000403	KAI3432574.1	XP_005843579.1
OG0000404	KAI3430767.1	XP_005844754.1
OG0000405	KAI3430657.1	XP_005842691.1
OG0000405	KAI3430654.1	XP_005844119.1
OG0000406	KAI3434920.1	XP_005849067.1
OG0000407	KAI3430388.1	XP_005844481.1
OG0000407	KAI3439044.1	XP_005843796.1
OG0000408	KAI3430386.1	XP_005844573.1
OG0000408	KAI3430384.1	XP_005844575.1
OG0000409	KAI3424251.1	XP_005846879.1, XP_005842865.1
OG0000410	KAI3430253.1	XP_005844634.1
OG0000410	KAI3430251.1	XP_005844534.1
OG0000412	KAI3431741.1	XP_005844936.1, XP_005849125.1
OG0000413	KAI3431623.1	XP_005844993.1
OG0000413	KAI3431624.1	XP_005844992.1
OG0000414	KAI3427401.1	XP_005843203.1
OG0000415	KAI3431684.1	XP_005844855.1
OG0000417	KAI3431686.1	XP_005844965.1
OG0000417	KAI3431685.1	XP_005844966.1
OG0000418	KAI3425009.1	XP_005846801.1
OG0000419	KAI3428122.1	XP_005850074.1
OG0000419	KAI3439001.1	XP_005843771.1
OG0000420	KAI3437806.1	XP_005847925.1
OG0000421	KAI3438990.1, KAI3438991.1, KAI3438988.1, KAI3438987.1, KAI3438989.1	XP_005843820.1
OG0000422	KAI3429791.1, KAI3429790.1	XP_005852247.1, XP_005851923.1
OG0000423	KAI3438765.1	XP_005849633.1
OG0000423	KAI3438766.1	XP_005849062.1, XP_005849634.1
OG0000424	KAI3438775.1, KAI3438774.1	XP_005849895.1
OG0000424	KAI3438776.1	XP_005849896.1
OG0000425	KAI3438852.1	XP_005849678.1
OG0000425	KAI3429637.1	XP_005852185.1
OG0000426	KAI3438674.1	XP_005849589.1
OG0000426	KAI3438673.1	XP_005849588.1
OG0000427	KAI3438203.1, KAI3438204.1	XP_005846894.1
OG0000428	KAI3438658.1	XP_005849580.1
OG0000428	KAI3438659.1	XP_005849581.1
OG0000429	KAI3438734.1, KAI3438733.1	XP_005849618.1
OG0000430	KAI3437933.1	XP_005847011.1
OG0000430	KAI3437924.1	XP_005848029.1
OG0000432	KAI3426879.1	XP_005848986.1
OG0000432	KAI3426885.1	XP_005848780.1
OG0000433	KAI3436592.1, KAI3434784.1, KAI3426880.1	XP_005848776.1
OG0000434	KAI3426928.1	XP_005843510.1
OG0000435	KAI3426079.1	XP_005844154.1
OG0000435	KAI3426995.1	XP_005848729.1
OG0000436	KAI3426964.1	XP_005848741.1
OG0000437	KAI3427124.1, KAI3427125.1	XP_005848673.1
OG0000438	KAI3425992.1, KAI3436361.1	XP_005847846.1
OG0000439	KAI3424917.1	XP_005845235.1
OG0000439	KAI3424916.1	XP_005845117.1
OG0000440	KAI3427162.1	XP_005848852.1
OG0000440	KAI3427160.1	XP_005848652.1
OG0000441	KAI3428136.1	XP_005850081.1
OG0000441	KAI3438950.1	XP_005843752.1
OG0000442	KAI3432466.1	XP_005843632.1
OG0000442	KAI3426156.1	XP_005848221.1
OG0000443	KAI3427253.1	XP_005848812.1
OG0000443	KAI3427252.1	XP_005848813.1
OG0000444	KAI3428505.1	XP_005847320.1
OG0000445	KAI3425962.1	XP_005847667.1
OG0000445	KAI3425963.1	XP_005847668.1
OG0000446	KAI3424703.1	XP_005845135.1
OG0000447	KAI3435517.1	XP_005850810.1
OG0000447	KAI3435516.1	XP_005850811.1
OG0000448	KAI3438593.1	XP_005849808.1
OG0000448	KAI3435546.1	XP_005850498.1
OG0000449	KAI3435543.1	XP_005850799.1
OG0000449	KAI3435536.1	XP_005850800.1
OG0000450	KAI3431602.1	XP_005844998.1
OG0000451	KAI3432721.1, KAI3432720.1, KAI3432725.1	XP_005842774.1
OG0000452	KAI3432645.1	XP_005843560.1
OG0000453	KAI3434541.1	XP_005843949.1
OG0000454	KAI3433520.1	XP_005851543.1
OG0000454	KAI3428476.1	XP_005847497.1
OG0000455	KAI3437722.1	XP_005847965.1
OG0000455	KAI3437721.1	XP_005848126.1
OG0000456	KAI3437935.1	XP_005847010.1
OG0000456	KAI3437936.1	XP_005847009.1
OG0000457	KAI3428217.1	XP_005850366.1
OG0000457	KAI3428213.1	XP_005850122.1
OG0000458	KAI3434824.1	XP_005851720.1
OG0000459	KAI3434762.1	XP_005849351.1
OG0000460	KAI3424706.1	XP_005845134.1
OG0000461	KAI3424954.1, KAI3424955.1	XP_005846691.1
OG0000463	KAI3428275.1	XP_005850399.1
OG0000463	KAI3428274.1	XP_005850398.1
OG0000464	KAI3429585.1, KAI3429584.1	XP_005851853.1
OG0000465	KAI3431463.1	XP_005846173.1
OG0000465	KAI3431464.1	XP_005846174.1
OG0000466	KAI3431337.1	XP_005845988.1, XP_005845987.1
OG0000467	KAI3424332.1	XP_005843724.1
OG0000469	KAI3429374.1	XP_005851716.1
OG0000470	KAI3432628.1, KAI3429685.1	XP_005852212.1
OG0000471	KAI3426131.1	XP_005848213.1, XP_005844311.1, XP_005848211.1
OG0000472	KAI3438109.1	XP_005847119.1
OG0000472	KAI3436584.1	XP_005850691.1
OG0000473	KAI3438915.1	XP_005849699.1
OG0000473	KAI3437674.1	XP_005848150.1
OG0000474	KAI3434877.1	XP_005849294.1
OG0000474	KAI3430891.1	XP_005844736.1
OG0000475	KAI3438706.1	XP_005849603.1
OG0000475	KAI3438703.1	XP_005849601.1, XP_005849863.1
OG0000476	KAI3436732.1	XP_005850898.1
OG0000477	KAI3425267.1, KAI3425266.1	XP_005845759.1, XP_005845758.1
OG0000478	KAI3428813.1	XP_005850212.1
OG0000478	KAI3428815.1, KAI3438513.1	XP_005849503.1
OG0000479	KAI3425191.1, KAI3425190.1, KAI3425189.1	XP_005845903.1
OG0000480	KAI3425240.1	XP_005842792.1, XP_005845884.1, XP_005845883.1
OG0000481	KAI3429269.1	XP_005851999.1
OG0000482	KAI3429445.1	XP_005851752.1
OG0000482	KAI3428688.1	XP_005847398.1
OG0000483	KAI3426093.1	XP_005844160.1
OG0000484	KAI3429262.1	XP_005851994.1
OG0000484	KAI3429370.1	XP_005851715.1
OG0000485	KAI3428156.1	XP_005850345.1
OG0000486	KAI3425865.1	XP_005847785.1
OG0000486	KAI3429400.1	XP_005851730.1
OG0000487	KAI3429761.1	XP_005851905.1
OG0000487	KAI3429760.1	XP_005851904.1
OG0000488	KAI3429899.1	XP_005851974.1
OG0000488	KAI3429399.1	XP_005852072.1
OG0000489	KAI3424348.1	XP_005843658.1
OG0000490	KAI3434995.1	XP_005849239.1
OG0000491	KAI3434774.1	XP_005849144.1, XP_005849347.1, XP_005849348.1, XP_005849143.1
OG0000492	KAI3429383.1	XP_005852063.1
OG0000492	KAI3434804.1	XP_005849128.1
OG0000493	KAI3434820.1, KAI3437869.1	XP_005847893.1
OG0000494	KAI3425001.1	XP_005842606.1
OG0000494	KAI3425002.1	XP_005842608.1
OG0000495	KAI3434746.1	XP_005849159.1
OG0000495	KAI3434748.1	XP_005849158.1
OG0000496	KAI3434973.1	XP_005849045.1
OG0000496	KAI3434972.1	XP_005849047.1
OG0000498	KAI3425991.1	XP_005847845.1
OG0000499	KAI3429821.1	XP_005852256.1
OG0000500	KAI3429611.1	XP_005851837.1
OG0000501	KAI3429559.1	XP_005851813.1
OG0000501	KAI3429560.1	XP_005852148.1
OG0000502	KAI3428151.1	XP_005850343.1
OG0000503	KAI3426159.1	XP_005848222.1
OG0000503	KAI3426161.1	XP_005848224.1
OG0000504	KAI3426204.1	XP_005848242.1
OG0000504	KAI3426203.1	XP_005848438.1
OG0000505	KAI3436648.1	XP_005850941.1
OG0000505	KAI3431611.1	XP_005844893.1
OG0000506	KAI3426171.1	XP_005848420.1
OG0000506	KAI3426170.1	XP_005848419.1
OG0000507	KAI3429739.1	XP_005848447.1
OG0000509	KAI3438446.1	XP_005849745.1
OG0000510	KAI3438414.1	XP_005849459.1
OG0000510	KAI3438413.1	XP_005849458.1
OG0000511	KAI3438577.1, KAI3438578.1	XP_005849800.1, XP_005849799.1
OG0000512	KAI3438509.1	XP_005849770.1
OG0000512	KAI3438510.1	XP_005849771.1
OG0000513	KAI3428455.1, KAI3428456.1	XP_005847337.1
OG0000514	KAI3434838.1	XP_005849319.1
OG0000514	KAI3428441.1	XP_005847519.1
OG0000515	KAI3432476.1	XP_005843582.1
OG0000516	KAI3439033.1	XP_005843836.1
OG0000517	KAI3434574.1	XP_005843920.1
OG0000517	KAI3434577.1	XP_005843919.1
OG0000518	KAI3431601.1	XP_005844896.1
OG0000519	KAI3433842.1	XP_005851398.1
OG0000520	KAI3433809.1	XP_005851110.1
OG0000520	KAI3433800.1	XP_005851414.1
OG0000521	KAI3433808.1, KAI3432300.1	XP_005851411.1
OG0000522	KAI3433839.1	XP_005851102.1
OG0000522	KAI3433840.1	XP_005851101.1
OG0000523	KAI3427224.1	XP_005848823.1
OG0000524	KAI3433600.1	XP_005851210.1
OG0000524	KAI3433617.1	XP_005851496.1
OG0000525	KAI3433556.1	XP_005851523.1
OG0000525	KAI3433555.1	XP_005851524.1
OG0000526	KAI3433355.1	XP_005851614.1
OG0000526	KAI3433357.1	XP_005851613.1
OG0000527	KAI3423821.1	XP_005846756.1
OG0000527	KAI3423820.1	XP_005846757.1
OG0000528	KAI3433464.1	XP_005851278.1
OG0000528	KAI3433462.1	XP_005851276.1
OG0000529	KAI3433460.1	XP_005851569.1, XP_005851570.1
OG0000529	KAI3433461.1	XP_005851572.1
OG0000531	KAI3433372.1	XP_005851608.1
OG0000531	KAI3433373.1	XP_005851607.1
OG0000532	KAI3438188.1	XP_005847081.1
OG0000532	KAI3438189.1	XP_005847080.1
OG0000533	KAI3431520.1	XP_005846061.1, XP_005846062.1, XP_005844697.1
OG0000533	KAI3425036.1	XP_005846642.1
OG0000534	KAI3425875.1	XP_005847788.1
OG0000535	KAI3432740.1	XP_005843492.1
OG0000535	KAI3425003.1	XP_005846657.1
OG0000537	KAI3424991.1	XP_005846808.1
OG0000537	KAI3424992.1	XP_005847457.1
OG0000538	KAI3424365.1	XP_005843652.1
OG0000539	KAI3428145.1	XP_005850341.1
OG0000539	KAI3428144.1	XP_005850340.1
OG0000540	KAI3427987.1	XP_005850256.1
OG0000540	KAI3427989.1	XP_005850008.1
OG0000541	KAI3435692.1	XP_005846527.1
OG0000541	KAI3435693.1	XP_005846526.1
OG0000542	KAI3435687.1	XP_005846370.1
OG0000542	KAI3435685.1	XP_005846369.1
OG0000543	KAI3435767.1	XP_005846326.1
OG0000544	KAI3435777.1, KAI3435782.1, KAI3435775.1	XP_005846323.1
