Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_A99_genome_proteins
OG0000262	KAI3435807.1, KAI3435832.1	scaffold3.g6297.t1
OG0000263	KAI3436092.1	scaffold28.g7591.t1
OG0000263	KAI3435995.1	scaffold3.g6576.t1
OG0000264	KAI3436365.1	scaffold3.g6616.t1
OG0000265	KAI3426081.1	scaffold3.g6640.t1
OG0000265	KAI3425960.1	scaffold2.g7504.t1
OG0000266	KAI3434822.1, KAI3434821.1, KAI3436255.1	scaffold3.g6668.t1
OG0000267	KAI3424913.1	scaffold2.g7090.t1
OG0000268	KAI3430504.1	scaffold2.g7276.t1
OG0000269	KAI3430873.1, KAI3437760.1, KAI3436527.1	scaffold2.g7320.t1
OG0000270	KAI3438132.1	scaffold20.g7704.t1
OG0000271	KAI3431845.1	scaffold20.g7874.t1
OG0000272	KAI3425868.1	scaffold12.g8000.t1
OG0000272	KAI3425867.1	scaffold12.g7991.t1
OG0000273	KAI3424453.1	scaffold12.g8174.t1
OG0000273	KAI3424452.1	scaffold12.g8171.t1
OG0000285	KAI3425032.1	scaffold16.g27.t1
OG0000286	KAI3437791.1	scaffold1.g5584.t1
OG0000288	KAI3434564.1, KAI3434565.1	scaffold13.g286.t1
OG0000288	KAI3434497.1	scaffold8.g1654.t1
OG0000289	KAI3428106.1	scaffold34.g4521.t1, scaffold14.g1346.t1, scaffold28.g7541.t1, scaffold25.g5139.t1, scaffold4.g4590.t1, scaffold20.g7658.t1, scaffold4.g4580.t1, scaffold1.g5669.t1, scaffold13.g371.t1
OG0000290	KAI3430229.1, KAI3430233.1, KAI3430232.1	scaffold13.g407.t1
OG0000291	KAI3426286.1	scaffold28.g7544.t1, scaffold17.g432.t1
OG0000292	KAI3431771.1	scaffold17.g458.t1
OG0000292	KAI3431546.1	scaffold10.g2479.t1
OG0000293	KAI3435732.1, KAI3425334.1, KAI3431774.1	scaffold17.g461.t1
OG0000294	KAI3433466.1	scaffold17.g499.t1
OG0000294	KAI3429859.1	scaffold15.g4357.t1, scaffold22.g6112.t1
OG0000295	KAI3433701.1	scaffold11.g3892.t1, scaffold11.g3893.t1, scaffold1.g5641.t1, scaffold6.g2550.t1, scaffold17.g517.t1
OG0000296	KAI3431663.1	scaffold17.g548.t1
OG0000296	KAI3431661.1	scaffold17.g546.t1
OG0000297	KAI3423909.1	scaffold5.g618.t1, scaffold1.g5795.t1
OG0000299	KAI3438986.1	scaffold5.g702.t1
OG0000300	KAI3431724.1	scaffold2.g6910.t1, scaffold5.g744.t1
OG0000300	KAI3427962.1	scaffold22.g6079.t1
OG0000301	KAI3438756.1, KAI3438757.1	scaffold5.g748.t1
OG0000302	KAI3438903.1	scaffold5.g785.t1
OG0000302	KAI3436065.1	scaffold25.g5102.t1
OG0000303	KAI3430979.1	scaffold2.g7291.t1, scaffold5.g921.t1
OG0000303	KAI3437765.1	scaffold19.g1752.t1
OG0000304	KAI3432304.1	scaffold5.g950.t1
OG0000304	KAI3432305.1	scaffold1.g5818.t1
OG0000305	KAI3435824.1	scaffold3.g6417.t1
OG0000305	KAI3438591.1	scaffold5.g1008.t1
OG0000306	KAI3426892.1	scaffold14.g1043.t1, scaffold14.g1042.t1, scaffold14.g1017.t1
OG0000307	KAI3426904.1	scaffold14.g1067.t1
OG0000307	KAI3427105.1	scaffold14.g1219.t1
OG0000308	KAI3426930.1	scaffold14.g1085.t1
OG0000308	KAI3427052.1	scaffold14.g1300.t1
OG0000309	KAI3426950.1	scaffold14.g1105.t1, scaffold14.g1097.t1, scaffold14.g1093.t1
OG0000311	KAI3436785.1	scaffold8.g1418.t1
OG0000311	KAI3436774.1	scaffold14.g1206.t1
OG0000312	KAI3427133.1, KAI3436581.1	scaffold14.g1234.t1
OG0000313	KAI3429472.1	scaffold9.g3085.t1
OG0000314	KAI3435574.1	scaffold8.g1556.t1
OG0000316	KAI3437772.1	scaffold19.g1770.t1
OG0000317	KAI3437801.1	scaffold19.g1804.t1
OG0000318	KAI3437723.1	scaffold19.g1828.t1
OG0000318	KAI3426500.1	scaffold2.g7465.t1
OG0000319	KAI3428793.1	scaffold18.g1924.t1
OG0000320	KAI3428100.1	scaffold18.g1989.t1, scaffold42.g4470.t1, scaffold32.g3830.t1
OG0000322	KAI3435744.1	scaffold3.g6276.t1, scaffold10.g2317.t1, scaffold20.g7851.t1
OG0000323	KAI3431445.1	scaffold10.g2328.t1
OG0000324	KAI3431328.1	scaffold10.g2336.t1
OG0000324	KAI3431329.1	scaffold10.g2334.t1
OG0000325	KAI3432399.1	scaffold10.g2343.t1
OG0000325	KAI3432448.1	scaffold2.g6791.t1
OG0000326	KAI3424798.1	scaffold10.g2348.t1
OG0000326	KAI3427143.1	scaffold2.g7110.t1
OG0000327	KAI3426380.1	scaffold4.g4722.t1, scaffold10.g2350.t1
OG0000328	KAI3431366.1	scaffold10.g2356.t1
OG0000328	KAI3431379.1	scaffold10.g2360.t1
OG0000329	KAI3433494.1	scaffold1.g5672.t1, scaffold1.g5675.t1, scaffold394.g5905.t1, scaffold10.g2476.t1, scaffold1.g5884.t1, scaffold3.g6243.t1
OG0000330	KAI3424908.1	scaffold6.g2518.t1
OG0000330	KAI3430583.1	scaffold2.g7377.t1
OG0000332	KAI3436689.1	scaffold7.g3488.t1, scaffold6.g2646.t1
OG0000332	KAI3436669.1	scaffold6.g2661.t1
OG0000334	KAI3436454.1, KAI3436457.1, KAI3436452.1	scaffold6.g2714.t1
OG0000334	KAI3436466.1	scaffold6.g2807.t1
OG0000335	KAI3436473.1	scaffold6.g2795.t1
OG0000336	KAI3428162.1	scaffold1.g5526.t1
OG0000337	KAI3429474.1, KAI3429475.1	scaffold9.g3088.t1
OG0000338	KAI3429486.1, KAI3429229.1	scaffold9.g3102.t1
OG0000339	KAI3429433.1	scaffold9.g3256.t1
OG0000339	KAI3429432.1	scaffold9.g3259.t1
OG0000340	KAI3432381.1, KAI3432380.1	scaffold53.g4530.t1
OG0000341	KAI3426472.1, KAI3431859.1, KAI3431860.1	scaffold7.g3456.t1
OG0000342	KAI3425042.1	scaffold7.g3510.t1
OG0000343	KAI3427205.1	scaffold7.g3574.t1
OG0000344	KAI3434549.1	scaffold11.g4017.t1
OG0000345	KAI3436171.1	scaffold23.g4105.t1
OG0000346	KAI3436759.1	scaffold23.g4118.t1
OG0000346	KAI3431619.1	scaffold40.g5157.t1
OG0000347	KAI3425019.1, KAI3428336.1	scaffold23.g4157.t1
OG0000348	KAI3426427.1, KAI3426430.1	scaffold15.g4326.t1, scaffold15.g4320.t1
OG0000349	KAI3438939.1	scaffold22.g6090.t1
OG0000349	KAI3438936.1	scaffold30.g4458.t1
OG0000350	KAI3438245.1	scaffold4.g4838.t1
OG0000350	KAI3438248.1	scaffold4.g4840.t1
OG0000351	KAI3428447.1	scaffold4.g4937.t1
OG0000353	KAI3428564.1	scaffold4.g5031.t1
OG0000353	KAI3428563.1	scaffold4.g4986.t1
OG0000354	KAI3428421.1	scaffold4.g5001.t1
OG0000354	KAI3427203.1	scaffold2.g7141.t1
OG0000355	KAI3428527.1	scaffold4.g5027.t1
OG0000355	KAI3428526.1	scaffold4.g5026.t1
OG0000356	KAI3433695.1	scaffold1.g5348.t1
OG0000356	KAI3433694.1	scaffold1.g5349.t1
OG0000357	KAI3424890.1	scaffold1.g5422.t1
OG0000358	KAI3433318.1	scaffold1.g5518.t1
OG0000359	KAI3432290.1	scaffold1.g5573.t1
OG0000360	KAI3433374.1	scaffold1.g5612.t1
OG0000361	KAI3432240.1, KAI3432229.1, KAI3432231.1, KAI3432235.1	scaffold1.g5627.t1
OG0000362	KAI3433412.1	scaffold1.g5710.t1
OG0000362	KAI3433413.1, KAI3433414.1	scaffold1.g5815.t1
OG0000363	KAI3432219.1	scaffold27.g5998.t1
OG0000364	KAI3430982.1	scaffold2.g7235.t1
OG0000364	KAI3428075.1	scaffold22.g6062.t1
OG0000365	KAI3436055.1	scaffold3.g6575.t1
OG0000366	KAI3436067.1, KAI3436068.1	scaffold3.g6558.t1, scaffold3.g6556.t1
OG0000367	KAI3436183.1	scaffold3.g6612.t1
OG0000369	KAI3433846.1, KAI3436351.1	scaffold3.g6636.t1
OG0000370	KAI3432768.1, KAI3426277.1, KAI3436834.1	scaffold3.g6744.t1
OG0000371	KAI3432837.1	scaffold2.g6789.t1
OG0000371	KAI3438148.1	scaffold20.g7700.t1
OG0000372	KAI3429698.1	scaffold2.g7447.t1
OG0000373	KAI3424149.1	scaffold2.g6949.t1, scaffold2.g6950.t1
OG0000373	KAI3424151.1	scaffold2.g6900.t1
OG0000374	KAI3431806.1	scaffold2.g7155.t1
OG0000374	KAI3430839.1	scaffold2.g7158.t1
OG0000375	KAI3430392.1	scaffold2.g7194.t1
OG0000375	KAI3430395.1	scaffold2.g7193.t1
OG0000376	KAI3426279.1, KAI3426278.1, KAI3426280.1	scaffold28.g7542.t1
OG0000378	KAI3426100.1	scaffold12.g8139.t1
OG0000379	KAI3424457.1, KAI3424458.1	scaffold12.g8164.t1, scaffold12.g8163.t1
OG0000380	KAI3424378.1	scaffold12.g8219.t1
OG0000381	KAI3430230.1, KAI3424329.1	scaffold12.g8231.t1
OG0000396	KAI3425080.1	scaffold16.g14.t1
OG0000397	KAI3428695.1	scaffold16.g56.t1
OG0000398	KAI3428335.1, KAI3424978.1	scaffold16.g93.t1
OG0000399	KAI3426998.1	scaffold16.g99.t1, scaffold15.g4277.t1, scaffold15.g4278.t1
OG0000400	KAI3432255.1	scaffold2.g6830.t1
OG0000400	KAI3432257.1	scaffold13.g169.t1
OG0000401	KAI3430590.1	scaffold13.g172.t1
OG0000402	KAI3437751.1	scaffold13.g179.t1
OG0000403	KAI3432573.1	scaffold6.g2504.t1
OG0000403	KAI3432574.1	scaffold13.g184.t1
OG0000404	KAI3430767.1	scaffold13.g216.t1
OG0000405	KAI3430657.1	scaffold13.g263.t1
OG0000405	KAI3430654.1	scaffold13.g262.t1
OG0000406	KAI3434920.1	scaffold4.g4971.t1, scaffold13.g287.t1, scaffold1.g5382.t1, scaffold7.g3475.t1
OG0000407	KAI3430388.1	scaffold13.g310.t1
OG0000407	KAI3439044.1	scaffold5.g629.t1
OG0000408	KAI3430386.1, KAI3430384.1	scaffold13.g311.t1
OG0000409	KAI3424251.1, KAI3424107.1	scaffold13.g384.t1, scaffold8.g1545.t1
OG0000410	KAI3430253.1	scaffold13.g390.t1
OG0000410	KAI3430251.1	scaffold13.g391.t1
OG0000412	KAI3431741.1	scaffold17.g453.t1
OG0000413	KAI3431623.1	scaffold17.g579.t1
OG0000413	KAI3431624.1	scaffold40.g5149.t1
OG0000414	KAI3427401.1	scaffold17.g589.t1, scaffold4.g4762.t1
OG0000415	KAI3431684.1	scaffold17.g597.t1
OG0000416	KAI3431261.1	scaffold12.g8288.t1, scaffold17.g593.t1
OG0000417	KAI3431686.1	scaffold17.g598.t1
OG0000417	KAI3431685.1	scaffold5.g603.t1
OG0000418	KAI3438954.1, KAI3425009.1	scaffold5.g631.t1
OG0000419	KAI3428122.1, KAI3439001.1	scaffold5.g670.t1
OG0000420	KAI3437806.1	scaffold5.g680.t1
OG0000421	KAI3438990.1, KAI3438991.1, KAI3438988.1, KAI3438987.1, KAI3438989.1	scaffold5.g691.t1
OG0000422	KAI3429791.1, KAI3429790.1	scaffold5.g698.t1, scaffold5.g699.t1, scaffold11.g3837.t1, scaffold2.g7020.t1
OG0000423	KAI3438765.1	scaffold5.g725.t1
OG0000423	KAI3438766.1	scaffold5.g724.t1
OG0000424	KAI3438775.1, KAI3438774.1	scaffold5.g730.t1
OG0000424	KAI3438776.1	scaffold5.g728.t1
OG0000425	KAI3438852.1, KAI3429637.1	scaffold5.g775.t1
OG0000426	KAI3438674.1	scaffold5.g841.t1
OG0000427	KAI3438203.1	scaffold21.g2105.t1
OG0000427	KAI3438204.1	scaffold5.g850.t1, scaffold21.g2109.t1
OG0000428	KAI3438658.1	scaffold5.g854.t1
OG0000428	KAI3438659.1	scaffold5.g851.t1
OG0000429	KAI3438734.1, KAI3438733.1	scaffold5.g858.t1, scaffold5.g857.t1
OG0000430	KAI3437933.1	scaffold5.g917.t1
OG0000430	KAI3437924.1	scaffold25.g5101.t1
OG0000431	KAI3427361.1	scaffold2.g7087.t1, scaffold5.g926.t1, scaffold5.g928.t1
OG0000432	KAI3426879.1, KAI3426885.1	scaffold14.g1018.t1
OG0000433	KAI3436592.1, KAI3434784.1	scaffold14.g1019.t1, scaffold2.g7021.t1, scaffold2.g7064.t1
OG0000434	KAI3426928.1	scaffold14.g1073.t1
OG0000435	KAI3426079.1	scaffold2.g7493.t1
OG0000435	KAI3426995.1	scaffold14.g1168.t1
OG0000436	KAI3426964.1	scaffold3.g6578.t1, scaffold14.g1184.t1
OG0000437	KAI3427124.1, KAI3427125.1	scaffold2.g7078.t1, scaffold14.g1196.t1
OG0000439	KAI3424916.1	scaffold14.g1263.t1, scaffold21.g2171.t1
OG0000440	KAI3427162.1	scaffold14.g1273.t1
OG0000440	KAI3427160.1	scaffold14.g1286.t1
OG0000441	KAI3428136.1	scaffold19.g1849.t1
OG0000441	KAI3438950.1	scaffold14.g1294.t1
OG0000442	KAI3432466.1	scaffold14.g1330.t1
OG0000443	KAI3427253.1	scaffold14.g1348.t1
OG0000444	KAI3428505.1	scaffold4.g4967.t1
OG0000445	KAI3425962.1	scaffold8.g1392.t1, scaffold12.g8112.t1, scaffold9.g3258.t1
OG0000446	KAI3424702.1	scaffold8.g1487.t1
OG0000447	KAI3435517.1	scaffold8.g1495.t1
OG0000447	KAI3435516.1	scaffold8.g1496.t1
OG0000448	KAI3438593.1, KAI3435546.1	scaffold8.g1526.t1
OG0000449	KAI3435543.1	scaffold8.g1529.t1
OG0000449	KAI3435536.1	scaffold8.g1530.t1
OG0000450	KAI3431602.1	scaffold8.g1624.t1
OG0000452	KAI3432645.1	scaffold8.g1683.t1
OG0000453	KAI3434541.1	scaffold8.g1705.t1
OG0000454	KAI3433520.1	scaffold19.g1823.t1, scaffold20.g7631.t1
OG0000455	KAI3437722.1	scaffold19.g1829.t1
OG0000455	KAI3437721.1	scaffold19.g1830.t1
OG0000456	KAI3437935.1	scaffold19.g1868.t1
OG0000456	KAI3437936.1	scaffold19.g1871.t1
OG0000457	KAI3428217.1, KAI3428213.1	scaffold18.g1995.t1, scaffold18.g2008.t1
OG0000458	KAI3424684.1	scaffold6.g2515.t1
OG0000458	KAI3434824.1	scaffold18.g1997.t1, scaffold18.g1998.t1, scaffold7.g3533.t1, scaffold18.g1999.t1
OG0000460	KAI3424706.1	scaffold21.g2218.t1
OG0000460	KAI3424717.1	scaffold21.g2155.t1
OG0000461	KAI3424954.1, KAI3424955.1	scaffold21.g2207.t1, scaffold37.g4387.t1
OG0000462	KAI3437991.1	scaffold21.g2216.t1, scaffold12.g8216.t1
OG0000463	KAI3428275.1	scaffold22.g6065.t1
OG0000463	KAI3428274.1	scaffold15.g4340.t1, scaffold21.g2223.t1
OG0000464	KAI3429585.1, KAI3429584.1	scaffold22.g6100.t1, scaffold7.g3739.t1, scaffold10.g2244.t1, scaffold2.g7398.t1
OG0000465	KAI3431464.1	scaffold10.g2263.t1, scaffold2.g7466.t1
OG0000466	KAI3431337.1	scaffold10.g2311.t1
OG0000467	KAI3424332.1	scaffold1.g5392.t1, scaffold2.g7328.t1, scaffold10.g2316.t1
OG0000469	KAI3429374.1	scaffold9.g3123.t1
OG0000470	KAI3432628.1, KAI3429685.1	scaffold6.g2526.t1
OG0000471	KAI3426131.1	scaffold6.g2600.t1
OG0000472	KAI3438109.1	scaffold11.g3865.t1
OG0000472	KAI3436584.1	scaffold6.g2651.t1, scaffold6.g2817.t1
OG0000473	KAI3438915.1	scaffold6.g2687.t1
OG0000473	KAI3437674.1	scaffold20.g7875.t1
OG0000474	KAI3434877.1, KAI3430891.1	scaffold6.g2810.t1, scaffold1.g5374.t1
OG0000475	KAI3438706.1	scaffold6.g2847.t1
OG0000476	KAI3436732.1	scaffold6.g2851.t1
OG0000477	KAI3425267.1, KAI3425266.1	scaffold24.g2945.t1
OG0000478	KAI3428815.1, KAI3438513.1	scaffold24.g2975.t1
OG0000479	KAI3425191.1, KAI3425190.1, KAI3425189.1	scaffold24.g2978.t1
OG0000480	KAI3425240.1	scaffold24.g2984.t1, scaffold24.g2983.t1
OG0000481	KAI3429269.1	scaffold9.g3027.t1
OG0000482	KAI3429445.1	scaffold9.g3090.t1, scaffold9.g3066.t1
OG0000483	KAI3426093.1	scaffold9.g3100.t1
OG0000484	KAI3429370.1	scaffold9.g3125.t1
OG0000485	KAI3428156.1	scaffold9.g3213.t1
OG0000486	KAI3425865.1	scaffold9.g3247.t1
OG0000487	KAI3429761.1	scaffold9.g3298.t1
OG0000487	KAI3429760.1	scaffold9.g3297.t1
OG0000488	KAI3429899.1, KAI3429399.1	scaffold9.g3306.t1
OG0000490	KAI3434995.1	scaffold7.g3371.t1
OG0000491	KAI3434774.1	scaffold7.g3418.t1, scaffold7.g3416.t1
OG0000492	KAI3429383.1, KAI3434804.1	scaffold7.g3435.t1
OG0000493	KAI3434820.1	scaffold7.g3493.t1
OG0000493	KAI3437869.1	scaffold20.g7822.t1
OG0000494	KAI3425001.1	scaffold7.g3629.t1
OG0000495	KAI3434748.1	scaffold7.g3684.t1
OG0000496	KAI3434973.1	scaffold7.g3701.t1
OG0000497	KAI3426288.1	scaffold28.g7545.t1
OG0000498	KAI3425991.1	scaffold2.g7511.t1
OG0000499	KAI3429826.1, KAI3429821.1	scaffold11.g3841.t1
OG0000500	KAI3429611.1	scaffold11.g3929.t1
OG0000501	KAI3429559.1	scaffold11.g3965.t1
OG0000501	KAI3429560.1	scaffold11.g3964.t1
OG0000502	KAI3428152.1, KAI3428151.1, KAI3434404.1	scaffold23.g4111.t1
OG0000503	KAI3426159.1, KAI3426161.1	scaffold23.g4151.t1
OG0000504	KAI3426204.1	scaffold15.g4216.t1
OG0000504	KAI3426203.1	scaffold15.g4217.t1
OG0000505	KAI3431611.1	scaffold15.g4239.t1
OG0000506	KAI3426171.1	scaffold15.g4311.t1
OG0000506	KAI3426170.1	scaffold15.g4312.t1
OG0000507	KAI3429739.1	scaffold15.g4364.t1, scaffold3.g6325.t1
OG0000508	KAI3430808.1	scaffold15.g4369.t1
OG0000508	KAI3424745.1	scaffold22.g6107.t1
OG0000509	KAI3438446.1	scaffold4.g4586.t1
OG0000510	KAI3438414.1	scaffold4.g4689.t1
OG0000510	KAI3438413.1	scaffold4.g4688.t1
OG0000511	KAI3438577.1, KAI3438578.1	scaffold4.g4718.t1, scaffold4.g4719.t1
OG0000512	KAI3438509.1	scaffold4.g4776.t1
OG0000512	KAI3438510.1	scaffold4.g4777.t1
OG0000513	KAI3428455.1, KAI3428456.1	scaffold4.g4899.t1
OG0000514	KAI3434838.1, KAI3428441.1	scaffold4.g4932.t1
OG0000515	KAI3432475.1	scaffold4.g5013.t1, scaffold12.g8184.t1
OG0000517	KAI3434574.1	scaffold25.g5130.t1
OG0000517	KAI3434577.1	scaffold25.g5132.t1
OG0000518	KAI3431601.1	scaffold40.g5151.t1
OG0000519	KAI3433842.1	scaffold1.g5223.t1
OG0000519	KAI3433841.1	scaffold2.g7273.t1
OG0000520	KAI3433809.1, KAI3433800.1	scaffold1.g5253.t1
OG0000521	KAI3433808.1, KAI3432300.1	scaffold1.g5257.t1
OG0000522	KAI3433839.1	scaffold1.g5318.t1
OG0000522	KAI3433840.1	scaffold1.g5319.t1
OG0000523	KAI3428086.1	scaffold1.g5406.t1
OG0000524	KAI3433600.1, KAI3433617.1	scaffold1.g5429.t1, scaffold1.g5411.t1, scaffold1.g5491.t1
OG0000525	KAI3433556.1, KAI3433555.1	scaffold1.g5494.t1, scaffold1.g5619.t1
OG0000526	KAI3433355.1, KAI3433357.1	scaffold1.g5506.t1
OG0000527	KAI3423821.1, KAI3423820.1	scaffold1.g5553.t1
OG0000528	KAI3433464.1, KAI3433462.1	scaffold1.g5582.t1
OG0000529	KAI3433460.1, KAI3433461.1	scaffold1.g5583.t1
OG0000531	KAI3433372.1, KAI3433373.1	scaffold1.g5614.t1
OG0000532	KAI3438188.1	scaffold1.g5630.t1
OG0000532	KAI3438189.1	scaffold2.g7184.t1
OG0000533	KAI3431520.1	scaffold1.g5870.t1
OG0000534	KAI3425875.1	scaffold12.g7930.t1
OG0000535	KAI3432740.1, KAI3425003.1	scaffold29.g5938.t1
OG0000536	KAI3424994.1	scaffold29.g5948.t1
OG0000537	KAI3424991.1	scaffold29.g5951.t1
OG0000538	KAI3424365.1	scaffold12.g8271.t1
OG0000538	KAI3436395.1, KAI3436396.1	scaffold22.g6046.t1
OG0000539	KAI3428145.1	scaffold22.g6125.t1
OG0000539	KAI3428144.1	scaffold22.g6122.t1
OG0000540	KAI3427987.1	scaffold22.g6151.t1
OG0000540	KAI3427989.1	scaffold22.g6149.t1
OG0000541	KAI3435692.1	scaffold3.g6207.t1
OG0000541	KAI3435693.1	scaffold3.g6206.t1
OG0000542	KAI3435687.1, KAI3435685.1	scaffold3.g6211.t1
OG0000543	KAI3435767.1	scaffold3.g6246.t1
OG0000544	KAI3435777.1	scaffold3.g6256.t1
OG0000544	KAI3435782.1	scaffold3.g6282.t1, scaffold3.g6264.t1
OG0000545	KAI3435774.1	scaffold3.g6262.t1, scaffold2.g7405.t1, scaffold2.g7406.t1
OG0000546	KAI3435781.1	scaffold3.g6283.t1
OG0000547	KAI3435859.1	scaffold3.g6319.t1
OG0000547	KAI3435857.1	scaffold3.g6318.t1
OG0000548	KAI3436042.1, KAI3436041.1	scaffold3.g6471.t1
OG0000549	KAI3436124.1	scaffold3.g6507.t1
OG0000550	KAI3436260.1	scaffold3.g6695.t1
OG0000550	KAI3436261.1	scaffold3.g6694.t1
OG0000551	KAI3436285.1	scaffold3.g6729.t1
OG0000551	KAI3436286.1	scaffold3.g6730.t1
OG0000552	KAI3424270.1, KAI3424271.1	scaffold2.g6882.t1, scaffold2.g6883.t1
OG0000553	KAI3432835.1, KAI3432828.1	scaffold2.g7039.t1
OG0000554	KAI3424712.1, KAI3424721.1, KAI3424759.1	scaffold2.g7103.t1, scaffold2.g7105.t1
OG0000555	KAI3431265.1, KAI3432882.1	scaffold2.g7121.t1
OG0000556	KAI3430474.1	scaffold2.g7323.t1
OG0000556	KAI3430480.1	scaffold2.g7245.t1
OG0000557	KAI3430702.1	scaffold2.g7330.t1
OG0000557	KAI3430700.1	scaffold2.g7332.t1
OG0000558	KAI3430693.1, KAI3430695.1	scaffold2.g7343.t1, scaffold2.g7344.t1
OG0000559	KAI3424999.1	scaffold2.g7348.t1
OG0000560	KAI3432471.1	scaffold2.g7397.t1
OG0000561	KAI3426103.1	scaffold12.g8137.t1
OG0000561	KAI3426104.1	scaffold2.g7489.t1
OG0000562	KAI3438471.1	scaffold28.g7571.t1, scaffold28.g7569.t1, scaffold28.g7554.t1
OG0000563	KAI3438017.1	scaffold20.g7651.t1
OG0000563	KAI3438016.1	scaffold20.g7650.t1
OG0000564	KAI3432655.1, KAI3432654.1	scaffold20.g7759.t1
OG0000565	KAI3437858.1, KAI3437859.1	scaffold20.g7819.t1, scaffold20.g7836.t1
OG0000566	KAI3437671.1	scaffold20.g7864.t1
OG0000567	KAI3437682.1, KAI3437683.1	scaffold20.g7871.t1
OG0000568	KAI3436841.1	scaffold12.g7910.t1
OG0000569	KAI3425801.1	scaffold12.g7945.t1
OG0000570	KAI3425980.1	scaffold12.g8105.t1
OG0000570	KAI3425981.1	scaffold12.g8100.t1
OG0000571	KAI3425994.1	scaffold12.g8127.t1
OG0000571	KAI3425996.1	scaffold12.g8151.t1
OG0000572	KAI3424451.1	scaffold12.g8177.t1
OG0000573	KAI3424304.1, KAI3424305.1	scaffold12.g8234.t1
OG0000574	KAI3424289.1	scaffold12.g8298.t1
OG0000574	KAI3424288.1	scaffold12.g8297.t1
OG0000591	KAI3430450.1	scaffold16.g38.t1
OG0000592	KAI3425071.1	scaffold16.g51.t1
OG0000593	KAI3433716.1	scaffold1.g5340.t1
OG0000593	KAI3425155.1	scaffold16.g64.t1
OG0000594	KAI3425283.1	scaffold16.g126.t1
OG0000594	KAI3425286.1	scaffold24.g2946.t1
OG0000595	KAI3433709.1	scaffold13.g177.t1
OG0000596	KAI3430408.1	scaffold13.g213.t1
OG0000597	KAI3430407.1	scaffold13.g214.t1
OG0000597	KAI3430406.1	scaffold13.g273.t1
OG0000598	KAI3430628.1	scaffold13.g231.t1
OG0000599	KAI3430655.1, KAI3430656.1	scaffold13.g261.t1
OG0000600	KAI3430681.1	scaffold13.g268.t1
OG0000601	KAI3430277.1	scaffold13.g373.t1
OG0000602	KAI3432266.1, KAI3431814.1	scaffold13.g376.t1
OG0000603	KAI3437919.1	scaffold20.g7747.t1, scaffold17.g444.t1
OG0000604	KAI3431782.1, KAI3431783.1	scaffold17.g462.t1
OG0000605	KAI3431730.1, KAI3431729.1	scaffold17.g479.t1
OG0000607	KAI3436158.1	scaffold3.g6472.t1
OG0000609	KAI3432894.1	scaffold17.g524.t1, scaffold17.g523.t1, scaffold8.g1646.t1
OG0000610	KAI3431666.1	scaffold17.g560.t1
OG0000612	KAI3423020.1, KAI3438958.1, KAI3423019.1	scaffold5.g632.t1
OG0000613	KAI3439014.1	scaffold5.g682.t1
OG0000614	KAI3438994.1	scaffold5.g687.t1
OG0000614	KAI3438995.1	scaffold5.g688.t1
OG0000615	KAI3438797.1, KAI3436362.1	scaffold5.g717.t1
OG0000616	KAI3438862.1, KAI3438864.1	scaffold5.g772.t1
OG0000617	KAI3438880.1, KAI3438882.1	scaffold5.g792.t1
OG0000618	KAI3438833.1	scaffold5.g890.t1
OG0000618	KAI3438834.1	scaffold5.g892.t1
OG0000619	KAI3431700.1	scaffold8.g1662.t1, scaffold8.g1637.t1, scaffold8.g1618.t1, scaffold5.g907.t1
OG0000620	KAI3438632.1	scaffold5.g910.t1, scaffold18.g1985.t1, scaffold1.g5698.t1
OG0000621	KAI3438490.1	scaffold4.g4641.t1
OG0000621	KAI3438489.1	scaffold5.g925.t1
OG0000622	KAI3438699.1	scaffold5.g931.t1
OG0000623	KAI3438740.1	scaffold5.g947.t1
OG0000623	KAI3438741.1	scaffold5.g960.t1
OG0000624	KAI3437911.1	scaffold5.g962.t1
OG0000624	KAI3423925.1	scaffold20.g7731.t1
OG0000625	KAI3434508.1, KAI3434572.1, KAI3434573.1	scaffold25.g5126.t1, scaffold5.g1001.t1
OG0000626	KAI3425207.1	scaffold14.g1024.t1, scaffold24.g2968.t1
OG0000627	KAI3426902.1	scaffold14.g1045.t1
OG0000629	KAI3423831.1, KAI3423829.1	scaffold14.g1116.t1
OG0000630	KAI3428631.1	scaffold7.g3542.t1
OG0000630	KAI3427024.1	scaffold14.g1145.t1
OG0000631	KAI3427088.1	scaffold14.g1205.t1
OG0000632	KAI3432738.1, KAI3436384.1, KAI3436380.1	scaffold14.g1209.t1
OG0000634	KAI3439070.1	scaffold14.g1285.t1
OG0000635	KAI3428295.1, KAI3428296.1	scaffold14.g1296.t1
OG0000636	KAI3427274.1	scaffold14.g1325.t1
OG0000636	KAI3434516.1	scaffold8.g1597.t1
OG0000637	KAI3436800.1	scaffold8.g1356.t1
OG0000637	KAI3431352.1	scaffold3.g6735.t1
OG0000638	KAI3436803.1	scaffold37.g4390.t1, scaffold8.g1359.t1
OG0000639	KAI3436807.1	scaffold15.g4210.t1, scaffold12.g7963.t1, scaffold6.g2881.t1, scaffold8.g1362.t1
OG0000640	KAI3426400.1	scaffold23.g4158.t1, scaffold8.g1375.t1
OG0000641	KAI3438868.1, KAI3436691.1	scaffold8.g1403.t1
OG0000642	KAI3423186.1	scaffold43.g4484.t1
OG0000642	KAI3431381.1	scaffold8.g1409.t1
