0_0: scaffold16.g1.t1
0_874: scaffold5.g875.t1
0_875: scaffold5.g876.t1
0_876: scaffold5.g877.t1
0_877: scaffold5.g878.t1
0_878: scaffold5.g879.t1
0_879: scaffold5.g880.t1
0_880: scaffold5.g881.t1
0_881: scaffold5.g882.t1
0_882: scaffold5.g883.t1
0_883: scaffold5.g884.t1
0_884: scaffold5.g885.t1
0_885: scaffold5.g886.t1
0_886: scaffold5.g887.t1
0_887: scaffold5.g888.t1
0_888: scaffold5.g889.t1
0_889: scaffold5.g890.t1
0_890: scaffold5.g891.t1
0_891: scaffold5.g892.t1
0_892: scaffold5.g893.t1
0_893: scaffold5.g894.t1
0_894: scaffold5.g895.t1
0_895: scaffold5.g896.t1
0_896: scaffold5.g897.t1
0_897: scaffold5.g898.t1
0_898: scaffold5.g899.t1
0_899: scaffold5.g900.t1
0_900: scaffold5.g901.t1
0_901: scaffold5.g902.t1
0_902: scaffold5.g903.t1
0_903: scaffold5.g904.t1
0_904: scaffold5.g905.t1
0_905: scaffold5.g906.t1
0_906: scaffold5.g907.t1
0_907: scaffold5.g908.t1
0_908: scaffold5.g909.t1
0_909: scaffold5.g910.t1
0_910: scaffold5.g911.t1
0_911: scaffold5.g912.t1
0_912: scaffold5.g913.t1
0_913: scaffold5.g914.t1
0_914: scaffold5.g915.t1
0_915: scaffold5.g916.t1
0_916: scaffold5.g917.t1
0_917: scaffold5.g918.t1
0_918: scaffold5.g919.t1
0_919: scaffold5.g920.t1
0_920: scaffold5.g921.t1
0_921: scaffold5.g922.t1
0_922: scaffold5.g923.t1
0_923: scaffold5.g924.t1
0_924: scaffold5.g925.t1
0_925: scaffold5.g926.t1
0_926: scaffold5.g927.t1
0_927: scaffold5.g928.t1
0_928: scaffold5.g929.t1
0_929: scaffold5.g930.t1
0_930: scaffold5.g931.t1
0_931: scaffold5.g932.t1
0_932: scaffold5.g933.t1
0_933: scaffold5.g934.t1
0_934: scaffold5.g935.t1
0_935: scaffold5.g936.t1
0_936: scaffold5.g937.t1
0_937: scaffold5.g938.t1
0_938: scaffold5.g939.t1
0_939: scaffold5.g940.t1
0_940: scaffold5.g941.t1
0_941: scaffold5.g942.t1
0_942: scaffold5.g943.t1
0_943: scaffold5.g944.t1
0_944: scaffold5.g945.t1
0_945: scaffold5.g946.t1
0_946: scaffold5.g947.t1
0_947: scaffold5.g948.t1
0_948: scaffold5.g949.t1
0_949: scaffold5.g950.t1
0_950: scaffold5.g951.t1
0_951: scaffold5.g952.t1
0_952: scaffold5.g953.t1
0_953: scaffold5.g954.t1
0_954: scaffold5.g955.t1
0_955: scaffold5.g956.t1
0_956: scaffold5.g957.t1
0_957: scaffold5.g958.t1
0_958: scaffold5.g959.t1
0_959: scaffold5.g960.t1
0_960: scaffold5.g961.t1
0_961: scaffold5.g962.t1
0_962: scaffold5.g963.t1
0_963: scaffold5.g964.t1
0_964: scaffold5.g965.t1
0_965: scaffold5.g966.t1
0_966: scaffold5.g967.t1
0_967: scaffold5.g968.t1
0_968: scaffold5.g969.t1
0_969: scaffold5.g970.t1
0_970: scaffold5.g971.t1
0_971: scaffold5.g972.t1
0_972: scaffold5.g973.t1
0_973: scaffold5.g974.t1
0_974: scaffold5.g975.t1
0_975: scaffold5.g976.t1
0_976: scaffold5.g977.t1
0_977: scaffold5.g978.t1
0_978: scaffold5.g979.t1
0_979: scaffold5.g980.t1
0_980: scaffold5.g981.t1
0_981: scaffold5.g982.t1
0_982: scaffold5.g983.t1
0_983: scaffold5.g984.t1
0_984: scaffold5.g985.t1
0_985: scaffold5.g986.t1
0_986: scaffold5.g987.t1
0_987: scaffold5.g988.t1
0_988: scaffold5.g989.t1
0_989: scaffold5.g990.t1
0_990: scaffold5.g991.t1
0_991: scaffold5.g992.t1
0_992: scaffold5.g993.t1
0_993: scaffold5.g994.t1
0_994: scaffold5.g995.t1
0_995: scaffold5.g996.t1
0_996: scaffold5.g997.t1
0_997: scaffold5.g998.t1
0_998: scaffold5.g999.t1
0_999: scaffold5.g1000.t1
0_1000: scaffold5.g1001.t1
0_1001: scaffold5.g1002.t1
0_1002: scaffold5.g1003.t1
0_1003: scaffold5.g1004.t1
0_1004: scaffold5.g1005.t1
0_1005: scaffold5.g1006.t1
0_1006: scaffold5.g1007.t1
0_1007: scaffold5.g1008.t1
0_1008: scaffold5.g1009.t1
0_1009: scaffold5.g1010.t1
0_1010: scaffold5.g1011.t1
0_1011: scaffold5.g1012.t1
0_1012: scaffold5.g1013.t1
0_1013: scaffold5.g1014.t1
0_1014: scaffold5.g1015.t1
0_1015: scaffold14.g1016.t1
0_1016: scaffold14.g1017.t1
0_1017: scaffold14.g1018.t1
0_1018: scaffold14.g1019.t1
0_1019: scaffold14.g1020.t1
0_1020: scaffold14.g1021.t1
0_1021: scaffold14.g1022.t1
0_1022: scaffold14.g1023.t1
0_1023: scaffold14.g1024.t1
0_1024: scaffold14.g1025.t1
0_1025: scaffold14.g1026.t1
0_1026: scaffold14.g1027.t1
0_1027: scaffold14.g1028.t1
0_1028: scaffold14.g1029.t1
0_1029: scaffold14.g1030.t1
0_1030: scaffold14.g1031.t1
0_1031: scaffold14.g1032.t1
0_1032: scaffold14.g1033.t1
0_1033: scaffold14.g1034.t1
0_1034: scaffold14.g1035.t1
0_1035: scaffold14.g1036.t1
0_1036: scaffold14.g1037.t1
0_1037: scaffold14.g1038.t1
0_1038: scaffold14.g1039.t1
0_1039: scaffold14.g1040.t1
0_1040: scaffold14.g1041.t1
0_1041: scaffold14.g1042.t1
0_1042: scaffold14.g1043.t1
0_1043: scaffold14.g1044.t1
0_1044: scaffold14.g1045.t1
0_1045: scaffold14.g1046.t1
0_1046: scaffold14.g1047.t1
0_1047: scaffold14.g1048.t1
0_1048: scaffold14.g1049.t1
0_1049: scaffold14.g1050.t1
0_1050: scaffold14.g1051.t1
0_1051: scaffold14.g1052.t1
0_1052: scaffold14.g1053.t1
0_1053: scaffold14.g1054.t1
0_1054: scaffold14.g1055.t1
0_1055: scaffold14.g1056.t1
0_1056: scaffold14.g1057.t1
0_1057: scaffold14.g1058.t1
0_1058: scaffold14.g1059.t1
0_1059: scaffold14.g1060.t1
0_1060: scaffold14.g1061.t1
0_1061: scaffold14.g1062.t1
0_1062: scaffold14.g1063.t1
0_1063: scaffold14.g1064.t1
0_1064: scaffold14.g1065.t1
0_1065: scaffold14.g1066.t1
0_1066: scaffold14.g1067.t1
0_1067: scaffold14.g1068.t1
0_1068: scaffold14.g1069.t1
0_1069: scaffold14.g1070.t1
0_1070: scaffold14.g1071.t1
0_1071: scaffold14.g1072.t1
0_1072: scaffold14.g1073.t1
0_1073: scaffold14.g1074.t1
0_1074: scaffold14.g1075.t1
0_1075: scaffold14.g1076.t1
0_1076: scaffold14.g1077.t1
0_1077: scaffold14.g1078.t1
0_1078: scaffold14.g1079.t1
0_1079: scaffold14.g1080.t1
0_1080: scaffold14.g1081.t1
0_1081: scaffold14.g1082.t1
0_1082: scaffold14.g1083.t1
0_1083: scaffold14.g1084.t1
0_1084: scaffold14.g1085.t1
0_1085: scaffold14.g1086.t1
0_1086: scaffold14.g1087.t1
0_1087: scaffold14.g1088.t1
0_1088: scaffold14.g1089.t1
0_1089: scaffold14.g1090.t1
0_1090: scaffold14.g1091.t1
0_1091: scaffold14.g1092.t1
0_1092: scaffold14.g1093.t1
0_1093: scaffold14.g1094.t1
0_1094: scaffold14.g1095.t1
0_1095: scaffold14.g1096.t1
0_1096: scaffold14.g1097.t1
0_1097: scaffold14.g1098.t1
0_1098: scaffold14.g1099.t1
0_1099: scaffold14.g1100.t1
0_1100: scaffold14.g1101.t1
0_1101: scaffold14.g1102.t1
0_1102: scaffold14.g1103.t1
0_1103: scaffold14.g1104.t1
0_1104: scaffold14.g1105.t1
0_1105: scaffold14.g1106.t1
0_1106: scaffold14.g1107.t1
0_1107: scaffold14.g1108.t1
0_1108: scaffold14.g1109.t1
0_1109: scaffold14.g1110.t1
0_1110: scaffold14.g1111.t1
0_1111: scaffold14.g1112.t1
0_1112: scaffold14.g1113.t1
0_1113: scaffold14.g1114.t1
0_1114: scaffold14.g1115.t1
0_1115: scaffold14.g1116.t1
0_1116: scaffold14.g1117.t1
0_1117: scaffold14.g1118.t1
0_1118: scaffold14.g1119.t1
0_1119: scaffold14.g1120.t1
0_1120: scaffold14.g1121.t1
0_1121: scaffold14.g1122.t1
0_1122: scaffold14.g1123.t1
0_1123: scaffold14.g1124.t1
0_1124: scaffold14.g1125.t1
0_1125: scaffold14.g1126.t1
0_1126: scaffold14.g1127.t1
0_1127: scaffold14.g1128.t1
0_1128: scaffold14.g1129.t1
0_1129: scaffold14.g1130.t1
0_1130: scaffold14.g1131.t1
0_1131: scaffold14.g1132.t1
0_1132: scaffold14.g1133.t1
0_1133: scaffold14.g1134.t1
0_1134: scaffold14.g1135.t1
0_1135: scaffold14.g1136.t1
0_1136: scaffold14.g1137.t1
0_1137: scaffold14.g1138.t1
0_1138: scaffold14.g1139.t1
0_1139: scaffold14.g1140.t1
0_1140: scaffold14.g1141.t1
0_1141: scaffold14.g1142.t1
0_1142: scaffold14.g1143.t1
0_1143: scaffold14.g1144.t1
0_1144: scaffold14.g1145.t1
0_1145: scaffold14.g1146.t1
0_1146: scaffold14.g1147.t1
0_1147: scaffold14.g1148.t1
0_1148: scaffold14.g1149.t1
0_1149: scaffold14.g1150.t1
0_1150: scaffold14.g1151.t1
0_1151: scaffold14.g1152.t1
0_1152: scaffold14.g1153.t1
0_1153: scaffold14.g1154.t1
0_1154: scaffold14.g1155.t1
0_1155: scaffold14.g1156.t1
0_1156: scaffold14.g1157.t1
0_1157: scaffold14.g1158.t1
0_1158: scaffold14.g1159.t1
0_1159: scaffold14.g1160.t1
0_1160: scaffold14.g1161.t1
0_1161: scaffold14.g1162.t1
0_1162: scaffold14.g1163.t1
0_1163: scaffold14.g1164.t1
0_1164: scaffold14.g1165.t1
0_1165: scaffold14.g1166.t1
0_1166: scaffold14.g1167.t1
0_1167: scaffold14.g1168.t1
0_1168: scaffold14.g1169.t1
0_1169: scaffold14.g1170.t1
0_1170: scaffold14.g1171.t1
0_1171: scaffold14.g1172.t1
0_1172: scaffold14.g1173.t1
0_1173: scaffold14.g1174.t1
0_1174: scaffold14.g1175.t1
0_1175: scaffold14.g1176.t1
0_1176: scaffold14.g1177.t1
0_1177: scaffold14.g1178.t1
0_1178: scaffold14.g1179.t1
0_1179: scaffold14.g1180.t1
0_1180: scaffold14.g1181.t1
0_1181: scaffold14.g1182.t1
0_1182: scaffold14.g1183.t1
0_1183: scaffold14.g1184.t1
0_1184: scaffold14.g1185.t1
0_1185: scaffold14.g1186.t1
0_1186: scaffold14.g1187.t1
0_1187: scaffold14.g1188.t1
0_1188: scaffold14.g1189.t1
0_1189: scaffold14.g1190.t1
0_1190: scaffold14.g1191.t1
0_1191: scaffold14.g1192.t1
0_1192: scaffold14.g1193.t1
0_1193: scaffold14.g1194.t1
0_1194: scaffold14.g1195.t1
0_1195: scaffold14.g1196.t1
0_1196: scaffold14.g1197.t1
0_1197: scaffold14.g1198.t1
0_1198: scaffold14.g1199.t1
0_1199: scaffold14.g1200.t1
0_1200: scaffold14.g1201.t1
0_1201: scaffold14.g1202.t1
0_1202: scaffold14.g1203.t1
0_1203: scaffold14.g1204.t1
0_1204: scaffold14.g1205.t1
0_1205: scaffold14.g1206.t1
0_1206: scaffold14.g1207.t1
0_1207: scaffold14.g1208.t1
0_1208: scaffold14.g1209.t1
0_1209: scaffold14.g1210.t1
0_1210: scaffold14.g1211.t1
0_1211: scaffold14.g1212.t1
0_1212: scaffold14.g1213.t1
0_1213: scaffold14.g1214.t1
0_1214: scaffold14.g1215.t1
0_1215: scaffold14.g1216.t1
0_1216: scaffold14.g1217.t1
0_1217: scaffold14.g1218.t1
0_1218: scaffold14.g1219.t1
0_1219: scaffold14.g1220.t1
0_1220: scaffold14.g1221.t1
0_1221: scaffold14.g1222.t1
0_1222: scaffold14.g1223.t1
0_1223: scaffold14.g1224.t1
0_1224: scaffold14.g1225.t1
0_1225: scaffold14.g1226.t1
0_1226: scaffold14.g1227.t1
0_1227: scaffold14.g1228.t1
0_1228: scaffold14.g1229.t1
0_1229: scaffold14.g1230.t1
0_1230: scaffold14.g1231.t1
0_1231: scaffold14.g1232.t1
0_1232: scaffold14.g1233.t1
0_1233: scaffold14.g1234.t1
0_1234: scaffold14.g1235.t1
0_1235: scaffold14.g1236.t1
0_1236: scaffold14.g1237.t1
0_1237: scaffold14.g1238.t1
0_1238: scaffold14.g1239.t1
0_1239: scaffold14.g1240.t1
0_1240: scaffold14.g1241.t1
0_1241: scaffold14.g1242.t1
0_1242: scaffold14.g1243.t1
0_1243: scaffold14.g1244.t1
0_1244: scaffold14.g1245.t1
0_1245: scaffold14.g1246.t1
0_1246: scaffold14.g1247.t1
0_1247: scaffold14.g1248.t1
0_1248: scaffold14.g1249.t1
0_1249: scaffold14.g1250.t1
0_1250: scaffold14.g1251.t1
0_1251: scaffold14.g1252.t1
0_1252: scaffold14.g1253.t1
0_1253: scaffold14.g1254.t1
0_1254: scaffold14.g1255.t1
0_1255: scaffold14.g1256.t1
0_1256: scaffold14.g1257.t1
0_1257: scaffold14.g1258.t1
0_1258: scaffold14.g1259.t1
0_1259: scaffold14.g1260.t1
0_1260: scaffold14.g1261.t1
0_1261: scaffold14.g1262.t1
0_1262: scaffold14.g1263.t1
0_1263: scaffold14.g1264.t1
0_1264: scaffold14.g1265.t1
0_1265: scaffold14.g1266.t1
0_1266: scaffold14.g1267.t1
0_1267: scaffold14.g1268.t1
0_1268: scaffold14.g1269.t1
0_1269: scaffold14.g1270.t1
0_1270: scaffold14.g1271.t1
0_1271: scaffold14.g1272.t1
0_1272: scaffold14.g1273.t1
0_1273: scaffold14.g1274.t1
0_1274: scaffold14.g1275.t1
0_1275: scaffold14.g1276.t1
0_1276: scaffold14.g1277.t1
0_1277: scaffold14.g1278.t1
0_1278: scaffold14.g1279.t1
0_1279: scaffold14.g1280.t1
0_1280: scaffold14.g1281.t1
0_1281: scaffold14.g1282.t1
0_1282: scaffold14.g1283.t1
0_1283: scaffold14.g1284.t1
0_1284: scaffold14.g1285.t1
0_1285: scaffold14.g1286.t1
0_1286: scaffold14.g1287.t1
0_1287: scaffold14.g1288.t1
0_1288: scaffold14.g1289.t1
0_1289: scaffold14.g1290.t1
0_1290: scaffold14.g1291.t1
0_1291: scaffold14.g1292.t1
0_1292: scaffold14.g1293.t1
0_1293: scaffold14.g1294.t1
0_1294: scaffold14.g1295.t1
0_1295: scaffold14.g1296.t1
0_1296: scaffold14.g1297.t1
0_1297: scaffold14.g1298.t1
0_1298: scaffold14.g1299.t1
0_1299: scaffold14.g1300.t1
0_1300: scaffold14.g1301.t1
0_1301: scaffold14.g1302.t1
0_1302: scaffold14.g1303.t1
0_1303: scaffold14.g1304.t1
0_1304: scaffold14.g1305.t1
0_1305: scaffold14.g1306.t1
0_1306: scaffold14.g1307.t1
0_1307: scaffold14.g1308.t1
0_1308: scaffold14.g1309.t1
0_1309: scaffold14.g1310.t1
0_1310: scaffold14.g1311.t1
0_1311: scaffold14.g1312.t1
0_1312: scaffold14.g1313.t1
0_1313: scaffold14.g1314.t1
0_1314: scaffold14.g1315.t1
0_1315: scaffold14.g1316.t1
0_1316: scaffold14.g1317.t1
0_1317: scaffold14.g1318.t1
0_1318: scaffold14.g1319.t1
0_1319: scaffold14.g1320.t1
0_1320: scaffold14.g1321.t1
0_1321: scaffold14.g1322.t1
0_1322: scaffold14.g1323.t1
0_1323: scaffold14.g1324.t1
0_1324: scaffold14.g1325.t1
0_1325: scaffold14.g1326.t1
0_1326: scaffold14.g1327.t1
0_1327: scaffold14.g1328.t1
0_1328: scaffold14.g1329.t1
0_1329: scaffold14.g1330.t1
0_1330: scaffold14.g1331.t1
0_1331: scaffold14.g1332.t1
0_1332: scaffold14.g1333.t1
0_1333: scaffold14.g1334.t1
0_1334: scaffold14.g1335.t1
0_1335: scaffold14.g1336.t1
0_1336: scaffold14.g1337.t1
0_1337: scaffold14.g1338.t1
0_1338: scaffold14.g1339.t1
0_1339: scaffold14.g1340.t1
0_1340: scaffold14.g1341.t1
0_1341: scaffold14.g1342.t1
0_1342: scaffold14.g1343.t1
0_1343: scaffold14.g1344.t1
0_1344: scaffold14.g1345.t1
0_1345: scaffold14.g1346.t1
0_1346: scaffold14.g1347.t1
0_1347: scaffold14.g1348.t1
0_1348: scaffold14.g1349.t1
0_1349: scaffold14.g1350.t1
0_1350: scaffold14.g1351.t1
0_1351: scaffold14.g1352.t1
0_1352: scaffold14.g1353.t1
0_1353: scaffold8.g1354.t1
0_1354: scaffold8.g1355.t1
0_1355: scaffold8.g1356.t1
0_1356: scaffold8.g1357.t1
0_1357: scaffold8.g1358.t1
0_1358: scaffold8.g1359.t1
0_1359: scaffold8.g1360.t1
0_1360: scaffold8.g1361.t1
0_1361: scaffold8.g1362.t1
0_1362: scaffold8.g1363.t1
0_1363: scaffold8.g1364.t1
0_1364: scaffold8.g1365.t1
0_1365: scaffold8.g1366.t1
0_1366: scaffold8.g1367.t1
0_1367: scaffold8.g1368.t1
0_1368: scaffold8.g1369.t1
0_1369: scaffold8.g1370.t1
0_1370: scaffold8.g1371.t1
0_1371: scaffold8.g1372.t1
0_1372: scaffold8.g1373.t1
0_1373: scaffold8.g1374.t1
0_1374: scaffold8.g1375.t1
0_1375: scaffold8.g1376.t1
0_1376: scaffold8.g1377.t1
0_1377: scaffold8.g1378.t1
0_1378: scaffold8.g1379.t1
0_1379: scaffold8.g1380.t1
0_1380: scaffold8.g1381.t1
0_1381: scaffold8.g1382.t1
0_1382: scaffold8.g1383.t1
0_1383: scaffold8.g1384.t1
0_1384: scaffold8.g1385.t1
0_1385: scaffold8.g1386.t1
0_1386: scaffold8.g1387.t1
0_1387: scaffold8.g1388.t1
0_1388: scaffold8.g1389.t1
0_1389: scaffold8.g1390.t1
0_1390: scaffold8.g1391.t1
0_1391: scaffold8.g1392.t1
0_1392: scaffold8.g1393.t1
0_1393: scaffold8.g1394.t1
0_1394: scaffold8.g1395.t1
0_1395: scaffold8.g1396.t1
0_1396: scaffold8.g1397.t1
0_1397: scaffold8.g1398.t1
0_1398: scaffold8.g1399.t1
0_1399: scaffold8.g1400.t1
0_1400: scaffold8.g1401.t1
0_1401: scaffold8.g1402.t1
0_1402: scaffold8.g1403.t1
0_1403: scaffold8.g1404.t1
0_1404: scaffold8.g1405.t1
0_1405: scaffold8.g1406.t1
0_1406: scaffold8.g1407.t1
0_1407: scaffold8.g1408.t1
0_1408: scaffold8.g1409.t1
0_1409: scaffold8.g1410.t1
0_1410: scaffold8.g1411.t1
0_1411: scaffold8.g1412.t1
0_1412: scaffold8.g1413.t1
0_1413: scaffold8.g1414.t1
0_1414: scaffold8.g1415.t1
0_1415: scaffold8.g1416.t1
0_1416: scaffold8.g1417.t1
0_1417: scaffold8.g1418.t1
0_1418: scaffold8.g1419.t1
0_1419: scaffold8.g1420.t1
0_1420: scaffold8.g1421.t1
0_1421: scaffold8.g1422.t1
0_1422: scaffold8.g1423.t1
0_1423: scaffold8.g1424.t1
0_1424: scaffold8.g1425.t1
0_1425: scaffold8.g1426.t1
0_1426: scaffold8.g1427.t1
0_1427: scaffold8.g1428.t1
0_1428: scaffold8.g1429.t1
0_1429: scaffold8.g1430.t1
0_1430: scaffold8.g1431.t1
0_1431: scaffold8.g1432.t1
0_1432: scaffold8.g1433.t1
0_1433: scaffold8.g1434.t1
0_1434: scaffold8.g1435.t1
0_1435: scaffold8.g1436.t1
0_1436: scaffold8.g1437.t1
0_1437: scaffold8.g1438.t1
0_1438: scaffold8.g1439.t1
0_1439: scaffold8.g1440.t1
0_1440: scaffold8.g1441.t1
0_1441: scaffold8.g1442.t1
0_1442: scaffold8.g1443.t1
0_1443: scaffold8.g1444.t1
0_1444: scaffold8.g1445.t1
0_1445: scaffold8.g1446.t1
0_1446: scaffold8.g1447.t1
0_1447: scaffold8.g1448.t1
0_1448: scaffold8.g1449.t1
0_1449: scaffold8.g1450.t1
0_1450: scaffold8.g1451.t1
0_1451: scaffold8.g1452.t1
0_1452: scaffold8.g1453.t1
0_1453: scaffold8.g1454.t1
0_1454: scaffold8.g1455.t1
0_1455: scaffold8.g1456.t1
0_1456: scaffold8.g1457.t1
0_1457: scaffold8.g1458.t1
0_1458: scaffold8.g1459.t1
0_1459: scaffold8.g1460.t1
0_1460: scaffold8.g1461.t1
0_1461: scaffold8.g1462.t1
0_1462: scaffold8.g1463.t1
0_1463: scaffold8.g1464.t1
0_1464: scaffold8.g1465.t1
0_1465: scaffold8.g1466.t1
0_1466: scaffold8.g1467.t1
0_1467: scaffold8.g1468.t1
0_1468: scaffold8.g1469.t1
0_1469: scaffold8.g1470.t1
0_1470: scaffold8.g1471.t1
0_1471: scaffold8.g1472.t1
0_1472: scaffold8.g1473.t1
0_1473: scaffold8.g1474.t1
0_1474: scaffold8.g1475.t1
0_1475: scaffold8.g1476.t1
0_1476: scaffold8.g1477.t1
0_1477: scaffold8.g1478.t1
0_1478: scaffold8.g1479.t1
0_1479: scaffold8.g1480.t1
0_1480: scaffold8.g1481.t1
0_1481: scaffold8.g1482.t1
0_1482: scaffold8.g1483.t1
0_1483: scaffold8.g1484.t1
0_1484: scaffold8.g1485.t1
0_1485: scaffold8.g1486.t1
0_1486: scaffold8.g1487.t1
0_1487: scaffold8.g1488.t1
0_1488: scaffold8.g1489.t1
0_1489: scaffold8.g1490.t1
0_1490: scaffold8.g1491.t1
0_1491: scaffold8.g1492.t1
0_1492: scaffold8.g1493.t1
0_1493: scaffold8.g1494.t1
0_1494: scaffold8.g1495.t1
0_1495: scaffold8.g1496.t1
0_1496: scaffold8.g1497.t1
0_1497: scaffold8.g1498.t1
0_1498: scaffold8.g1499.t1
0_1499: scaffold8.g1500.t1
0_1500: scaffold8.g1501.t1
0_1501: scaffold8.g1502.t1
0_1502: scaffold8.g1503.t1
0_1503: scaffold8.g1504.t1
0_1504: scaffold8.g1505.t1
0_1505: scaffold8.g1506.t1
0_1506: scaffold8.g1507.t1
0_1507: scaffold8.g1508.t1
0_1508: scaffold8.g1509.t1
0_1509: scaffold8.g1510.t1
0_1510: scaffold8.g1511.t1
0_1511: scaffold8.g1512.t1
0_1512: scaffold8.g1513.t1
0_1513: scaffold8.g1514.t1
0_1514: scaffold8.g1515.t1
0_1515: scaffold8.g1516.t1
0_1516: scaffold8.g1517.t1
0_1517: scaffold8.g1518.t1
0_1518: scaffold8.g1519.t1
0_1519: scaffold8.g1520.t1
0_1520: scaffold8.g1521.t1
0_1521: scaffold8.g1522.t1
0_1522: scaffold8.g1523.t1
0_1523: scaffold8.g1524.t1
0_1524: scaffold8.g1525.t1
0_1525: scaffold8.g1526.t1
0_1526: scaffold8.g1527.t1
0_1527: scaffold8.g1528.t1
0_1528: scaffold8.g1529.t1
0_1529: scaffold8.g1530.t1
0_1530: scaffold8.g1531.t1
0_1531: scaffold8.g1532.t1
0_1532: scaffold8.g1533.t1
0_1533: scaffold8.g1534.t1
0_1534: scaffold8.g1535.t1
0_1535: scaffold8.g1536.t1
0_1536: scaffold8.g1537.t1
0_1537: scaffold8.g1538.t1
0_1538: scaffold8.g1539.t1
0_1539: scaffold8.g1540.t1
0_1540: scaffold8.g1541.t1
0_1541: scaffold8.g1542.t1
0_1542: scaffold8.g1543.t1
0_1543: scaffold8.g1544.t1
0_1544: scaffold8.g1545.t1
0_1545: scaffold8.g1546.t1
0_1546: scaffold8.g1547.t1
0_1547: scaffold8.g1548.t1
0_1548: scaffold8.g1549.t1
0_1549: scaffold8.g1550.t1
0_1550: scaffold8.g1551.t1
0_1551: scaffold8.g1552.t1
0_1552: scaffold8.g1553.t1
0_1553: scaffold8.g1554.t1
0_1554: scaffold8.g1555.t1
0_1555: scaffold8.g1556.t1
0_1556: scaffold8.g1557.t1
0_1557: scaffold8.g1558.t1
0_1558: scaffold8.g1559.t1
0_1559: scaffold8.g1560.t1
0_1560: scaffold8.g1561.t1
0_1561: scaffold8.g1562.t1
0_1562: scaffold8.g1563.t1
0_1563: scaffold8.g1564.t1
0_1564: scaffold8.g1565.t1
0_1565: scaffold8.g1566.t1
0_1566: scaffold8.g1567.t1
0_1567: scaffold8.g1568.t1
0_1568: scaffold8.g1569.t1
0_1569: scaffold8.g1570.t1
0_1570: scaffold8.g1571.t1
0_1571: scaffold8.g1572.t1
0_1572: scaffold8.g1573.t1
0_1573: scaffold8.g1574.t1
0_1574: scaffold8.g1575.t1
0_1575: scaffold8.g1576.t1
0_1576: scaffold8.g1577.t1
0_1577: scaffold8.g1578.t1
0_1578: scaffold8.g1579.t1
0_1579: scaffold8.g1580.t1
0_1580: scaffold8.g1581.t1
0_1581: scaffold8.g1582.t1
0_1582: scaffold8.g1583.t1
0_1583: scaffold8.g1584.t1
0_1584: scaffold8.g1585.t1
0_1585: scaffold8.g1586.t1
0_1586: scaffold8.g1587.t1
0_1587: scaffold8.g1588.t1
0_1588: scaffold8.g1589.t1
0_1589: scaffold8.g1590.t1
0_1590: scaffold8.g1591.t1
0_1591: scaffold8.g1592.t1
0_1592: scaffold8.g1593.t1
0_1593: scaffold8.g1594.t1
0_1594: scaffold8.g1595.t1
0_1595: scaffold8.g1596.t1
0_1596: scaffold8.g1597.t1
0_1597: scaffold8.g1598.t1
0_1598: scaffold8.g1599.t1
0_1599: scaffold8.g1600.t1
0_1600: scaffold8.g1601.t1
0_1601: scaffold8.g1602.t1
0_1602: scaffold8.g1603.t1
0_1603: scaffold8.g1604.t1
0_1604: scaffold8.g1605.t1
0_1605: scaffold8.g1606.t1
0_1606: scaffold8.g1607.t1
0_1607: scaffold8.g1608.t1
0_1608: scaffold8.g1609.t1
0_1609: scaffold8.g1610.t1
0_1610: scaffold8.g1611.t1
0_1611: scaffold8.g1612.t1
0_1612: scaffold8.g1613.t1
0_1613: scaffold8.g1614.t1
0_1614: scaffold8.g1615.t1
0_1615: scaffold8.g1616.t1
0_1616: scaffold8.g1617.t1
0_1617: scaffold8.g1618.t1
0_1618: scaffold8.g1619.t1
0_1619: scaffold8.g1620.t1
0_1620: scaffold8.g1621.t1
0_1621: scaffold8.g1622.t1
0_1622: scaffold8.g1623.t1
0_1623: scaffold8.g1624.t1
0_1624: scaffold8.g1625.t1
0_1625: scaffold8.g1626.t1
0_1626: scaffold8.g1627.t1
0_1627: scaffold8.g1628.t1
0_1628: scaffold8.g1629.t1
0_1629: scaffold8.g1630.t1
0_1630: scaffold8.g1631.t1
0_1631: scaffold8.g1632.t1
0_1632: scaffold8.g1633.t1
0_1633: scaffold8.g1634.t1
0_1634: scaffold8.g1635.t1
0_1635: scaffold8.g1636.t1
0_1636: scaffold8.g1637.t1
0_1637: scaffold8.g1638.t1
0_1638: scaffold8.g1639.t1
0_1639: scaffold8.g1640.t1
0_1640: scaffold8.g1641.t1
0_1641: scaffold8.g1642.t1
0_1642: scaffold8.g1643.t1
0_1643: scaffold8.g1644.t1
0_1644: scaffold8.g1645.t1
0_1645: scaffold8.g1646.t1
0_1646: scaffold8.g1647.t1
0_1647: scaffold8.g1648.t1
0_1648: scaffold8.g1649.t1
0_1649: scaffold8.g1650.t1
0_1650: scaffold8.g1651.t1
0_1651: scaffold8.g1652.t1
0_1652: scaffold8.g1653.t1
0_1653: scaffold8.g1654.t1
0_1654: scaffold8.g1655.t1
0_1655: scaffold8.g1656.t1
0_1656: scaffold8.g1657.t1
0_1657: scaffold8.g1658.t1
0_1658: scaffold8.g1659.t1
0_1659: scaffold8.g1660.t1
0_1660: scaffold8.g1661.t1
0_1661: scaffold8.g1662.t1
0_1662: scaffold8.g1663.t1
0_1663: scaffold8.g1664.t1
