Orthogroup	oneline_A99_genome_proteins	oneline_m_conductrix_genome_proteins
OG0000312	scaffold14.g1234.t1	PSC75715.1, PSC72929.1, PSC72928.1
OG0000313	scaffold9.g3085.t1	PSC74925.1
OG0000313	scaffold14.g1270.t1, scaffold7.g3454.t1	PSC70142.1
OG0000314	scaffold8.g1556.t1	PSC72829.1
OG0000315	scaffold8.g1719.t1	PSC72666.1, PSC72665.1
OG0000315	scaffold6.g2734.t1	PSC71445.1
OG0000316	scaffold19.g1770.t1	PSC69485.1
OG0000317	scaffold19.g1804.t1	PSC69520.1
OG0000318	scaffold19.g1828.t1	PSC75002.1, PSC69535.1
OG0000318	scaffold2.g7465.t1	PSC67739.1
OG0000319	scaffold6.g2731.t1	PSC71514.1
OG0000319	scaffold18.g1924.t1	PSC75885.1, PSC75884.1
OG0000320	scaffold18.g1989.t1, scaffold42.g4470.t1, scaffold32.g3830.t1	PSC72357.1
OG0000321	scaffold4.g4858.t1, scaffold15.g4334.t1, scaffold9.g3035.t1, scaffold10.g2389.t1, scaffold10.g2310.t1, scaffold12.g8066.t1, scaffold18.g2051.t1, scaffold9.g3276.t1	PSC73899.1
OG0000322	scaffold3.g6276.t1, scaffold10.g2317.t1, scaffold20.g7851.t1	PSC69651.1
OG0000323	scaffold10.g2328.t1	PSC71953.1
OG0000324	scaffold10.g2336.t1	PSC71866.1
OG0000324	scaffold10.g2334.t1	PSC71963.1
OG0000325	scaffold10.g2343.t1	PSC73274.1
OG0000325	scaffold2.g6791.t1	PSC73324.1
OG0000326	scaffold10.g2348.t1	PSC73572.1
OG0000326	scaffold2.g7110.t1	PSC75772.1
OG0000327	scaffold4.g4722.t1, scaffold10.g2350.t1, scaffold15.g4289.t1	PSC70424.1
OG0000328	scaffold10.g2356.t1	PSC72035.1
OG0000328	scaffold10.g2360.t1	PSC72054.1, PSC72053.1
OG0000329	scaffold1.g5672.t1, scaffold1.g5675.t1, scaffold394.g5905.t1, scaffold10.g2476.t1, scaffold1.g5884.t1, scaffold3.g6243.t1	PSC73862.1
OG0000330	scaffold6.g2518.t1	PSC68612.1
OG0000330	scaffold2.g7377.t1	PSC71363.1
OG0000331	scaffold6.g2575.t1	PSC69744.1
OG0000332	scaffold7.g3488.t1, scaffold6.g2646.t1	PSC71588.1
OG0000332	scaffold6.g2661.t1	PSC71589.1
OG0000333	scaffold6.g2667.t1	PSC72215.1
OG0000334	scaffold6.g2807.t1	PSC68991.1
OG0000335	scaffold6.g2799.t1	PSC69073.1
OG0000336	scaffold1.g5526.t1	PSC70543.1
OG0000337	scaffold9.g3088.t1	PSC75221.1
OG0000337	scaffold15.g4291.t1	PSC70356.1
OG0000338	scaffold9.g3102.t1	PSC74854.1, PSC67336.1
OG0000339	scaffold9.g3256.t1	PSC75185.1, PSC75184.1
OG0000340	scaffold53.g4530.t1	PSC74081.1
OG0000340	scaffold26.g3323.t1	PSC73424.1
OG0000341	scaffold7.g3456.t1	PSC70864.1, PSC69660.1
OG0000342	scaffold7.g3510.t1	PSC72467.1, PSC67917.1
OG0000343	scaffold7.g3574.t1	PSC69735.1
OG0000344	scaffold11.g4017.t1	PSC68760.1, PSC74456.1
OG0000345	scaffold23.g4105.t1	PSC73033.1, PSC67266.1, PSC73824.1, PSC67452.1, PSC68249.1, PSC77017.1, PSC77016.1, PSC67290.1
OG0000346	scaffold23.g4118.t1	PSC74036.1
OG0000346	scaffold40.g5157.t1	PSC67582.1
OG0000347	scaffold23.g4157.t1	PSC68042.1, PSC71857.1, PSC68474.1
OG0000348	scaffold15.g4326.t1, scaffold15.g4320.t1	PSC67798.1, PSC67783.1
OG0000349	scaffold22.g6090.t1	PSC68010.1
OG0000350	scaffold4.g4838.t1, scaffold4.g4840.t1	PSC72323.1
OG0000351	scaffold4.g4937.t1	PSC69911.1, PSC69910.1
OG0000352	scaffold2.g7470.t1	PSC69844.1
OG0000353	scaffold4.g5031.t1, scaffold4.g4986.t1	PSC69867.1
OG0000354	scaffold2.g7141.t1	PSC75395.1
OG0000355	scaffold4.g5027.t1, scaffold4.g5026.t1	PSC70827.1, PSC70828.1
OG0000356	scaffold1.g5348.t1	PSC68841.1
OG0000356	scaffold1.g5349.t1	PSC68860.1
OG0000357	scaffold1.g5422.t1	PSC76427.1, PSC76426.1, PSC76428.1
OG0000358	scaffold1.g5518.t1	PSC76811.1
OG0000359	scaffold1.g5573.t1	PSC68344.1, PSC67763.1, PSC70631.1, PSC73538.1
OG0000360	scaffold1.g5612.t1	PSC76461.1, PSC75818.1
OG0000361	scaffold1.g5627.t1	PSC68166.1, PSC74746.1, PSC73654.1, PSC68281.1
OG0000362	scaffold1.g5710.t1, scaffold1.g5815.t1	PSC76539.1
OG0000363	scaffold27.g5998.t1	PSC73521.1
OG0000364	scaffold2.g7235.t1	PSC72349.1
OG0000364	scaffold22.g6062.t1	PSC72364.1
OG0000365	scaffold3.g6491.t1	PSC71147.1
OG0000365	scaffold3.g6575.t1	PSC71042.1, PSC71043.1
OG0000366	scaffold3.g6558.t1, scaffold3.g6556.t1	PSC75843.1
OG0000367	scaffold3.g6612.t1	PSC76783.1
OG0000368	scaffold3.g6632.t1, scaffold3.g6620.t1	PSC69509.1, PSC68567.1
OG0000369	scaffold3.g6636.t1	PSC69626.1, PSC67761.1
OG0000370	scaffold3.g6744.t1	PSC74502.1, PSC74066.1
OG0000371	scaffold2.g6789.t1	PSC73384.1
OG0000371	scaffold20.g7700.t1	PSC72295.1
OG0000373	scaffold2.g6949.t1, scaffold2.g6950.t1	PSC74122.1
OG0000373	scaffold2.g6900.t1	PSC74203.1
OG0000374	scaffold2.g7155.t1	PSC73529.1, PSC73528.1
OG0000374	scaffold2.g7158.t1	PSC71737.1
OG0000375	scaffold2.g7194.t1	PSC67139.1
OG0000375	scaffold2.g7193.t1	PSC69114.1
OG0000376	scaffold28.g7542.t1	PSC70393.1, PSC70392.1
OG0000378	scaffold12.g8139.t1	PSC67729.1
OG0000379	scaffold12.g8164.t1, scaffold12.g8163.t1	PSC74793.1
OG0000380	scaffold12.g8219.t1	PSC74396.1
OG0000381	scaffold12.g8231.t1	PSC74354.1, PSC74611.1
OG0000396	scaffold16.g14.t1	PSC69425.1
OG0000396	scaffold2.g7017.t1	PSC74175.1, PSC74176.1
OG0000397	scaffold16.g56.t1	PSC75909.1
OG0000398	scaffold16.g93.t1	PSC73573.1, PSC73574.1, PSC68985.1
OG0000399	scaffold16.g99.t1, scaffold15.g4277.t1, scaffold15.g4278.t1	PSC75811.1, PSC75566.1
OG0000400	scaffold2.g6830.t1, scaffold13.g169.t1	PSC73310.1, PSC73309.1
OG0000401	scaffold13.g172.t1	PSC75048.1, PSC75047.1
OG0000403	scaffold6.g2504.t1	PSC74017.1
OG0000403	scaffold13.g184.t1	PSC74274.1
OG0000404	scaffold13.g216.t1	PSC76067.1
OG0000405	scaffold13.g263.t1	PSC71343.1
OG0000405	scaffold13.g262.t1	PSC71379.1
OG0000406	scaffold4.g4971.t1, scaffold13.g287.t1, scaffold1.g5382.t1, scaffold7.g3475.t1	PSC76011.1, PSC76012.1
OG0000407	scaffold5.g629.t1	PSC75610.1
OG0000408	scaffold13.g311.t1	PSC69131.1, PSC69130.1
OG0000409	scaffold13.g384.t1, scaffold8.g1545.t1	PSC72907.1, PSC72074.1
OG0000410	scaffold13.g390.t1	PSC70166.1
OG0000410	scaffold13.g391.t1	PSC70224.1
OG0000411	scaffold5.g981.t1, scaffold13.g406.t1, scaffold5.g982.t1	PSC73294.1, PSC73239.1, PSC73304.1, PSC70075.1
OG0000412	scaffold17.g453.t1	PSC69245.1, PSC71333.1
OG0000413	scaffold17.g579.t1, scaffold40.g5149.t1	PSC67603.1, PSC67604.1
OG0000414	scaffold17.g589.t1, scaffold4.g4762.t1	PSC67153.1, PSC73612.1
OG0000415	scaffold17.g597.t1	PSC68790.1, PSC68780.1, PSC68791.1
OG0000416	scaffold12.g8288.t1, scaffold17.g593.t1	PSC73922.1
OG0000417	scaffold17.g598.t1	PSC68745.1
OG0000417	scaffold5.g603.t1	PSC68746.1
OG0000419	scaffold5.g670.t1	PSC69152.1, PSC73576.1
OG0000420	scaffold5.g680.t1, scaffold19.g1792.t1	PSC69546.1, PSC69545.1, PSC69547.1, PSC69544.1
OG0000421	scaffold5.g691.t1	PSC73316.1
OG0000423	scaffold5.g725.t1, scaffold5.g724.t1	PSC76903.1
OG0000424	scaffold5.g730.t1, scaffold5.g728.t1	PSC76453.1
OG0000425	scaffold5.g775.t1	PSC75429.1, PSC73474.1
OG0000426	scaffold5.g841.t1	PSC75508.1
OG0000427	scaffold21.g2105.t1, scaffold5.g850.t1, scaffold21.g2109.t1	PSC72245.1
OG0000428	scaffold5.g854.t1, scaffold5.g851.t1	PSC75747.1
OG0000429	scaffold5.g858.t1, scaffold5.g857.t1	PSC76087.1, PSC76088.1
OG0000430	scaffold5.g917.t1	PSC70801.1
OG0000432	scaffold14.g1018.t1	PSC75898.1, PSC75470.1
OG0000433	scaffold14.g1019.t1, scaffold2.g7021.t1, scaffold2.g7064.t1	PSC75737.1
OG0000434	scaffold14.g1073.t1	PSC75426.1
OG0000435	scaffold2.g7493.t1	PSC70192.1
OG0000435	scaffold14.g1168.t1	PSC75939.1
OG0000436	scaffold3.g6578.t1, scaffold14.g1184.t1	PSC75539.1
OG0000437	scaffold2.g7078.t1, scaffold14.g1196.t1	PSC75598.1, PSC75801.1
OG0000439	scaffold14.g1263.t1, scaffold21.g2171.t1	PSC68591.1, PSC74254.1
OG0000440	scaffold14.g1273.t1, scaffold14.g1286.t1	PSC75760.1
OG0000441	scaffold14.g1294.t1	PSC75805.1
OG0000442	scaffold14.g1330.t1	PSC74179.1
OG0000443	scaffold14.g1348.t1	PSC73865.1, PSC67124.1, PSC67126.1
OG0000444	scaffold8.g1371.t1	PSC72337.1, PSC75541.1
OG0000444	scaffold4.g4967.t1	PSC69927.1
OG0000445	scaffold8.g1392.t1, scaffold12.g8112.t1, scaffold9.g3258.t1	PSC70269.1
OG0000446	scaffold8.g1487.t1, scaffold6.g2749.t1	PSC68238.1
OG0000447	scaffold8.g1495.t1, scaffold8.g1496.t1	PSC72835.1
OG0000448	scaffold8.g1526.t1	PSC76518.1, PSC72705.1
OG0000449	scaffold8.g1529.t1, scaffold8.g1530.t1	PSC72926.1
OG0000450	scaffold8.g1624.t1	PSC67590.1, PSC67198.1, PSC67200.1, PSC73121.1, PSC73187.1
OG0000451	scaffold8.g1633.t1	PSC73956.1
OG0000452	scaffold8.g1683.t1	PSC67090.1, PSC67012.1, PSC67267.1, PSC70534.1, PSC67086.1
OG0000453	scaffold8.g1705.t1	PSC74553.1
OG0000454	scaffold19.g1823.t1, scaffold20.g7631.t1	PSC73939.1
OG0000455	scaffold19.g1829.t1, scaffold19.g1830.t1	PSC69451.1
OG0000456	scaffold19.g1868.t1, scaffold19.g1871.t1	PSC71057.1
OG0000457	scaffold18.g1995.t1, scaffold18.g2008.t1	PSC72690.1, PSC72868.1
OG0000458	scaffold6.g2515.t1, scaffold18.g1997.t1, scaffold18.g1998.t1, scaffold7.g3533.t1, scaffold18.g1999.t1	PSC68320.1
OG0000460	scaffold21.g2218.t1	PSC67097.1
OG0000460	scaffold21.g2155.t1	PSC68224.1
OG0000461	scaffold21.g2207.t1, scaffold37.g4387.t1	PSC68971.1
OG0000463	scaffold22.g6065.t1, scaffold15.g4340.t1, scaffold21.g2223.t1	PSC71643.1
OG0000465	scaffold10.g2263.t1, scaffold2.g7466.t1	PSC77053.1
OG0000466	scaffold10.g2311.t1	PSC72003.1
OG0000467	scaffold1.g5392.t1, scaffold2.g7328.t1, scaffold10.g2316.t1	PSC67789.1, PSC67764.1
OG0000468	scaffold10.g2417.t1	PSC67192.1, PSC67195.1, PSC68503.1
OG0000469	scaffold6.g2507.t1	PSC73839.1
OG0000469	scaffold9.g3123.t1	PSC68153.1
OG0000470	scaffold6.g2526.t1	PSC70533.1, PSC70532.1
OG0000471	scaffold6.g2600.t1	PSC76381.1, PSC76971.1
OG0000472	scaffold11.g3865.t1	PSC72100.1
OG0000473	scaffold6.g2687.t1	PSC73693.1
OG0000474	scaffold6.g2810.t1, scaffold1.g5374.t1	PSC77005.1
OG0000475	scaffold6.g2847.t1	PSC73468.1
OG0000476	scaffold3.g6442.t1	PSC68373.1
OG0000476	scaffold6.g2851.t1	PSC71556.1
OG0000477	scaffold24.g2945.t1	PSC67393.1
OG0000478	scaffold24.g2975.t1	PSC75501.1, PSC75848.1
OG0000479	scaffold24.g2978.t1	PSC70020.1
OG0000480	scaffold24.g2984.t1, scaffold24.g2983.t1	PSC74963.1
OG0000481	scaffold15.g4327.t1	PSC70183.1
OG0000481	scaffold9.g3027.t1	PSC70712.1
OG0000482	scaffold9.g3090.t1, scaffold9.g3066.t1	PSC75300.1
OG0000483	scaffold9.g3100.t1	PSC67733.1, PSC67732.1, PSC71083.1
OG0000484	scaffold9.g3125.t1	PSC68152.1
OG0000485	scaffold9.g3213.t1	PSC72729.1
OG0000485	scaffold2.g7286.t1	PSC70488.1, PSC70549.1
OG0000486	scaffold9.g3247.t1	PSC68764.1
OG0000487	scaffold9.g3298.t1	PSC74075.1
OG0000487	scaffold9.g3297.t1	PSC74230.1
OG0000488	scaffold9.g3306.t1	PSC69218.1, PSC74906.1
OG0000489	scaffold26.g3347.t1, scaffold29.g5934.t1	PSC74568.1, PSC74566.1, PSC74567.1
OG0000490	scaffold7.g3371.t1	PSC67426.1, PSC76353.1, PSC76352.1, PSC67425.1
OG0000491	scaffold7.g3418.t1, scaffold7.g3416.t1	PSC73135.1
OG0000492	scaffold7.g3435.t1	PSC68169.1, PSC73082.1
OG0000493	scaffold7.g3493.t1	PSC73053.1
OG0000493	scaffold20.g7822.t1	PSC73766.1
OG0000494	scaffold7.g3629.t1	PSC73894.1
OG0000495	scaffold7.g3684.t1	PSC73014.1
OG0000496	scaffold7.g3701.t1	PSC76333.1
OG0000497	scaffold28.g7545.t1	PSC70375.1
OG0000497	scaffold7.g3751.t1	PSC68789.1
OG0000498	scaffold7.g3761.t1	PSC68795.1
OG0000498	scaffold2.g7511.t1	PSC70144.1
OG0000499	scaffold11.g3841.t1	PSC68496.1, PSC68497.1
OG0000500	scaffold11.g3929.t1	PSC67065.1, PSC69319.1, PSC67117.1, PSC67093.1, PSC67060.1
OG0000501	scaffold11.g3964.t1	PSC74907.1
OG0000502	scaffold23.g4111.t1	PSC70613.1, PSC74803.1
OG0000503	scaffold23.g4151.t1	PSC73376.1, PSC76125.1
OG0000504	scaffold15.g4216.t1, scaffold15.g4217.t1	PSC67406.1
OG0000505	scaffold15.g4239.t1	PSC75319.1
OG0000506	scaffold15.g4311.t1	PSC73232.1
OG0000506	scaffold15.g4312.t1	PSC73373.1
OG0000507	scaffold15.g4364.t1, scaffold3.g6325.t1	PSC74285.1
OG0000508	scaffold15.g4369.t1	PSC71847.1
OG0000508	scaffold22.g6107.t1	PSC76135.1, PSC76134.1
OG0000509	scaffold4.g4586.t1	PSC69463.1, PSC69464.1, PSC69461.1
OG0000510	scaffold4.g4689.t1	PSC76532.1
OG0000510	scaffold4.g4688.t1	PSC76032.1
OG0000511	scaffold4.g4718.t1, scaffold4.g4719.t1	PSC76889.1, PSC77066.1
OG0000512	scaffold4.g4777.t1	PSC73830.1
OG0000513	scaffold4.g4899.t1	PSC69960.1, PSC69959.1, PSC69958.1
OG0000514	scaffold4.g4932.t1	PSC69817.1, PSC69919.1
OG0000515	scaffold4.g5013.t1, scaffold12.g8184.t1	PSC75464.1
OG0000517	scaffold25.g5130.t1, scaffold25.g5132.t1	PSC67716.1
OG0000518	scaffold40.g5151.t1	PSC75620.1, PSC67197.1, PSC67199.1, PSC67585.1, PSC67584.1
OG0000519	scaffold1.g5223.t1	PSC75613.1
OG0000520	scaffold1.g5253.t1	PSC76002.1, PSC75317.1
OG0000521	scaffold1.g5257.t1	PSC67074.1, PSC67243.1
OG0000522	scaffold1.g5318.t1, scaffold1.g5319.t1	PSC75702.1, PSC75703.1
OG0000524	scaffold1.g5429.t1, scaffold1.g5411.t1, scaffold1.g5491.t1	PSC75067.1
OG0000525	scaffold1.g5494.t1, scaffold1.g5619.t1	PSC68279.1
OG0000526	scaffold1.g5506.t1	PSC76252.1, PSC76531.1
OG0000527	scaffold1.g5553.t1	PSC68701.1, PSC68702.1
OG0000528	scaffold1.g5582.t1	PSC73867.1, PSC73868.1, PSC73575.1
OG0000529	scaffold1.g5583.t1	PSC73908.1
OG0000530	scaffold1.g5599.t1	PSC69706.1, PSC76682.1, PSC76957.1
OG0000531	scaffold1.g5614.t1	PSC76833.1, PSC76681.1
OG0000532	scaffold1.g5630.t1, scaffold2.g7184.t1	PSC72078.1
OG0000533	scaffold1.g5870.t1	PSC72402.1, PSC72433.1
OG0000534	scaffold448.g5908.t1, scaffold12.g7931.t1, scaffold12.g7930.t1	PSC74762.1
OG0000535	scaffold29.g5938.t1	PSC70580.1, PSC73924.1
OG0000536	scaffold29.g5948.t1	PSC73859.1, PSC73858.1
OG0000536	scaffold29.g5940.t1	PSC73644.1
OG0000537	scaffold29.g5951.t1	PSC73737.1
OG0000538	scaffold12.g8271.t1	PSC77036.1, PSC74802.1
OG0000539	scaffold22.g6125.t1, scaffold22.g6122.t1	PSC71257.1, PSC71256.1
OG0000540	scaffold22.g6151.t1	PSC72473.1
OG0000541	scaffold3.g6207.t1	PSC69702.1
OG0000542	scaffold3.g6211.t1	PSC69628.1, PSC69615.1
OG0000543	scaffold3.g6246.t1	PSC68315.1
OG0000544	scaffold3.g6256.t1, scaffold3.g6282.t1, scaffold3.g6264.t1	PSC68364.1
OG0000545	scaffold3.g6262.t1, scaffold2.g7405.t1, scaffold2.g7406.t1	PSC70378.1, PSC70377.1
OG0000546	scaffold3.g6283.t1	PSC68379.1, PSC68380.1, PSC68381.1
OG0000547	scaffold3.g6319.t1	PSC71285.1
OG0000547	scaffold3.g6318.t1	PSC71413.1
OG0000548	scaffold3.g6471.t1	PSC71724.1
OG0000549	scaffold3.g6507.t1	PSC70605.1
OG0000550	scaffold3.g6694.t1	PSC73123.1
OG0000551	scaffold3.g6729.t1, scaffold3.g6730.t1	PSC73021.1
OG0000552	scaffold2.g6882.t1, scaffold2.g6883.t1	PSC74485.1, PSC74729.1
OG0000553	scaffold2.g7039.t1	PSC67051.1, PSC67007.1, PSC67119.1, PSC67298.1
OG0000554	scaffold2.g7103.t1, scaffold2.g7105.t1	PSC75326.1
OG0000555	scaffold2.g7121.t1	PSC70619.1
OG0000556	scaffold2.g7323.t1	PSC73041.1
OG0000556	scaffold2.g7245.t1	PSC76530.1
OG0000557	scaffold2.g7330.t1, scaffold2.g7332.t1	PSC70691.1
OG0000558	scaffold2.g7343.t1, scaffold2.g7344.t1	PSC70825.1, PSC70824.1
OG0000559	scaffold2.g7348.t1	PSC73816.1
OG0000560	scaffold2.g7397.t1	PSC73660.1
OG0000561	scaffold12.g8137.t1	PSC67724.1
OG0000561	scaffold2.g7489.t1	PSC67726.1
OG0000562	scaffold28.g7571.t1, scaffold28.g7569.t1, scaffold28.g7554.t1	PSC70126.1, PSC67155.1, PSC72020.1
OG0000563	scaffold20.g7651.t1, scaffold20.g7650.t1	PSC71036.1
OG0000564	scaffold20.g7759.t1	PSC76253.1, PSC74838.1
OG0000565	scaffold20.g7819.t1, scaffold20.g7836.t1	PSC70728.1, PSC70787.1
OG0000566	scaffold20.g7864.t1	PSC67815.1, PSC67814.1, PSC67813.1
OG0000567	scaffold20.g7871.t1	PSC75069.1, PSC75097.1, PSC75098.1
OG0000569	scaffold12.g7945.t1	PSC74518.1
OG0000570	scaffold12.g8105.t1, scaffold12.g8100.t1	PSC70159.1
OG0000571	scaffold12.g8127.t1	PSC70141.1
OG0000571	scaffold12.g8151.t1	PSC70191.1
OG0000572	scaffold12.g8177.t1	PSC74695.1
OG0000573	scaffold12.g8234.t1	PSC74614.1, PSC74612.1, PSC74613.1
OG0000574	scaffold12.g8297.t1	PSC74447.1
OG0000591	scaffold16.g38.t1	PSC73000.1, PSC73002.1, PSC73001.1, PSC72999.1
OG0000592	scaffold16.g51.t1	PSC69398.1
OG0000593	scaffold1.g5340.t1, scaffold16.g64.t1	PSC70064.1
OG0000594	scaffold16.g126.t1	PSC67313.1
OG0000595	scaffold13.g177.t1, scaffold1.g5398.t1, scaffold16.g154.t1	PSC71326.1
OG0000596	scaffold13.g213.t1	PSC69116.1
OG0000597	scaffold13.g214.t1, scaffold13.g273.t1	PSC69136.1
OG0000598	scaffold13.g231.t1	PSC68301.1
OG0000599	scaffold13.g261.t1	PSC71334.1, PSC71249.1
OG0000600	scaffold13.g268.t1	PSC71226.1
OG0000601	scaffold13.g373.t1	PSC68088.1, PSC68086.1, PSC68087.1, PSC67169.1
OG0000603	scaffold17.g444.t1	PSC70749.1
OG0000604	scaffold17.g462.t1	PSC69278.1
OG0000605	scaffold17.g479.t1	PSC69187.1
OG0000606	scaffold17.g507.t1, scaffold11.g3854.t1	PSC75080.1
OG0000607	scaffold3.g6472.t1	PSC73849.1
OG0000608	scaffold8.g1583.t1, scaffold17.g520.t1	PSC76020.1
OG0000609	scaffold17.g524.t1, scaffold17.g523.t1, scaffold8.g1646.t1	PSC74144.1
OG0000610	scaffold17.g560.t1	PSC68665.1
OG0000612	scaffold5.g632.t1	PSC72425.1
OG0000614	scaffold5.g687.t1, scaffold5.g688.t1	PSC73454.1
OG0000615	scaffold5.g717.t1	PSC76270.1, PSC72089.1
OG0000616	scaffold5.g772.t1	PSC75776.1
OG0000617	scaffold5.g792.t1	PSC75796.1, PSC75361.1
OG0000618	scaffold5.g890.t1, scaffold5.g892.t1	PSC76075.1
OG0000619	scaffold8.g1662.t1, scaffold8.g1637.t1, scaffold8.g1618.t1, scaffold5.g907.t1	PSC73792.1
OG0000620	scaffold5.g910.t1, scaffold18.g1985.t1, scaffold1.g5698.t1	PSC67858.1
OG0000621	scaffold4.g4641.t1	PSC71910.1
OG0000621	scaffold5.g925.t1	PSC71885.1
OG0000622	scaffold5.g931.t1	PSC75232.1, PSC75233.1
OG0000623	scaffold5.g947.t1, scaffold5.g960.t1	PSC76430.1
OG0000624	scaffold5.g962.t1	PSC70783.1, PSC67871.1
OG0000625	scaffold25.g5126.t1, scaffold5.g1001.t1	PSC67692.1
OG0000627	scaffold14.g1045.t1	PSC75802.1
OG0000628	scaffold14.g1051.t1	PSC69732.1, PSC69731.1
OG0000629	scaffold14.g1116.t1	PSC68697.1
OG0000630	scaffold7.g3542.t1, scaffold14.g1145.t1	PSC77049.1
OG0000631	scaffold14.g1204.t1, scaffold14.g1205.t1	PSC75595.1
OG0000632	scaffold14.g1209.t1	PSC67519.1, PSC67518.1
OG0000633	scaffold14.g1230.t1, scaffold2.g7014.t1	PSC73974.1, PSC73975.1
OG0000634	scaffold14.g1285.t1	PSC67089.1, PSC67087.1, PSC70547.1, PSC67011.1, PSC67272.1
OG0000635	scaffold14.g1296.t1	PSC68132.1
OG0000636	scaffold14.g1325.t1	PSC73860.1
OG0000636	scaffold8.g1597.t1	PSC74389.1
OG0000637	scaffold8.g1356.t1, scaffold3.g6735.t1	PSC71988.1
OG0000638	scaffold37.g4390.t1, scaffold8.g1359.t1	PSC71520.1, PSC71519.1
OG0000639	scaffold15.g4210.t1, scaffold12.g7963.t1, scaffold6.g2881.t1, scaffold8.g1362.t1	PSC71584.1
OG0000640	scaffold8.g1375.t1	PSC68995.1
OG0000641	scaffold8.g1403.t1	PSC71600.1
OG0000642	scaffold43.g4484.t1, scaffold8.g1409.t1, scaffold10.g2363.t1	PSC71939.1
OG0000643	scaffold8.g1443.t1	PSC73411.1, PSC73412.1
OG0000644	scaffold3.g6371.t1	PSC67477.1
OG0000645	scaffold8.g1459.t1	PSC67459.1
OG0000646	scaffold6.g2622.t1, scaffold2.g6960.t1, scaffold8.g1553.t1, scaffold20.g7894.t1	PSC72810.1
OG0000647	scaffold8.g1561.t1	PSC72876.1
OG0000648	scaffold8.g1621.t1, scaffold2.g6961.t1	PSC73342.1
OG0000650	scaffold11.g4044.t1	PSC74530.1
OG0000651	scaffold11.g4028.t1, scaffold8.g1685.t1, scaffold11.g4026.t1	PSC72298.1, PSC72297.1
OG0000652	scaffold19.g1757.t1	PSC76693.1
OG0000653	scaffold19.g1790.t1	PSC69491.1, PSC71750.1, PSC69475.1
OG0000654	scaffold19.g1814.t1	PSC72468.1, PSC72452.1
OG0000655	scaffold2.g7422.t1, scaffold19.g1839.t1	PSC69500.1, PSC69499.1
OG0000656	scaffold18.g1881.t1, scaffold6.g2614.t1	PSC69836.1
OG0000657	scaffold18.g1949.t1, scaffold22.g6033.t1	PSC72532.1
OG0000658	scaffold18.g1960.t1	PSC70591.1
OG0000659	scaffold18.g2021.t1, scaffold6.g2531.t1, scaffold18.g2022.t1, scaffold2.g6862.t1, scaffold6.g2528.t1	PSC73623.1
OG0000660	scaffold21.g2069.t1	PSC72136.1, PSC72319.1, PSC72320.1
OG0000661	scaffold21.g2084.t1, scaffold21.g2083.t1	PSC72174.1
OG0000662	scaffold21.g2088.t1	PSC74064.1
OG0000663	scaffold21.g2176.t1	PSC68571.1
OG0000664	scaffold10.g2270.t1	PSC72010.1
OG0000664	scaffold10.g2268.t1	PSC67618.1
OG0000665	scaffold10.g2290.t1, scaffold10.g2280.t1	PSC71891.1
OG0000667	scaffold10.g2346.t1	PSC68125.1
OG0000667	scaffold2.g7143.t1	PSC69763.1
OG0000668	scaffold1.g5466.t1, scaffold10.g2439.t1	PSC68252.1
OG0000669	scaffold10.g2472.t1, scaffold10.g2475.t1	PSC67260.1
OG0000670	scaffold10.g2477.t1, scaffold26.g3361.t1	PSC75346.1
OG0000671	scaffold10.g2487.t1	PSC71295.1
OG0000672	scaffold10.g2488.t1	PSC71758.1
OG0000673	scaffold3.g6337.t1	PSC70899.1
OG0000673	scaffold6.g2546.t1	PSC70894.1
OG0000674	scaffold6.g2547.t1	PSC70617.1, PSC72084.1
OG0000675	scaffold6.g2571.t1, scaffold6.g2570.t1	PSC75825.1
OG0000676	scaffold6.g2579.t1	PSC69741.1
OG0000677	scaffold6.g2603.t1	PSC68113.1
OG0000679	scaffold6.g2637.t1	PSC67478.1
OG0000680	scaffold6.g2754.t1	PSC72913.1
OG0000681	scaffold6.g2763.t1	PSC72599.1
OG0000682	scaffold6.g2796.t1	PSC69041.1, PSC75344.1, PSC67698.1, PSC75283.1
OG0000684	scaffold6.g2839.t1	PSC72724.1
OG0000685	scaffold6.g2869.t1	PSC72533.1
OG0000686	scaffold6.g2908.t1	PSC69040.1
OG0000688	scaffold1.g5175.t1	PSC67369.1
OG0000688	scaffold24.g2944.t1	PSC74997.1
OG0000689	scaffold40.g5169.t1, scaffold24.g2979.t1	PSC75292.1
OG0000690	scaffold9.g3080.t1, scaffold9.g3243.t1	PSC75085.1
OG0000691	scaffold9.g3158.t1	PSC75177.1, PSC75178.1, PSC75179.1
OG0000692	scaffold9.g3181.t1	PSC75106.1
OG0000692	scaffold12.g8076.t1	PSC71836.1
OG0000693	scaffold9.g3290.t1	PSC68930.1, PSC68962.1
OG0000694	scaffold26.g3317.t1	PSC73308.1
OG0000695	scaffold26.g3336.t1	PSC73645.1
OG0000696	scaffold7.g3385.t1	PSC67424.1
OG0000697	scaffold7.g3459.t1, scaffold7.g3458.t1	PSC76068.1
OG0000698	scaffold7.g3471.t1	PSC76806.1
OG0000699	scaffold7.g3486.t1	PSC76750.1, PSC76749.1
OG0000700	scaffold12.g8199.t1, scaffold7.g3509.t1	PSC72579.1, PSC69406.1
OG0000702	scaffold7.g3677.t1, scaffold2.g7237.t1	PSC71685.1
OG0000703	scaffold7.g3688.t1, scaffold7.g3699.t1	PSC77006.1
